name,Price Per Unit,Price Per Measure,Promotion
Corona ,Corona 620ml,£2.50,£4.03 per litre,Buy 4 for the Price of 3
Corona Cero 0.0% ,Corona Cero 0.0% 4 x 330ml,£4.05,£3.07 per litre,"Offer price £4.05, was £4.50"
Corona Cero Bottle,Corona Cero Bottle12 x 330ml,£11.99,30.3p per 100ml,Buy 2 for £16
Corona Extra Premium Lager Beer bottles,Corona Extra Premium Lager Beer bottles4 x 330ml,£5.50,£4.17 per litre,
Corona Extra Premium Lager Beer bottles,Corona Extra Premium Lager Beer bottles12 x 330ml,£10,£2.53 per litre,
Corona Extra Premium Lager Beer bottles,Corona Extra Premium Lager Beer bottles18 x 330ml,£20,£3.37 per litre,
Corona Extra Premium Lager Beer Cans,Corona Extra Premium Lager Beer Cans6 x 330ml,£6.50,£3.28 per litre,Buy 2 for £10
Corona Extra Premium Lager Beer Cans,Corona Extra Premium Lager Beer Cans10 x 330ml,£10,£3.03 per litre,Buy 2 for £16
Costa Di Bussia Barolo ,Costa Di Bussia Barolo 75cl,£37,£37.00 per 75cl,"Buy 6, Save 25%"
Country Manor Medium Sweet,Country Manor Medium Sweet3L,£6,£1.50 per 75cl,
Cour Rastignac Medoc ,Cour Rastignac Medoc 75cl,£10,£10.00 per 75cl,"Buy 6, Save 25%"
Courvoisier VS Cognac,Courvoisier VS Cognac70cl,£26,£37.15 per litre,"Offer price £26, was £30"
Courvoisier VS Cognac,Courvoisier VS Cognac1L,£39,£39.00 per litre,
Courvoisier VS Cognac ,Courvoisier VS Cognac 35cl,£16,£45.71 per litre,
Courvoisier VSOP Cognac,Courvoisier VSOP Cognac70cl,£37,£52.86 per litre,
Crabbies Ginger Beer,Crabbies Ginger Beer500ml,£1.80,£3.60 per litre,Buy 4 for £6
Crabbies Green Ginger Wine,Crabbies Green Ginger Wine70cl,£6.25,£6.70 per 75cl,
Crabbie's Rhubarb Alcoholic Ginger Beer,Crabbie's Rhubarb Alcoholic Ginger Beer500ml,£1.65,£3.30 per litre,Buy 4 for £6
Crabbie's Yardhead Single Malt Scotch Whisky ,Crabbie's Yardhead Single Malt Scotch Whisky 70cl,£26,£37.14 per litre,
Cricket Child Resistant Lighters,Cricket Child Resistant Lighters3 per pack,£1.55,51.7p each,
Crocodile Diamante Rose ,Crocodile Diamante Rose 75cl,£8,£8.00 per 75cl,"Buy 6, Save 25%"
Croft Original Sherry Fine Pale Cream,Croft Original Sherry Fine Pale Cream1L,£11.50,£8.63 per 75cl,"Offer price £11.50, was £12.50"
Crossing The Rubicon India Pale Ale (Abv 6.9%),Crossing The Rubicon India Pale Ale (Abv 6.9%)330ml,£2,£6.06 per litre,Buy 4 for the Price of 3
Cune Mencia,Cune Mencia75cl,£10,£1.33 per 100ml,"Buy 6, Save 25%"
Cutters Choice Extra Fine Includes Cigarette Papers ,Cutters Choice Extra Fine Includes Cigarette Papers 30g,£19.20,£64.00 per 100g,
Cutters Choice Original Includes Cigarette Papers ,Cutters Choice Original Includes Cigarette Papers 30g,£21,£70.00 per 100g,
Cuvee Mistral De Provenc,Cuvee Mistral De Provenc75cl,£12,£12.00 per 75cl,"Buy 6, Save 25%"
Dark Horse Chardonnay White Wine ,Dark Horse Chardonnay White Wine 75cl,£7,£7.00 per 75cl,"Buy 6, Save 25%"
Dark Star Brewing Co Hophead,Dark Star Brewing Co Hophead500ml,£2.25,£4.50 per litre,
Dartmoor Brewery Ipa ,Dartmoor Brewery Ipa 500ml,£2.25,£4.50 per litre,Buy 4 for the Price of 3
Dartmoor Jail Ale 4.8%,Dartmoor Jail Ale 4.8%500ml,£2.25,£4.50 per litre,Buy 4 for the Price of 3
Dartmoor Legend Ale (Abv 4.4%),Dartmoor Legend Ale (Abv 4.4%)500ml,£2,£4.00 per litre,Buy 4 for the Price of 3
Daybreak Sauvignon Blanc,Daybreak Sauvignon Blanc75cl,£8,£10.67 per litre,"Buy 6, Save 25%"
Dead Man's Fingers Banana Rum,Dead Man's Fingers Banana Rum70cl,£18.50,£26.43 per litre,
Dead Mans Fingers Raspberry Rum Cream Liqueur ,Dead Mans Fingers Raspber…70cl,£12,£17.14 per litre,
Dead Man's Fingers Spiced Rum ,Dead Man's Fingers Spiced Rum 70cl,£18.50,£26.43 per litre,
Dead Mans Fingers White Rum,Dead Mans Fingers White Rum70cl,£16,£22.86 per litre,"Offer price £16, was £20"
De Kuyper Blue Curacao Liqueur,De Kuyper Blue Curacao Liqueur50cl,£10.50,£21.00 per litre,
De Kuyper Crème de Cassis Liqueur,De Kuyper Crème de Cassis Liqueur50cl,£8.75,£17.50 per litre,"Offer price £8.75, was £10.50"
De Kuyper Curacao Triple Sec (Abv 20%),De Kuyper Curacao Triple Sec (Abv 20%)50cl,£9,£18.00 per litre,"Offer price £9, was £10.75"
Desperados Tequila Lager Beer Bottle,Desperados Tequila Lager Beer Bottle650ml,£3.10,£4.77 per litre,Buy 4 for the Price of 3
Desperados Tequila Lager Beer Bottles,Desperados Tequila Lager Beer Bottles3 x 330ml,£5.50,£5.56 per litre,
Desperados Tequila Lager Beer Bottles,Desperados Tequila Lager Beer Bottles12 x 250ml,£15,£5.00 per litre,
Dewar's Caribbean Smooth Blended Scotch Whisky,Dewar's Caribbean Smooth…70cl,£23,£32.86 per litre,"Offer price £23, was £28"
Diablo Black Cabernet Sauvignon,Diablo Black Cabernet Sauvignon75cl,£8.50,£8.50 per 75cl,"Buy 6, Save 25%"
Diablo Dark Red ,Diablo Dark Red 75cl,£8.50,£8.50 per 75cl,"Buy 6, Save 25%"
Diablo Golden Chardonnay,Diablo Golden Chardonnay75cl,£8,£8.00 per 75cl,"Buy 6, Save 25%"
Diet Pepsi Cans,Diet Pepsi Cans24 x 330ml,£9.50,12p per 100ml,
Disaronno Amaretto ,Disaronno Amaretto 70cl,£18.50,£26.43 per litre,
Disaronno Originale Amaretto,Disaronno Originale Amaretto50cl,£12,£24.00 per litre,"Offer price £12, was £16.50"
Disaronno Velvet Liqueur ,Disaronno Velvet Liqueur 500ml,£16,£32.00 per litre,
Disco Fork Lift Truck Mango Pale Ale (Abv 5.1%),Disco Fork Lift Truck Man…330ml,£2,£6.06 per litre,Buy 4 for the Price of 3
Dom Benedictine Liqueur,Dom Benedictine Liqueur500ml,£18,£36.00 per litre,
Don Simon Nature Sauvignon Blanc,Don Simon Nature Sauvignon Blanc75cl,£4.99,£4.99 per 75cl,
Doom Bar Amber Ale,Doom Bar Amber Ale10 x 440ml,£10,£2.27 per litre,"Offer price £10, was £11.50"
Double Drip Double Menthol 12mg,Double Drip Double Menthol 12mg10ml,£3.99,£3.99 per 10ml,
Double Drip Double Menthol 3mg,Double Drip Double Menthol 3mg10ml,£3.99,£3.99 per 10ml,
Double Drip Double Menthol 6mg,Double Drip Double Menthol 6mg10ml,£3.99,£3.99 per 10ml,
Double Drip Fizzy Cherry Cola Bottles 12mg,Double Drip Fizzy Cherry Cola Bottles 12mg10ml,£3.99,£3.99 per 10ml,
Double Drip Fizzy Cherry Cola Bottles 3mg,Double Drip Fizzy Cherry Cola Bottles 3mg10ml,£3.99,£3.99 per 10ml,
Double Drip Fizzy Cherry Cola Bottles 6mg,Double Drip Fizzy Cherry Cola Bottles 6mg,£3.99,,
Double Drip Raspberry 12Mg,Double Drip Raspberry 12Mg,£3.99,,
Double Drip Raspberry Apple 12mg,Double Drip Raspberry Apple 12mg,£3.99,,
Double Drip Raspberryapple 3Mg,Double Drip Raspberryapple 3Mg,£3.99,,
Double Drip Raspberry Apple 6mg,Double Drip Raspberry Apple 6mg,£3.99,,
Double Drip Raspberry Sherbet 3mg,Double Drip Raspberry Sherbet 3mg,£3.99,,
Double Drip Raspberry Sherbet 6mg,Double Drip Raspberry Sherbet 6mg,£3.99,,
Double Drip Super Berry Sherbet 3mg,Double Drip Super Berry Sherbet 3mg,£3.99,,
Double Drip Super Berry Sherbet 6mg,Double Drip Super Berry Sherbet 6mg,£3.99,,
Double Maxim Premium Brown Ale,Double Maxim Premium Brown Ale500ml,£2,£4.00 per litre,Buy 4 for the Price of 3
Dow's Renown Port,Dow's Renown Port75cl,£8.50,£8.50 per 75cl,"Offer price £8.50, was £10"
Dragbar 600 Banana Ice 20mg,Dragbar 600 Banana Ice 20mg,£5.99,,
Dragbar 600 Grape Ice 20mg,Dragbar 600 Grape Ice 20mg,£5.99,,
Dragbar 600 Green Apple Ice 20mg,Dragbar 600 Green Apple Ice 20mg,£5.99,,
Dragbar 600 Lush Ice 20mg,Dragbar 600 Lush Ice 20mg,£5.99,,
Dragbar 600 Mango Ice 20mg,Dragbar 600 Mango Ice 20mg,£5.99,,
Dragbar 600 Menthol 20mg,Dragbar 600 Menthol 20mg,£5.99,,
Dragbar 600 OMG 20mg,Dragbar 600 OMG 20mg,£5.99,,
Dragbar 600 Peach Ice 20mg,Dragbar 600 Peach Ice 20mg,£5.99,,
Dragbar Z700 Gt Pineapple Lime Soda,Dragbar Z700 Gt Pineapple Lime Soda,£5.99,,
Drambuie,Drambuie50cl,£19,£38.00 per litre,
Drum Gold Tobacco,Drum Gold Tobacco30g,£20.80,£69.33 per 100g,
Drum The Original Blue Tobacco,Drum The Original Blue Tobacco30g,£20.80,£69.33 per 100g,
Drum The Original Blue Tobacco,Drum The Original Blue Tobacco50g,£34.50,£69.00 per 100g,
Dunhill International Cigarettes,Dunhill International Cigarettes20 per pack,£16.40,82p each,
Dunhill Red Cigarettes,Dunhill Red Cigarettes20 per pack,£16.10,80.5p each,
Duralex Conical Pint Tumbler,Duralex Conical Pint Tumbler,£2.85,£2.85 each,
Duvel Belgian Strong Golden Ale Bottle,Duvel Belgian Strong Golden Ale Bottle330ml,£2.50,£7.58 per litre,Buy 4 for the Price of 3
Duvel Tripel Hop Citra (Abv 9.5%),Duvel Tripel Hop Citra (Abv 9.5%)330ml,£3,90.9p per 100ml,Buy 4 for the Price of 3
Dynamite Factory Sauvignon Blanc,Dynamite Factory Sauvignon Blanc75cl,£9,£1.20 per 100ml,"Buy 6, Save 25%"
Dynamite Factory Shiraz,Dynamite Factory Shiraz75cl,£7,93.3p per 100ml,"Offer price £7, was £9"
Echo Falls 5.5% Summer Berries,Echo Falls 5.5% Summer Berries75cl,£3.99,£3.99 per 75cl,
Echo Falls 9% Summer Berries,Echo Falls 9% Summer Berries75cl,£5.75,£5.75 per 75cl,"Buy 6, Save 25%"
 Echo Falls Merlot, Echo Falls Merlot187ml,£1,£4.01 per 75cl,
Echo Falls Pinot Grigio Rose ,Echo Falls Pinot Grigio Rose 75cl,£6.50,£6.50 per 75cl,"Buy 6, Save 25%"
Echo Falls White,Echo Falls White75cl,£5,£5.00 per 75cl,"Buy 6, Save 25%"
Echo Falls White Zinfandel,Echo Falls White Zinfandel75cl,£5.50,£5.50 per 75cl,"Buy 6, Save 25%"
Edge Blackcurrant E-Liquid 12mg,Edge Blackcurrant E-Liquid 12mg,£2.85,,
Edge Blackcurrant E-Liquid 18mg,Edge Blackcurrant E-Liquid 18mg,£2.85,,
Edge Blackcurrant E-Liquid 3mg,Edge Blackcurrant E-Liquid 3mg,£2.85,,
Edge Blackcurrant E-Liquid 6mg,Edge Blackcurrant E-Liquid 6mg,£2.85,,
Edge Blueberry E-Liquid 12mg,Edge Blueberry E-Liquid 12mg,£2.85,,
Edge Blueberry E-Liquid 18mg,Edge Blueberry E-Liquid 18mg,£2.85,,
Edge Blueberry E-Liquid 6mg,Edge Blueberry E-Liquid 6mg,£2.85,,
Edge British Tobacco E-Liquid 12mg,Edge British Tobacco E-Liquid 12mg,£2.85,,
Edge British Tobacco E-Liquid 18mg,Edge British Tobacco E-Liquid 18mg,£2.85,,
Edge British Tobacco E-Liquid 6mg,Edge British Tobacco E-Liquid 6mg,£2.85,,
Edge Cherry Menthol E-Liquid 12mg,Edge Cherry Menthol E-Liquid 12mg,£2.85,,
Edge Cherry Menthol E-Liquid 6mg,Edge Cherry Menthol E-Liquid 6mg,£2.85,,
Edge Forest Fruits E-Liquid 12mg,Edge Forest Fruits E-Liquid 12mg,£2.85,,
Edge Forest Fruits E-Liquid 18mg,Edge Forest Fruits E-Liquid 18mg,£2.85,,
Edge Forest Fruits E-Liquid 6mg,Edge Forest Fruits E-Liquid 6mg,£2.85,,
Edge Heizen E-Liquid 12mg,Edge Heizen E-Liquid 12mg,£2.85,,
Edge Heizen E-Liquid 18mg,Edge Heizen E-Liquid 18mg,£2.85,,
Edge Heizen E-Liquid 6mg,Edge Heizen E-Liquid 6mg,£2.85,,
Edge Max Blue Raspberry E-Liquid 3mg,Edge Max Blue Raspberry E-Liquid 3mg,£2.85,,
Edge Max Heizen E-Liquid 3mg,Edge Max Heizen E-Liquid 3mg,£2.85,,
Edge Max Mango Ice Menthol E-Liquid 3mg,Edge Max Mango Ice Menthol E-Liquid 3mg,£2.85,,
Edge Menthol Tobacco E-Liquid 12mg,Edge Menthol Tobacco E-Liquid 12mg,£2.85,,
Edge Menthol Tobacco E-Liquid 18mg,Edge Menthol Tobacco E-Liquid 18mg,£2.85,,
Edge Pro Coils,Edge Pro Coils,£2.85,,
Edge Pro Vaping Device,Edge Pro Vaping Device,£25,,
Edge Strawberry & Lime E-Liquid 12mg,Edge Strawberry & Lime E-Liquid 12mg,£2.85,,
Edge Strawberry & Lime E-Liquid 18mg,Edge Strawberry & Lime E-Liquid 18mg,£2.85,,
Edge Strawberry & Lime E-Liquid 6mg,Edge Strawberry & Lime E-Liquid 6mg,£2.85,,
Edge Strawberry E-Liquid 3mg,Edge Strawberry E-Liquid 3mg,£2.85,,
Edge Strawberry E-Liquid 6mg,Edge Strawberry E-Liquid 6mg,£2.85,,
Edge Very Menthol E-Liquid 12mg,Edge Very Menthol E-Liquid 12mg,£2.85,,
Edge Very Menthol E-Liquid 18mg,Edge Very Menthol E-Liquid 18mg,£2.85,,
Edge Very Menthol E-Liquid 3mg,Edge Very Menthol E-Liquid 3mg,£2.85,,
Edge Very Menthol E-Liquid 6mg,Edge Very Menthol E-Liquid 6mg,£2.85,,
Edge Virginia Tobacco E-Liquid 12mg,Edge Virginia Tobacco E-Liquid 12mg,£2.85,,
Edge Virginia Tobacco E-Liquid 18mg,Edge Virginia Tobacco E-Liquid 18mg,£2.85,,
Edge Virginia Tobacco E-Liquid 6mg,Edge Virginia Tobacco E-Liquid 6mg,£2.85,,
Edinburgh Gin Elderflower Liqueur (Abv 20%),Edinburgh Gin Elderflower Liqueur (Abv 20%)50cl,£11,£22.00 per litre,"Offer price £11, was £16.50"
Edinburgh Gin Raspberry Liqueur ,Edinburgh Gin Raspberry Liqueur 50cl,£11,£22.00 per litre,"Offer price £11, was £16.50"
Edinburgh Gin Rhubarb & Ginger Gin Liqueur ,Edinburgh Gin Rhubarb & Ginger Gin Liqueur 250ml,£2,80p per 100ml,Buy 4 for £6
Edinburgh Gin Rhubarb & Ginger Liqueur,Edinburgh Gin Rhubarb & Ginger Liqueur50cl,£11,£22.00 per litre,"Offer price £11, was £16.50"
Edinburgh Gin Small Batch Distilled ,Edinburgh Gin Small Batch Distilled 70cl,£21,£30.00 per litre,"Offer price £21, was £26"
Eisberg Alcohol Free Rose Wine,Eisberg Alcohol Free Rose Wine75cl,£2.75,£2.75 per 75cl,
Eisberg Alcohol Free Wine Chardonnay,Eisberg Alcohol Free Wine Chardonnay75cl,£2.75,£2.75 per 75cl,
Eisberg Alcohol Free Wine Sauvignon Blanc ,Eisberg Alcohol Free Wine Sauvignon Blanc 75cl,£2.75,£3.67 per litre,
Eisberg Cabernet Sauvignon Alcohol Free Wine ,Eisberg Cabernet Sauvigno…75cl,£2.75,£2.75 per 75cl,
Eleanor La Reine Piquepoul - Terret Cotes De Thau IGP,Eleanor La Reine Piquepoul…75cl,£6.99,£6.99 per 75cl,"Buy 6, Save 25%"
Elfbar 600 Pink Lemonade 20Mg,Elfbar 600 Pink Lemonade 20Mg,£5.99,,
Elf Bar Elfa Pod Blue Razz Lemonade 20mg,Elf Bar Elfa Pod Blue Razz Lemonade 20mg,£5.99,,
Elfbar Elfa Pod Elfbull 20mg,Elfbar Elfa Pod Elfbull 20mg,£5.99,,
Elf Bar Elfa Pod Kit Aurora Purple 20mg,Elf Bar Elfa Pod Kit Aurora Purple 20mg,£8.99,,
Elf Bar Elfa Pod Kit Black 20mg,Elf Bar Elfa Pod Kit Black 20mg,£8.99,,
Elfbar Elfa Pod Kiwi Passion Fruit Guava 20mg/,Elfbar Elfa Pod Kiwi Pass…,£5.99,,
Elsie Mo      ,Elsie Mo      500ml,£2.25,£4.50 per litre,Buy 4 for the Price of 3
Embassy Filter Cigarettes,Embassy Filter Cigarettes20 per pack,£15.15,75.8p each,
Embassy Signature Gold Cigarettes,Embassy Signature Gold Cigarettes20 per pack,£10.65,53.3p each,
Embassy Signature Gold Cigarettes Multipack,Embassy Signature Gold Cigarettes Multipack5 x 20 per pack,£53.20,53.2p each,
Embassy Signature Silver Cigarettes,Embassy Signature Silver Cigarettes20 per pack,£10.65,53.3p each,
Erdinger Alkoholfrei Alcohol Free Wheat Beer,Erdinger Alkoholfrei Alcohol Free Wheat Beer500ml,£1.75,£3.50 per litre,Buy 4 for the Price of 3
Erdinger Weissbier Wheat Beer,Erdinger Weissbier Wheat Beer50cl,£2.25,£4.50 per litre,Buy 4 for the Price of 3
Erinmore Mixture Pipe Tobacco,Erinmore Mixture Pipe Tobacco50g,£20.50,£41.00 per 100g,
Errazuriz Cabernet Sauvignon ,Errazuriz Cabernet Sauvignon 75cl,£9,£9.00 per 75cl,"Buy 6, Save 25%"
Errazuriz Sauvignon Blanc      ,Errazuriz Sauvignon Blanc      75cl,£7,£7.00 per 75cl,"Buy 6, Save 25%"
Estrella Damm Premium Lager Beer,Estrella Damm Premium Lager Beer660ml,£2.50,£3.79 per litre,Buy 4 for the Price of 3
Estrella Damm Premium Lager Beer,Estrella Damm Premium Lager Beer6 x 330ml,£7,£3.54 per litre,Buy 2 for £10
Estrella Damm Premium Lager Beer,Estrella Damm Premium Lager Beer12 x 330ml,£11,£2.78 per litre,"Offer price £11, was £15"
Evan Evans CWRW,Evan Evans CWRW500ml,£2.25,£4.50 per litre,Buy 4 for the Price of 3
Evo Tobacco Sticks Amber,Evo Tobacco Sticks Amber,£4.50,,
Evo Tobacco Sticks Bronze,Evo Tobacco Sticks Bronze,£4.50,,
Evo Tobacco Sticks Green,Evo Tobacco Sticks Green,£4.50,,
Evo Tobacco Sticks Purple,Evo Tobacco Sticks Purple,£4.50,,
Exmoor Gold,Exmoor Gold500ml,£2.25,£4.50 per litre,Buy 4 for the Price of 3
Exmoor Stag,Exmoor Stag500ml,£2.25,£4.50 per litre,Buy 4 for the Price of 3
Fairbank Sauvignon Blanc Rose ,Fairbank Sauvignon Blanc Rose 75cl,£7,£7.00 per 75cl,"Buy 6, Save 25%"
Fairbank Wines Sauvignon Blanc ,Fairbank Wines Sauvignon Blanc 75cl,£5.50,£5.50 per 75cl,"Buy 6, Save 25%"
Felinfoel Double Dragon    ,Felinfoel Double Dragon    500ml,£2,£4.00 per litre,Buy 4 for the Price of 3
Felix Solis Sol de Espana Red Wine,Felix Solis Sol de Espana Red Wine1L,£5.25,£3.94 per 75cl,
Felix Solis Sol de Espana White Wine,Felix Solis Sol de Espana White Wine1L,£5.25,£3.94 per 75cl,"Buy 6, Save 25%"
Fentimans Dandelion & Burdock ,Fentimans Dandelion & Burdock 750ml,£2.50,33.4p per 100ml,"Offer price £2.50, was £3.50"
Fentimans Traditional Curiosity Cola,Fentimans Traditional Curiosity Cola750ml,£2.50,33.4p per 100ml,"Offer price £2.50, was £3.50"
Ferrari Brut Nv ,Ferrari Brut Nv 75cl,£19,£19.00 per 75cl,"Buy 6, Save 25%"
Fever-Tree Light Aromatic Tonic,Fever-Tree Light Aromatic Tonic8 x 150ml,£4.75,39.6p per 100ml,Buy 2 for £8.50
Fever-Tree Light Aromatic Tonic,Fever-Tree Light Aromatic Tonic500ml,£1.70,34p per 100ml,"Offer price £1.70, was £2"
Fever-Tree Light Elderflower Tonic,Fever-Tree Light Elderflower Tonic500ml,£1.70,34p per 100ml,"Offer price £1.70, was £2"
Fever-Tree Light Elderflower Tonic,Fever-Tree Light Elderflower Tonic8 x 150ml,£4.75,39.6p per 100ml,Buy 2 for £8.50
Fever-Tree Light Mediterranean Tonic,Fever-Tree Light Mediterranean Tonic500ml,£1.70,34p per 100ml,"Offer price £1.70, was £2"
Fever-Tree Light Mediterranean Tonic,Fever-Tree Light Mediterranean Tonic8 x 150ml,£4.75,39.6p per 100ml,Buy 2 for £8.50
Fever-Tree Mediterranean Tonic Water,Fever-Tree Mediterranean Tonic Water500ml,£1.70,34p per 100ml,"Offer price £1.70, was £2.20"
Fever-Tree Premium Indian Tonic Water,Fever-Tree Premium Indian Tonic Water500ml,£1.70,34p per 100ml,"Offer price £1.70, was £2.20"
Fever-Tree Premium Indian Tonic Water,Fever-Tree Premium Indian Tonic Water8 x 150ml,£4.95,41.3p per 100ml,Buy 2 for £8.50
Fever-Tree Refreshingly Light Ginger Ale,Fever-Tree Refreshingly Light Ginger Ale500ml,£2,40p per 100ml,
Fever-Tree Refreshingly Light Ginger Ale ,Fever-Tree Refreshingly Light Ginger Ale 8 x 150ml,£4.75,39.6p per 100ml,Buy 2 for £8.50
Fever-Tree Refreshingly Light Ginger Beer,Fever-Tree Refreshingly Light Ginger Beer4 x 250ml,£4,40p per 100ml,
Fever-Tree Refreshingly Light Indian Tonic Water,Fever-Tree Refreshingly Light Indian Tonic Water500ml,£1.70,34p per 100ml,"Offer price £1.70, was £2"
Fever-Tree Refreshingly Light Indian Tonic Water,Fever-Tree Refreshingly Light Indian Tonic Water8 x 150ml,£4.75,39.6p per 100ml,Buy 2 for £8.50
Fever-Tree Refreshingly Light Sicilian Lemonade,Fever-Tree Refreshingly Light Sicilian Lemonade500ml,£1.70,34p per 100ml,"Offer price £1.70, was £2"
Fever-Tree Refreshingly Light Sicilian Lemonade,Fever-Tree Refreshingly Light Sicilian Lemonade4 x 250ml,£4,40p per 100ml,
Fireball Cinnamon Whisky Liqueur,Fireball Cinnamon Whisky Liqueur70cl,£15,£21.43 per litre,"Offer price £15, was £18"
Fireball Liqueur (Abv 33%),Fireball Liqueur (Abv 33%)50cl,£12,£24.00 per litre,
Fire Catcher Golden Beer,Fire Catcher Golden Beer500ml,£1.09,£2.18 per litre,
Fleurs De Prairie Luberon,Fleurs De Prairie Luberon75cl,£8,£8.00 per 75cl,"Buy 6, Save 25%"
Fleurs De Prairie Luberon Rose,Fleurs De Prairie Luberon Rose187ml,£2.49,£13.32 per litre,Buy 4 for the Price of 3
Fleurs De Prairie Sparkling Rose,Fleurs De Prairie Sparkling Rose75cl,£8,£8.00 per 75cl,"Buy 6, Save 25%"
Florio Vecchioflorio Marsala Superiore Dolce,Florio Vecchioflorio Marsala Superiore Dolce75cl,£10,£10.00 per 75cl,"Offer price £10, was £11"
Foster's Lager Beer Cans,Foster's Lager Beer Cans18 x 440ml,£12,£1.52 per litre,
Fosters Lager Cans,Fosters Lager Cans15 x 440ml,£16.50,25p per 100ml,
Fosters Lager Cans,Fosters Lager Cans18 x 440ml,£11,13.9p per 100ml,
Fosters Lager Cans,Fosters Lager Cans10 x 440ml,£9.50,21.6p per 100ml,Buy 2 for £16
Fosters Lager Cans,Fosters Lager Cans4 x 568ml,£5.75,25.3p per 100ml,
Fosters Lager Cans,Fosters Lager Cans4 x 440ml,£3.85,21.9p per 100ml,
Free Damm 0% Lager,Free Damm 0% Lager4 x 330ml,£3.50,26.5p per 100ml,"Offer price £3.50, was £4"
Freixenet Cordon Negro Brut Cava ,Freixenet Cordon Negro Brut Cava 75cl,£9,£9.00 per 75cl,"Buy 6, Save 25%"
Freixenet  Cordon Rosado    Seco ,Freixenet  Cordon Rosado    Seco 75cl,£11,£11.00 per 75cl,"Buy 6, Save 25%"
Freixenet Italian Rose ,Freixenet Italian Rose 75cl,£8,£8.00 per 75cl,"Buy 6, Save 25%"
Freixenet Italian Rose Sparkling Wine ,Freixenet Italian Rose Sparkling Wine 20cl,£4.25,£15.94 per 75cl,Buy 4 for the Price of 3
Freixenet Italian Sparkling Rose,Freixenet Italian Sparkling Rose75cl,£10,£10.00 per 75cl,"Buy 6, Save 25%"
Freixenet Pinot Grigio ,Freixenet Pinot Grigio 75cl,£10,£10.00 per 75cl,"Buy 6, Save 25%"
Freixenet Prosecco ,Freixenet Prosecco 20cl,£4.25,£15.94 per 75cl,Buy 4 for the Price of 3
Freixenet Prosecco,Freixenet Prosecco1.5L,£18,£12.00 per litre,"Buy 6, Save 25%"
Freixenet Prosecco D. O. C.,Freixenet Prosecco D. O. C.75cl,£10,£10.00 per 75cl,"Buy 6, Save 25%"
Freixenet Rioja ,Freixenet Rioja 75cl,£9,£9.00 per 75cl,"Buy 6, Save 25%"
Freixenet Sauvignon Blanc ,Freixenet Sauvignon Blanc 75cl,£7.50,£7.50 per 75cl,"Buy 6, Save 25%"
Freixenet Vintage Brut Cava,Freixenet Vintage Brut Cava75cl,£8.50,£8.50 per 75cl,"Buy 6, Save 25%"
Frome Valley Henney's Dry Cider ,Frome Valley Henney's Dry Cider 500ml,£2.50,£5.00 per litre,Buy 3 for £5.50
Fruh Kolsch,Fruh Kolsch500ml,£3.25,£6.50 per litre,Buy 4 for the Price of 3
Fullers Black Cab Stout ,Fullers Black Cab Stout 500ml,£2,£4.00 per litre,Buy 4 for the Price of 3
Fuller's London Pride,Fuller's London Pride4 x 500ml,£5.49,27.5p per 100ml,
Fuller's London Pride Bottle,Fuller's London Pride Bottle500ml,£2.25,£4.50 per litre,Buy 4 for the Price of 3
Fullers Organic Honey Dew        ,Fullers Organic Honey Dew        500ml,£2.25,£4.50 per litre,Buy 4 for the Price of 3
Funkin Cocktails Mix Pack,Funkin Cocktails Mix Pack8 x 200ml,£11,£6.88 per litre,"Offer price £11, was £13"
Funkin Cocktails Passion Fruit Martini ,Funkin Cocktails Passion Fruit Martini 700ml,£7.50,£10.72 per litre,"Offer price £7.50, was £9"
Funkin Cocktails Pina Colada ,Funkin Cocktails Pina Colada 70cl,£7.50,£1.08 per 100ml,"Offer price £7.50, was £9"
Funkin Cocktails Salted Caramel Espresso Martini ,Funkin Cocktails Salted Caramel Espresso Martini 70cl,£7.50,£8.03 per 75cl,"Offer price £7.50, was £9"
Funkin Cocktails Strawberry Daiquiri ,Funkin Cocktails Strawberry Daiquiri 700ml,£7.50,£10.72 per litre,"Offer price £7.50, was £9"
Funkin Nitro Cocktails Espresso Martini ,Funkin Nitro Cocktails Espresso Martini 200ml,£2.25,£11.25 per litre,Buy 4 for £6
Funkin Nitro Cocktails Passion Fruit Martini ,Funkin Nitro Cocktails Passion Fruit Martini 200ml,£2.25,£11.25 per litre,Buy 4 for £6
Funkin Nitro Cocktails Peach On The Beach ,Funkin Nitro Cocktails Peach On The Beach 200ml,£2.25,£11.25 per litre,Buy 4 for £6
Funkin Nitro Cocktails Pina Colada ,Funkin Nitro Cocktails Pina Colada 200ml,£2.25,£11.25 per litre,Buy 4 for £6
Funkin Nitro Cocktails Spiced Rum Zombie ,Funkin Nitro Cocktails Spiced Rum Zombie 200ml,£2.25,£1.13 per 100ml,Buy 4 for £6
Funkin Nitro Cocktails Strawberry Daiquiri ,Funkin Nitro Cocktails Strawberry Daiquiri 200ml,£2.25,£11.25 per litre,Buy 4 for £6
Funkin Passion Fruit Martini Cocktail Mixer,Funkin Passion Fruit Martini Cocktail Mixer400ml,£3,£7.50 per litre,
Funkin Pina Colada Cocktail Mixer ,Funkin Pina Colada Cocktail Mixer 400ml,£3,75p per 100ml,
Funkin Sparkling Cocktails Long Island Iced Tea,Funkin Sparkling Cocktails Long Island Iced Tea250ml,£2.25,£9.00 per litre,Buy 4 for £6
