name,Price Per Unit,Price Per Measure,Promotion
Dr Oetker Melting Middle Chocolate Pudding Baking Mix,Dr Oetker Melting Middle Choc…140g,£1.89,£1.35 per 100g,
Dr. Oetker Milk Chocolate Chunks,Dr. Oetker Milk Chocolate Chunks100g,£1.25,£1.25 per 100g,"Offer price £1.25, was £1.85"
Dr Oetker Mini Flower Decorate,Dr Oetker Mini Flower Decorate,£2.15,,
Dr Oetker Natural Extract American Peppermint ,Dr Oetker Natural Extract American Peppermint 35ml,£1.45,41.4p per 10ml,
Dr. Oetker Natural Moroccan Almond Extract,Dr. Oetker Natural Moroccan Almond Extract35ml,£1.45,41.4p per 10ml,
Dr. Oetker Number 0 Candle,Dr. Oetker Number 0 Candle,£1.09,,
Dr. Oetker Number 1 Candle,Dr. Oetker Number 1 Candle,£1.09,,
Dr. Oetker Number 2 Candle,Dr. Oetker Number 2 Candle,£1.09,,
Dr. Oetker Number 3 Candle,Dr. Oetker Number 3 Candle,£1.09,,
Dr. Oetker Number 4 Candle,Dr. Oetker Number 4 Candle,£1.09,,
Dr. Oetker Number 5 Candle,Dr. Oetker Number 5 Candle,£1.09,,
Dr. Oetker Number 6 Candle,Dr. Oetker Number 6 Candle,£1.09,,
Dr. Oetker Number 7 Candle,Dr. Oetker Number 7 Candle,£1.09,,
Dr. Oetker Number 8 Candle,Dr. Oetker Number 8 Candle,£1.09,,
Dr. Oetker Number 9 Candle,Dr. Oetker Number 9 Candle,£1.09,,
Dr. Oetker Peanut Butter Cups Baking Mix,Dr. Oetker Peanut Butter Cups Baking Mix240g,£2.75,£1.15 per 100g,
Dr. Oetker Platinum Grade Leaf Gelatine,Dr. Oetker Platinum Grade Leaf Gelatine13g,£2.15,£16.54 per 100g,
Dr. Oetker Rainbow Cupcake Cases ,Dr. Oetker Rainbow Cupcake Cases 72 per pack,£1.25,1.8p each,"Offer price £1.25, was £1.99"
Dr Oetker Rainbow Icing ,Dr Oetker Rainbow Icing 6 x 19g,£2.85,£2.50 per 100g,
Dr Oetker Rainbow Sprinkles,Dr Oetker Rainbow Sprinkles115g,£1.75,£1.52 per 100g,"Offer price £1.75, was £2.59"
Dr. Oetker Ready to Roll Soft Fondant Icing Various Colours,Dr. Oetker Ready to Roll Soft Fon…500g,£2.99,59.8p per 100g,
Dr Oetker Sicilian Lemon Extract,Dr Oetker Sicilian Lemon Extract35ml,£1.45,£4.14 per 100ml,
Dr Oetker Space Cupcake Kit,Dr Oetker Space Cupcake Kit360g,£2,55.5p per 100g,"Offer price £2, was £2.69"
Dr Oetker Unicorn Cake Decoration,Dr Oetker Unicorn Cake Decoration,£2.15,,
Dr. Oetker Unicorn Confetti Sprinkle Mix,Dr. Oetker Unicorn Confetti Sprinkle Mix110g,£1.75,£1.59 per 100g,"Offer price £1.75, was £2.45"
Dr Oetker Unicorn Decoration Icing ,Dr Oetker Unicorn Decoration Icing 6 x 19g,£2.15,£1.89 per 100g,
Dr Oetker Valencian Orange Extract ,Dr Oetker Valencian Orange Extract 35ml,£1.45,41.4p per 10ml,
Dr. Oetker Vege-Gel Sachets,Dr. Oetker Vege-Gel Sachets3 x 6.5g,£1.39,£7.13 per 100g,
Dr Oetker White Choc Chunks,Dr Oetker White Choc Chunks100g,£1.25,£1.25 per 100g,"Offer price £1.25, was £1.85"
Drumstick Squashies Sour Cherry,Drumstick Squashies Sour Cherry160g,£1.15,71.9p per 100g,
Duerr's Blackcurrant Jam ,Duerr's Blackcurrant Jam 42g,69p,£1.64 per 100g,
Duerr's Fine Cut Seville Orange Marmalade ,Duerr's Fine Cut Seville Orange Marmalade 340g,£1.49,43.8p per 100g,
Duerr's Seville Orange Marmalade,Duerr's Seville Orange Marmalade42g,69p,£1.64 per 100g,
Duerr's Strawberry Jam,Duerr's Strawberry Jam42g,69p,£1.64 per 100g,
Duerr's Thick Cut Classic Seville Orange Marmalade,Duerr's Thick Cut Classic Seville Orange Marmalade340g,£1.49,43.8p per 100g,
Dunns River Coconut Milk ,Dunns River Coconut Milk 400ml,£1.09,£2.73 per litre,
Dunn's River Creamed Coconut,Dunn's River Creamed Coconut200g,£1.19,£5.95 per kg,
Easter Bunny Cupcake Picks,Easter Bunny Cupcake Picks12 per pack,£2.50,20.8p each,
Easter Cupcake with Bunny Toppers Kit for 12,Easter Cupcake with Bunny Toppers Kit for 1212 per pack,£2,16.7p each,
Eat Natural Crunchy Nut Bars Protein Packed With Peanuts & Chocolate,Eat Natural Crunchy Nut Bars Protein Pa…3 x 45g,£2,£1.48 per 100g,
Eat Natural Fruit & Nut Bars Dark Chocolate With Cranberries & Macadamias,Eat Natural Fruit & Nut Bars Da…3 x 45g,£2,£1.48 per 100g,
"Eat Natural Raw Fruit & Cereal Nut Bar Hazelnut, Dates & Peanut ",Eat Natural Raw Fruit & Cereal Nut Ba…45g,£1,£2.22 per 100g,
"Eat Natural Raw Fruit & Nut Bar Almond,Cranberries & Pomegranate",Eat Natural Raw Fruit & Nut…3 x 45g,£2,£1.48 per 100g,"Offer price £2, was £2.50"
"Eat Natural Raw Fruit & Nut Cereal Bar Almond, Cranberries & Pomegranate",Eat Natural Raw Fruit & Nut Cer…45g,£1,£2.22 per 100g,
"Eat Natural Raw Protein Packed Peanut, Almond & Cocoa",Eat Natural Raw Protein Packe…3 x 45g,£2,£1.48 per 100g,"Offer price £2, was £2.50"
"Eat Natural Raw Protein Packed Peanut, Almond & Cocoa Cereal Bar",Eat Natural Raw Protein Packed Peanut…45g,£1,£2.22 per 100g,
Eazy Fried Onions,Eazy Fried Onions390g,£1.05,£2.69 per kg,
Eezy Freezzy Squeezee 10 Pack,Eezy Freezzy Squeezee 10 Pack500ml,£2,£4.00 per litre,
Elephant Atta Medium Chapatti Flour  ,Elephant Atta Medium Chapatti Flour  10kg,£6.50,65p per kg,"Offer price £6.50, was £9.99"
Encona Original Hot Pepper Sauce,Encona Original Hot Pepper Sauce220ml,£1.69,76.8p per 100ml,
Encona Thai Sweet Chilli Sauce Med,Encona Thai Sweet Chilli Sauce Med220ml,£1.69,76.8p per 100ml,
Extra Ice Peppermint Chewing Gum Sugar Free Bottle,Extra Ice Peppermint Chewin…46 per pack,£2.40,5.2p each,
Extra Ice Peppermint Chewing Gum Sugar Free Multipack,Extra Ice Peppermint Chewing…6 x 10 per pack,£3,5p each,
Extra Peppermint Chewing Gum Sugar Free Bottle 60 Pieces,Extra Peppermint Chewing Gum Su…84g,£2.85,£3.39 per 100g,
Extra Peppermint Chewing Gum Sugar Free Multipack,Extra Peppermint Chewing Gu…6 x 10 per pack,£3,5p each,
Extra Refreshers Bubblemint Sugar Free Chewing Gum Bottle 30 Pieces,Extra Refreshers Bubblemint…67g,£2.85,£4.25 per 100g,
Extra Refreshers Bubblemint Sugar Free Chewing Gum Handy Box 7 Pieces,Extra Refreshers Bubblemint S…15.7g,75p,£4.78 per 100g,
Extra Refreshers Peppermint Sugar Free Chewing Gum Handy Box 7 Pieces,Extra Refreshers Peppermint S…15.7g,75p,£4.78 per 100g,
Extra Refreshers Spearmint Sugar Free Chewing Gum Handy Box 7 Pieces,Extra Refreshers Spearmint Su…15.7g,75p,£4.78 per 100g,
Extra Spearmint Chewing Gum Sugar Free Bottle 60 Pieces,Extra Spearmint Chewing Gum Sug…60 per pack,£2.85,4.8p each,
Extra Spearmint Chewing Gum Sugar Free Multipack,Extra Spearmint Chewing Gum Sugar Free Multipack6 x 10 per pack,£3,5p each,
Extra Strawberry Flavour Sugarfree Chewing Gum Bottle 60 Pieces,Extra Strawberry Flavour Sugarfree Ch…84g,£2.85,£3.39 per 100g,
Extra White Bubblemint Chewing Gum Sugar Free Multipack,Extra White Bubblemint Chewing…6 x 10 per pack,£3,5p each,
Extra White Chewing Gum Sugar Free Bottle 46 Pieces,Extra White Chewing Gum Sugar…46 per pack,£2.59,5.6p each,
Farrow's Giant Marrowfat Peas,Farrow's Giant Marrowfat Peas180g,75p,£4.17 per kg,Buy 2 for £1.40
Fearne & Rosie Reduced Sugar Strawberry Superberry Jam,Fearne & Rosie Reduced Sugar St…300g,£2.80,93.3p per 100g,
Ferrero Collection Chocolate Pralines Gift Box 15 Pieces,Ferrero Collection Chocolate Pr…172g,£6,£3.49 per 100g,
Ferrero Collection Gift Box Of Chocolates ,Ferrero Collection Gift Box Of Chocolates 24 per pack,£10,41.7p each,
Ferrero Rocher Block Dark ,Ferrero Rocher Block Dark 90g,£2.20,£2.44 per 100g,
Ferrero Rocher Chocolate Pralines Gift Box 16 Pieces ,Ferrero Rocher Chocolate Pralines Gift Box 16 Pieces 200g,£6,£3.00 per 100g,
Ferrero Rocher Chocolate Pralines Gift Box 24 Pieces,Ferrero Rocher Chocolate Pralines Gift Box 24 Pieces300g,£9.50,£3.17 per 100g,
Ferrero Rocher Golden Easter Egg,Ferrero Rocher Golden Easter Egg250g,£12.50,£5.00 per 100g,
Ferrero Rocher Hollow Bunny,Ferrero Rocher Hollow Bunny100g,£3.25,£3.25 per 100g,Buy 2 for £5.50
Ferrero Rocher Milk Chocolate & Hazelnut Bar,Ferrero Rocher Milk Chocolate & Hazelnut Bar90g,£2.20,£2.44 per 100g,
Ferrero Rocher White Chocolate & Hazelnut Bar,Ferrero Rocher White Chocolate & Hazelnut Bar90g,£2.20,£2.44 per 100g,
Fibre One 4 Triple Choc Cake Bars ,Fibre One 4 Triple Choc Cake Bars 4 x 25g,£2.90,£2.90 per 100g,
Fibre One 5 Birthday Cake Squares ,Fibre One 5 Birthday Cake Squares 120g,£2.90,£2.42 per 100g,
Fibre One 90 Calorie Chocolate Fudge Brownie Bars,Fibre One 90 Calorie Chocol…5 x 24g,£2.90,£2.42 per 100g,
Fibre One 90 Calorie Lemon Drizzle Bars,Fibre One 90 Calorie Lemon Drizzle Bars5 x 24g,£2.90,£2.42 per 100g,
Fibre One 90 Calorie Red Velvet High Fibre Cake Bars ,Fibre One 90 Calorie Red Velv…4 x 25g,£2.90,£2.90 per 100g,
Fibre One 90 Calorie Salted Caramel Bars,Fibre One 90 Calorie Salted Caramel Bars5 x 24g,£2.90,£2.42 per 100g,
Fibre One Choc Indulgence Doughnuts,Fibre One Choc Indulgence Doughnuts4 x 23g,£1.50,£1.63 per 100g,"Offer price £1.50, was £2.50"
Fibre One Milk Chocolate Popcorn & Pretzel Cereal Bars,Fibre One Milk Chocolate Popcor…4 x 21g,£1.25,£1.49 per 100g,"Offer price £1.25, was £2"
Fibre One Popcorn Peanut Cereal Bars,Fibre One Popcorn Peanut Cereal Bars4 x 21g,£1.25,£1.49 per 100g,"Offer price £1.25, was £2"
Fibre One Strawberries & White Choc Mini Doughnuts,Fibre One Strawberries & Wh…4 x 23g,£1.50,£1.63 per 100g,"Offer price £1.50, was £2.50"
Fibre One Strawberry Cheesecake Cake Bar,Fibre One Strawberry Cheesecake Cake Bar4 x 25g,£2.90,£2.90 per 100g,
Filippo Berio 100% Italian Extra Virgin Olive Oil,Filippo Berio 100% Italian Extra Virgin Olive Oil750ml,£9,£1.20 per 100ml,"Offer price £9, was £9.49"
Filippo Berio Balsamic Vinegar,Filippo Berio Balsamic Vinegar250ml,£3.25,£1.30 per 100ml,
Filippo Berio Chilli Flavoured Olive Oil ,Filippo Berio Chilli Flavoured Olive Oil 250ml,£5.99,£2.40 per 100ml,
Filippo Berio Extra Virgin Olive Oil,Filippo Berio Extra Virgin Olive Oil500ml,£4.50,90p per 100ml,
Filippo Berio Extra Virgin Olive Oil,Filippo Berio Extra Virgin Olive Oil750ml,£8.79,£1.17 per 100ml,
Filippo Berio Extra Virgin Olive Oil,Filippo Berio Extra Virgin Olive Oil250ml,£3.29,£1.32 per 100ml,
Filippo Berio Extra Virgin Olive Oil,Filippo Berio Extra Virgin Olive Oil1L,£9.99,99.9p per 100ml,
Filippo Berio Extra Virgin Olive Oil,Filippo Berio Extra Virgin Olive Oil1.5L,£13,86.7p per 100ml,"Offer price £13, was £13.99"
Filippo Berio Garlic Olive Oil ,Filippo Berio Garlic Olive Oil 250ml,£5.99,£2.40 per 100ml,
Filippo Berio Gran Cru Balsamic Vinegar Of Modena ,Filippo Berio Gran Cru Bals…250ml,£10,£40.00 per litre,
Filippo Berio Il Rustico Unfiltered Extra Virgin Olive Oil,Filippo Berio Il Rustico Unfilter…1L,£10,£1.00 per 100ml,"Offer price £10, was £11.99"
Filippo Berio Mild & Light In Colour,Filippo Berio Mild & Light In Colour250ml,£3.29,£1.32 per 100ml,
Filippo Berio Mild & Light Olive Oil,Filippo Berio Mild & Light Olive Oil500ml,£4.50,90p per 100ml,
Filippo Berio Mild & Light Olive Oil,Filippo Berio Mild & Light Olive Oil750ml,£8.79,£1.17 per 100ml,
Filippo Berio Olive Oil,Filippo Berio Olive Oil500ml,£4.50,90p per 100ml,
Filippo Berio Olive Oil,Filippo Berio Olive Oil750ml,£8.79,£1.17 per 100ml,
Filippo Berio Olive Oil,Filippo Berio Olive Oil250ml,£3.29,£1.32 per 100ml,
Filippo Berio Olive Oil Classic ,Filippo Berio Olive Oil Classic 1L,£9.99,99.9p per 100ml,
Filippo Berio Olive Oil Mild & Light In Colour,Filippo Berio Olive Oil Mild & Light In Colour1L,£9.99,99.9p per 100ml,
Filippo Berio Organic Extra Virgin Oil,Filippo Berio Organic Extra Virgin Oil500ml,£6.99,£1.40 per 100ml,
Filippo Berio Special Selection Extra Virgin Olive Oil,Filippo Berio Special Selection…500ml,£7.49,£1.50 per 100ml,
Filippo Berio Truffle Flavour Olive Oil,Filippo Berio Truffle Flavour Olive Oil250ml,£7.99,£3.20 per 100ml,
Flahavan's Irish Quick Oats,Flahavan's Irish Quick Oats500g,£1.80,36p per 100g,
Flahavans Organic Irish Porridge,Flahavans Organic Irish Porridge500g,£1.25,25p per 100g,
Flava-It Barbecue Marinade,Flava-It Barbecue Marinade35g,£1.10,£3.14 per 100g,
Flava-It Chinese Marinade,Flava-It Chinese Marinade35g,£1.10,£3.14 per 100g,
Flava-It Piri Piri Marinade,Flava-It Piri Piri Marinade35g,£1.10,£3.14 per 100g,
Flipz Pretzels Milk Chocolate Snacks,Flipz Pretzels Milk Chocolate Snacks90g,£1.35,£1.50 per 100g,
Flora Pure Sunflower Oil with Vitamin E,Flora Pure Sunflower Oil with Vitamin E2L,£7.55,37.8p per 100ml,
Flora Pure Sunflower Oil with Vitamin E,Flora Pure Sunflower Oil with Vitamin E1L,£3.70,37p per 100ml,"Offer price £3.70, was £4.49"
Fox's Brandy Snaps Biscuits,Fox's Brandy Snaps Biscuits100g,£1.39,£1.39 per 100g,
Fox's Chocolate Orange Crunch Creams,Fox's Chocolate Orange Crunch Creams200g,£1,50p per 100g,
Fox's Chocolatey Milk Chocolate Biscuit Rounds,Fox's Chocolatey Milk Chocolate Biscuit Rounds130g,£1.25,96.3p per 100g,"Offer price £1.25, was £2"
Fox's Fabulous Half Coated Milk Chocolate Cookie Biscuits,Fox's Fabulous Half Coated Milk C…175g,£2,£1.14 per 100g,
Fox's Fabulous Milk Chocolate Cookie Biscuits,Fox's Fabulous Milk Chocolate Cookie Biscuits180g,£2,£1.11 per 100g,
Fox's Fabulous Triple Chocolate Cookie Biscuits,Fox's Fabulous Triple Chocolate Cookie Biscuits180g,£2,£1.11 per 100g,
Fox's Golden Crunch Creams ,Fox's Golden Crunch Creams 200g,£1.25,62.5p per 100g,
Fox's Jam 'n' Cream Rings,Fox's Jam 'n' Cream Rings150g,60p,40p per 100g,"Offer price 60p, was 75p"
Fox's Party Ring Biscuits,Fox's Party Ring Biscuits125g,75p,60p per 100g,
Fox's Party Ring Biscuits 6 Mini Bags,Fox's Party Ring Biscuits 6 Mini Bags126g,£1.19,94.4p per 100g,
Fox's Rocky Caramel Chocolate Biscuit Bars 8 Pack,Fox's Rocky Caramel Chocola…169g,£1,59.2p per 100g,"Offer price £1, was £1.25"
Fox's Rocky Chocolate Biscuit Bars 8 Pack,Fox's Rocky Chocolate Biscuit Bars 8 Pack168g,£1,59.5p per 100g,"Offer price £1, was £1.20"
Fox's Sugar Free L/Boost,Fox's Sugar Free L/Boost45g,£1,£2.22 per 100g,
Fox's Sugar Free Wakey Mini,Fox's Sugar Free Wakey Mini45g,£1,£2.22 per 100g,
Fox's Viennese Milk Chocolate Biscuit Sandwich,Fox's Viennese Milk Choco…120g,£2,£1.67 per 100g,
Fragata Olives Stuffed With Garlic (350g),Fragata Olives Stuffed With Garlic (350g)150g,£1.70,£1.14 per 100g,"Offer price £1.70, was £1.99"
Fragata Selection Olives Stuffed With Anchovy (350g),Fragata Selection Olives Stuf…150g,£1.70,£1.14 per 100g,"Offer price £1.70, was £1.99"
"Fragata Stone In Beldi Dry, Salted, Greek Style Olives ","Fragata Stone In Beldi Dry, Sal…250g",£1.99,79.6p per 100g,
Fragata Stoneless Manzanilla Olives Filled With Chorizo (350g),Fragata Stoneless Manzanilla Olives…150g,£1.70,£1.14 per 100g,"Offer price £1.70, was £1.99"
Fragata Stoneless Manzanilla Olives Filled With Jalapeno,Fragata Stoneless Manzanilla Ol…350g,£1.70,48.6p per 100g,"Offer price £1.70, was £1.99"
Fragata Stoneless Manzanilla Olives Filled With Lemon,Fragata Stoneless Manzanilla…350g,£1.70,48.6p per 100g,"Offer price £1.70, was £1.99"
Fragata Stoneless Manzanilla Olives Filled With Piquillo Pepper (350g),Fragata Stoneless Manzanilla…150g,£1.70,£1.14 per 100g,"Offer price £1.70, was £1.99"
Frank Cooper's Fine Cut Oxford Marmalade,Frank Cooper's Fine Cut Oxford Marmalade454g,£2.49,54.8p per 100g,
Frank Cooper's Original Oxford Marmalade,Frank Cooper's Original Oxford Marmalade454g,£2.49,54.8p per 100g,
Franks Redhot Buffalo Wings Sauce,Franks Redhot Buffalo Wings Sauce148ml,£1.79,£1.21 per 100ml,
Frank's Red Hot Grilled Habanero Hot Sauce ,Frank's Red Hot Grilled Habanero Hot Sauce 148ml,£1.99,£1.34 per 100ml,
Franks Red Hot Original Cayenne Pepper Sauce,Franks Red Hot Original Cayenne Pepper Sauce148ml,£1.79,£1.21 per 100ml,
Frank'S Red Hot Roasted Jalapeno Hot Sauce ,Frank'S Red Hot Roasted Jalapeno Hot Sauce 148ml,£1.99,£1.34 per 100ml,
Frank's Red Hot Smoked Chipotle Hot Sauce ,Frank's Red Hot Smoked Chipotle Hot Sauce 148ml,£1.99,£1.34 per 100ml,
Fray Bentos All Day Breakfast Pie,Fray Bentos All Day Breakfast Pie425g,£3.25,76.5p per 100g,Buy 2 for £5
Fray Bentos Cheese & Onion Pie,Fray Bentos Cheese & Onion Pie425g,£3.25,76.5p per 100g,Buy 2 for £5
Fray Bentos Chicken Curry Pie,Fray Bentos Chicken Curry Pie425g,£3.25,76.5p per 100g,Buy 2 for £5
Fray Bentos Just Chicken Pie,Fray Bentos Just Chicken Pie425g,£3.25,76.5p per 100g,Buy 2 for £5
Fray Bentos Just Steak Pudding,Fray Bentos Just Steak Pudding200g,£2.75,£1.38 per 100g,
Fray Bentos Meatballs In Gravy,Fray Bentos Meatballs In Gravy380g,£1.20,31.6p per 100g,
Fray Bentos Meatballs In Tomato Sauce,Fray Bentos Meatballs In Tomato Sauce380g,£1.20,31.6p per 100g,
Fray Bentos Minced Beef Pie,Fray Bentos Minced Beef Pie425g,£3.25,76.5p per 100g,Buy 2 for £5
Fray Bentos Steak & Gravy Pie,Fray Bentos Steak & Gravy Pie425g,£3.25,76.5p per 100g,Buy 2 for £5
Fray Bentos Steak & Kidney Pie,Fray Bentos Steak & Kidney Pie425g,£3.25,76.5p per 100g,Buy 2 for £5
Fray Bentos Steak & Kidney Pudding,Fray Bentos Steak & Kidney Pudding200g,£2.75,£1.38 per 100g,
Fray Bentos Steak & Kidney Pudding,Fray Bentos Steak & Kidney Pudding400g,£3.25,81.3p per 100g,
Frenchs American Classic Mustard,Frenchs American Classic Mustard397g,£2.85,71.8p per 100g,
French's Classic Yellow Mustard,French's Classic Yellow Mustard226g,£2.15,95.1p per 100g,
Fruit-Tella Berries & Cherries,Fruit-Tella Berries & Cherries170g,£1.50,88.2p per 100g,
Fruit Bowl Black Currant Peelers,Fruit Bowl Black Currant Peelers5 x 16g,£2.49,£3.11 per 100g,
Fruit Bowl Raspberry Peelers ,Fruit Bowl Raspberry Peelers 5 x 16g,£2.49,£3.11 per 100g,
Fruit Bowl Raspberry Yogurt Flakes,Fruit Bowl Raspberry Yogurt Flakes5 x 21g,£2.25,£2.14 per 100g,
Fruit Bowl Strawberry Peelers,Fruit Bowl Strawberry Peelers5 x 16g,£2.49,£3.11 per 100g,
Fruit Bowl Strawberry Yogurt Flakes,Fruit Bowl Strawberry Yogurt Flakes5 x 21g,£2.25,£2.14 per 100g,
Fruit Bowl Yogurt Raisins,Fruit Bowl Yogurt Raisins5 x 25g,£2.25,£1.80 per 100g,
Fruit Factory Fruit Stars      ,Fruit Factory Fruit Stars      5 x 20g,£1.75,£1.75 per 100g,
Fruittella Duo Stix Sweets Bag,Fruittella Duo Stix Sweets Bag160g,£1.50,93.8p per 100g,
Fruittella Favourites Chewy Sweets Multipack,Fruittella Favourites Chewy Sweets Multipack164g,£1.45,88.4p per 100g,
Fruittella Juicy Chews Sharing Sweets Bag,Fruittella Juicy Chews Sharing Sweets Bag170g,£1.50,88.2p per 100g,
Fruittella Mini Chewy Fruit Sweets,Fruittella Mini Chewy Fruit Sweets140g,£1,71.4p per 100g,
Fruittella Sugarfree Fruit Jellies Coins ,Fruittella Sugarfree Fruit Jellies Coins 90g,£1.15,£1.28 per 100g,
Fruittella Sugarfree Fruit Jellies Duos,Fruittella Sugarfree Fruit Jellies Duos90g,£1.15,£1.28 per 100g,
Fruittella Under The Sea,Fruittella Under The Sea110g,£1.15,£1.05 per 100g,
Frylight Butter Flavour 1 Cal Cooking Spray,Frylight Butter Flavour 1 Cal Cooking Spray190ml,£2.75,£1.45 per 100ml,
Frylight Coconut Oil 1 Cal Cooking Spray,Frylight Coconut Oil 1 Cal Cooking Spray190ml,£2.75,£1.45 per 100ml,
Frylight Extra Virgin Olive Oil 1 Cal Cooking Spray,Frylight Extra Virgin Olive Oil 1 Cal Cooking Spray190ml,£2.75,£1.45 per 100ml,
Frylight Garlic Oil 1 Cal Cooking Spray,Frylight Garlic Oil 1 Cal Cooking Spray190ml,£2.75,£1.45 per 100ml,
Frylight Rapeseed Oil 1 Cal Cooking Spray,Frylight Rapeseed Oil 1 Cal Cooking Spray190ml,£2.75,£1.45 per 100ml,
Frylight Sunflower Oil 1 Cal Cooking Spray,Frylight Sunflower Oil 1 Cal Cooking Spray190ml,£2.75,£1.45 per 100ml,
Fry's Chocolate Cream Multipack 3 Pack,Fry's Chocolate Cream Multipack 3 Pack147g,£1,68p per 100g,
Fry's Orange Cream Multipack 3 Pack,Fry's Orange Cream Multipack 3 Pack147g,£1,68p per 100g,
Fry's Peppermint Cream Multipack 3 Pack,Fry's Peppermint Cream Multipack 3 Pack147g,£1,68p per 100g,
Fry's Turkish Delight Chocolate Multipack 3 Pack,Fry's Turkish Delight Choco…153g,£1,65.4p per 100g,
Fudco Roasted & Salted Cashew Nuts,Fudco Roasted & Salted Cashew Nuts200g,£2.90,£1.45 per 100g,
Fuel 10K Chunky Granola Chocolate Loaded,Fuel 10K Chunky Granola Chocolate Loaded400g,£3.25,81.3p per 100g,
Fuel10K Granola Chunky Chocolate,Fuel10K Granola Chunky Chocolate70g,£1.29,£1.84 per 100g,
Fuel10K Granola Fruit & Nut,Fuel10K Granola Fruit & Nut400g,£3,75p per 100g,
Fuel10K Granola Mocha,Fuel10K Granola Mocha400g,£3,75p per 100g,
Fuel 10K High Protein Boosted Porridge Chocolate,Fuel 10K High Protein Boost…70g,£1.29,£1.84 per 100g,
Fulfil Chocolate Brownie Vitamin & Protein Bar ,Fulfil Chocolate Brownie Vitamin & Protein Bar 55g,£2.70,£4.91 per 100g,
Fulfil Chocolate Hazelnut Whip Vitamin & Protein Cereal Bar,Fulfil Chocolate Hazelnut Whip Vi…55g,£2.70,£4.91 per 100g,
Fulfil Chocolate Salted Caramel Vitamin & Protein Bar,Fulfil Chocolate Salted Caram…55g,£2.70,£4.91 per 100g,
Full Green Cauli Rice Original,Full Green Cauli Rice Original200g,£2,£10.00 per kg,
Fullgreen Vegi Rice Sweet Potato,Fullgreen Vegi Rice Sweet Potato200g,£2,£10.00 per kg,
Galaxy Caramel Trufle Egg ,Galaxy Caramel Trufle Egg 297g,£10,£3.37 per 100g,
Galaxy Cookie Crumble & Milk Chocolate Block Bar Vegetarian,Galaxy Cookie Crumble & Milk Choc…114g,£1.50,£1.32 per 100g,
Galaxy Counters Milk Chocolate Buttons Pouch Bag ,Galaxy Counters Milk Chocol…122g,£1.50,£1.23 per 100g,
Galaxy Fusions Luxury 70% Cocoa Dark Chocolate Block Bar ,Galaxy Fusions Luxury 70% Cocoa D…100g,£2,£2.00 per 100g,
Galaxy Hot Chocolate Dolce Gusto Compatible 8 Pods,Galaxy Hot Chocolate Dolce…136g,£4,£2.94 per 100g,
Galaxy Instant Hot Chocolate,Galaxy Instant Hot Chocolate370g,£3.49,94.3p per 100g,
Galaxy Milk Chocolate & Caramel Easter Mini Eggs Bag ,Galaxy Milk Chocolate & Caram…80g,£1.25,£1.56 per 100g,
Galaxy Milk Chocolate Bar Indulgence Extra Large Easter Egg,Galaxy Milk Chocolate Bar Indulge…310g,£5,£1.61 per 100g,
Galaxy Milk Chocolate Enchanted Eggs Large Easter Egg ,Galaxy Milk Chocolate Enchanted…206g,£3.25,£1.58 per 100g,
Galaxy Minstrels Milk Chocolate Buttons Bag Multipack ,Galaxy Minstrels Milk Chocolate…3 x 42g,£1.65,£1.31 per 100g,"Offer price £1.65, was £1.95"
Galaxy Minstrels Milk Chocolate Buttons Pouch Bag,Galaxy Minstrels Milk Choco…125g,£1.50,£1.20 per 100g,
Galaxy Minstrels Milk Chocolate Buttons Sharing Pouch Bag,Galaxy Minstrels Milk Chocolate B…240g,£2.50,£1.04 per 100g,
Galaxy Minstrels Milk Chocolate Large Easter Egg ,Galaxy Minstrels Milk Choco…234g,£3.25,£1.39 per 100g,
Galaxy Orange Milk Chocolate Block Bar Vegetarian ,Galaxy Orange Milk Chocolat…110g,£1.50,£1.36 per 100g,
Galaxy Ripple Chocolate Bars Multipack 4 x 33g,Galaxy Ripple Chocolate Bars Multipack 4 x 33g132g,£1.65,£1.25 per 100g,"Offer price £1.65, was £1.95"
Galaxy Salted Caramel & Milk Chocolate Block Bar Vegetarian,Galaxy Salted Caramel & Milk Choc…135g,£1.50,£1.11 per 100g,
Galaxy Smooth Caramel & Milk Chocolate Block Bar Vegetarian,Galaxy Smooth Caramel & Milk Choc…135g,£1.50,£1.11 per 100g,
Galaxy Smooth Milk Chocolate Block Bar Vegetarian,Galaxy Smooth Milk Chocolat…110g,£1.50,£1.36 per 100g,
Galaxy Smooth Milk Chocolate Block Sharing Bar Vegetarian ,Galaxy Smooth Milk Chocolate Bloc…200g,£2,£1.00 per 100g,
Galaxy Smooth Milk Chocolate Snack Bars Multipack Vegetarian,Galaxy Smooth Milk Chocolate Snack…4 x 42g,£1.65,98.2p per 100g,"Offer price £1.65, was £1.95"
Galaxy Triple Treat Fruit & Nut Milk Chocolate Snack Bars Multipack,Galaxy Triple Treat Fruit & Nut Milk Ch…4 x 32g,£1.75,£1.37 per 100g,
"Galaxy Triple Treat Fruit, Nut & Chocolate Snack Bar","Galaxy Triple Treat Fruit, Nu…40g",65p,£1.63 per 100g,
Garner's Pickled Eggs ,Garner's Pickled Eggs 440g,£3.89,88.4p per 100g,
Geeta's Lime & Chilli Chutney Hot,Geeta's Lime & Chilli Chutney Hot230g,£1.50,65.2p per 100g,"Offer price £1.50, was £1.89"
