name,Price Per Unit,Price Per Measure,Promotion
John West On The Go Harissa Super Tuna Salad ,John West On The Go Harissa Super Tuna Salad 220g,£3.25,£1.48 per 100g,
John West On The Go Honey & Ginger Super Tuna Salad ,John West On The Go Honey & G…220g,£3.25,£1.48 per 100g,
John West On The Go Indian Super Tuna Salad,John West On The Go Indian Super Tuna Salad220g,£3.25,£1.48 per 100g,
John West On The Go Mediterranean Tuna Couscous Pot,John West On The Go Mediterra…220g,£1.99,90.5p per 100g,
John West On The Go Moroccan Tuna Bulgar Wheat Salad,John West On The Go Moroccan…220g,£3.25,£1.48 per 100g,
John West On The Go Tuna Indian Rice Pot Biryani Curry,John West On The Go Tuna Indian…120g,£1.99,£1.66 per 100g,
John West On The Go Tuna Italian Pasta Tomato & Herb,John West On The Go Tuna Ital…120g,£1.99,£1.66 per 100g,
John West On The Go Tuna Thai Noodle Pot Green Curry,John West On The Go Tuna Thai…120g,£1.99,£1.66 per 100g,
John West Tuna Light Lunch French Style,John West Tuna Light Lunch French Style220g,£2,91.1p per 100g,"Offer price £2, was £3.25"
John West Tuna Light Lunch Mediterranean,John West Tuna Light Lunch Mediterranean220g,£2,91.1p per 100g,"Offer price £2, was £3.25"
Jord Organic Oat Vanilla Drink,Jord Organic Oat Vanilla Drink1L,£1.89,18.9p per 100ml,
Juiceburst Apple ,Juiceburst Apple 500ml,£1.65,33p per 100ml,Buy 2 for £2.50
Juiceburst Orange ,Juiceburst Orange 500ml,£1.65,33p per 100ml,Buy 2 for £2.50
Jus-Rol 6 Cinnamon Swirls Dough x6,Jus-Rol 6 Cinnamon Swirls Dough x6270g,£2.29,£8.48 per kg,Buy 2 for £3.50
Jus-Rol Gluten Free Puff Pastry Ready Rolled Sheet,Jus-Rol Gluten Free Puff Pastry Ready Rolled Sheet280g,£2.25,£8.04 per kg,
Jus-Rol Puff Pastry Block,Jus-Rol Puff Pastry Block500g,£1.59,£3.18 per kg,
Jus Rol Croissants Dough x6,Jus Rol Croissants Dough x6350g,£2.29,£6.54 per kg,Buy 2 for £3.50
Jus Rol Puff Pastry Ready Rolled Sheet,Jus Rol Puff Pastry Ready Rolled Sheet320g,£1.25,£3.91 per kg,"Offer price £1.25, was £1.75"
Jus Rol Shortcrust Pastry Block,Jus Rol Shortcrust Pastry Block500g,£1.59,£3.18 per kg,
Jus Rol Shortcrust Pastry Ready Rolled Sheet,Jus Rol Shortcrust Pastry Ready Rolled Sheet320g,£1.25,£3.91 per kg,"Offer price £1.25, was £1.75"
Just Add Slow Cook Classic Ale Sauce,Just Add Slow Cook Classic Ale Sauce360g,£1.99,55.3p per 100g,Just Add - Buy Meat & Slow Cooker Sauce for £6
Just Add Slow Cook Italian Ragu Sauce,Just Add Slow Cook Italian Ragu Sauce360g,£1.99,55.3p per 100g,Just Add - Buy Meat & Slow Cooker Sauce for £6
Kerrygold Irish Butter,Kerrygold Irish Butter250g,£2.39,£9.56 per kg,
Kerrymaid Garlic Spreadable Butter,Kerrymaid Garlic Spreadable Butter4 x 20g,99p,£12.38 per kg,
Koko Dairy Free Greek Style Yogurt,Koko Dairy Free Greek Style Yogurt450g,£2,44.4p per 100g,
Koko Fresh Original Plus Calcium Milk Alternative,Koko Fresh Original Plus Calcium Milk Alternative1L,£1.45,£1.45 per litre,"Offer price £1.45, was £1.85"
Koko Long Life Dairy Free Unsweetened ,Koko Long Life Dairy Free Unsweetened 1L,£1.79,£1.79 per litre,
Koko Long Life Original Plus Calcium Milk Alternative,Koko Long Life Original Plus…1L,£1.79,£1.79 per litre,
Krakus Krakowska,Krakus Krakowska320g,£4.30,£1.34 per 100g,"Offer price £4.30, was £5"
Krakus Zywiecka Polish Cooked And Dried Pork Sausage,Krakus Zywiecka Polish Cooked…286g,£3,£1.05 per 100g,
Lactofree Fresh Semi Skimmed,Lactofree Fresh Semi Skimmed1L,£1.50,£1.50 per litre,"Offer price £1.50, was £1.99"
Lactofree Fresh Skimmed Milk,Lactofree Fresh Skimmed Milk1L,£1.50,£1.50 per litre,"Offer price £1.50, was £1.99"
Lactofree Fresh Whole,Lactofree Fresh Whole1L,£1.50,£1.50 per litre,"Offer price £1.50, was £1.99"
Lactofree Long Life Semi Skimmed Milk,Lactofree Long Life Semi Skimmed Milk1L,£1.90,£1.90 per litre,
Lactofree Mature Cheddar,Lactofree Mature Cheddar200g,£2.49,£12.45 per kg,
Lactofree        Spreadable       ,Lactofree        Spreadable       250g,£2.25,£9.00 per kg,
La Famiglia Rana Aubergine Parmigiana Tortelloni ,La Famiglia Rana Aubergine…250g,£2,£8.00 per kg,"Offer price £2, was £2.99"
La Famiglia Rana Beef Lasagne Serves 2 Kit ,La Famiglia Rana Beef Lasagne Serves 2 Kit 700g,£6.99,99.9p per 100g,
La Famiglia Rana Bolognese Tortelloni,La Famiglia Rana Bolognese Tortelloni250g,£2,80p per 100g,
La Famiglia Rana Chicken & Pancetta Tortelloni ,La Famiglia Rana Chicken & Pancetta Tortelloni 250g,£2,£8.00 per kg,"Offer price £2, was £2.99"
La Famiglia Rana Classic Italian Recipe Kit Tagliatelle Bolognese ,La Famiglia Rana Classic Italian Recipe…408g,£3.99,£9.78 per kg,
La Famiglia Rana Classic Italian Recipe Kit Tagliatelle Carbonara ,La Famiglia Rana Classic Italian Recipe…408g,£3.99,£9.78 per kg,
La Famiglia Rana Mushroom & Mascarpone Tortelloni ,La Famiglia Rana Mushroom &…250g,£2,£8.00 per kg,"Offer price £2, was £2.99"
La Famiglia Rana Mushroom Linguine ,La Famiglia Rana Mushroom Linguine 407g,£3.99,98p per 100g,
La Famiglia Rana Mushroom Risotto Kit,La Famiglia Rana Mushroom Risotto Kit,£3.99,,
La Famiglia Rana Prosciutto & Mozzarella Tortelloni ,La Famiglia Rana Prosciutto &…250g,£2,£8.00 per kg,"Offer price £2, was £2.99"
La Famiglia Rana Spinach & Ricotta Tortelloni ,La Famiglia Rana Spinach & Ricotta Tortelloni 250g,£2,£8.00 per kg,"Offer price £2, was £2.99"
Lake District 8 Mature Cheddar Slices,Lake District 8 Mature Cheddar Slices160g,£2.25,£14.06 per kg,
Lake District Extra Mature Cheddar,Lake District Extra Mature Cheddar830g,£5,£6.02 per kg,
Lake District Extra Mature Cheese,Lake District Extra Mature Cheese350g,£3.75,£10.71 per kg,
Lake District Mature Cheddar,Lake District Mature Cheddar830g,£5,£6.02 per kg,
Lake District Mature Cheese,Lake District Mature Cheese350g,£3.75,£10.71 per kg,
Lancashire Farm Fat Free Natural Yogurt,Lancashire Farm Fat Free Natural Yogurt1kg,£2.15,21.5p per 100g,
Lancashire Farm Greek Style Natural Yogurt ,Lancashire Farm Greek Style Natural Yogurt 1kg,£2.50,25p per 100g,"Offer price £2.50, was £2.75"
Lancashire Farm Natural Bio Yogurt,Lancashire Farm Natural Bio Yogurt1kg,£2.15,21.5p per 100g,
Landana Extra Mature Gouda ,Landana Extra Mature Gouda 180g,£3.75,£2.08 per 100g,
Leerdammer Light Cheese 8 Slices,Leerdammer Light Cheese 8 Slices160g,£2.35,£14.69 per kg,
Leerdammer Original Cheese 8 Slices,Leerdammer Original Cheese 8 Slices160g,£2.35,£14.69 per kg,
Light & Free Blueberry Yogurt,Light & Free Blueberry Yogurt4 x 115g,£1.75,38p per 100g,
Light & Free Cherry Yogurt,Light & Free Cherry Yogurt4 x 115g,£1.75,38p per 100g,
Light & Free Greek Style Millionaire Shortbread Flavour Yogurt,Light & Free Greek Style Millionair…4 x 115g,£2.29,49.8p per 100g,
Light & Free Greek Style Yogurt White Chocolate Flavour,Light & Free Greek Style Yogurt…4 x 115g,£1.75,38p per 100g,
Light & Free Peach & Passion fruit Yogurt ,Light & Free Peach & Passion fruit Yogurt 4 x 115g,£1.75,38p per 100g,
Light & Free Strawberry Yogurt,Light & Free Strawberry Yogurt4 x 115g,£1.75,38p per 100g,
Lindahls Kvarg Coconut,Lindahls Kvarg Coconut150g,£1.25,83.3p per 100g,Buy 3 for £2.50
Lindahls Kvarg Peach And Passion Fruit,Lindahls Kvarg Peach And Passion Fruit150g,£1.25,83.3p per 100g,Buy 3 for £2.50
Lindahls Kvarg Raspberry,Lindahls Kvarg Raspberry150g,£1.25,83.3p per 100g,Buy 3 for £2.50
Lindahls Kvarg Vanilla,Lindahls Kvarg Vanilla150g,£1.25,83.3p per 100g,Buy 3 for £2.50
Lindahls Kvarg White Chocolate,Lindahls Kvarg White Chocolate150g,£1.25,83.3p per 100g,Buy 3 for £2.50
Lindahls Pro+ Banoffee Pie,Lindahls Pro+ Banoffee Pie150g,£1.25,83.3p per 100g,Buy 3 for £2.50
Lindahls Pro+ Kvarg Lemon Cheesecake ,Lindahls Pro+ Kvarg Lemon Cheesecake 150g,£1.25,83.3p per 100g,Buy 3 for £2.50
Lindahls Stracciatella,Lindahls Stracciatella150g,£1.25,83.3p per 100g,Buy 3 for £2.50
Linda McCartney's Vegetarian Cocktail Sausages,Linda McCartney's Vegetar…175g,£1.25,£7.14 per kg,
Linda Mccartney's Vegetarian Hoisin Duck Bites ,Linda Mccartney's Vegetar…160g,£1.99,£12.44 per kg,
Linda Mccartney's Vegetarian Mini Pulled Pork Rolls ,Linda Mccartney's Vegetarian…168g,£1.75,£10.42 per kg,
Linda Mccartney's Vegetarian Mini Sausage Rolls,Linda Mccartney's Vegetar…168g,£1.75,£10.42 per kg,
Linda Mccartney Vegetarian Katsu Chicken Bites,Linda Mccartney Vegetaria…160g,£1.99,£12.44 per kg,
Little Dish Chicken & Veg Pie Kids Meal,Little Dish Chicken & Veg Pie Kids Meal200g,£2.75,£13.75 per kg,
Little Dish Classic Fish Pie Kids Meal,Little Dish Classic Fish Pie Kids Meal200g,£2.75,£13.75 per kg,
Little Dish Cottage Pie Kids Meal,Little Dish Cottage Pie Kids Meal200g,£2.75,£13.75 per kg,
Little Dish Mild Chicken Korma Kids Meal,Little Dish Mild Chicken Korma Kids Meal200g,£2.75,£13.75 per kg,
Little Dish Mild Chicken Tikka Kids Meal,Little Dish Mild Chicken Tikka Kids Meal200g,£2.75,£13.75 per kg,
Little Dish Pasta Bolognese Kids Meal,Little Dish Pasta Bolognese Kids Meal200g,£2.75,£13.75 per kg,
Little Dish Spaghetti & Meatballs Kids Meal,Little Dish Spaghetti & Meatballs Kids Meal200g,£2.75,£13.75 per kg,
Longley Farm Banana Yogurt,Longley Farm Banana Yogurt150g,50p,33.3p per 100g,"Offer price 50p, was 65p"
Longley Farm Black Cherry Yogurt,Longley Farm Black Cherry Yogurt150g,65p,43.3p per 100g,
Longley Farm Blackcurrant Yogurt,Longley Farm Blackcurrant Yogurt150g,50p,33.3p per 100g,"Offer price 50p, was 65p"
Longley Farm Blueberry Yogurt,Longley Farm Blueberry Yogurt150g,50p,33.3p per 100g,"Offer price 50p, was 65p"
Longley Farm Caramel Yogurt,Longley Farm Caramel Yogurt150g,65p,43.3p per 100g,
Longley Farm Fat Free Natural Yogurt,Longley Farm Fat Free Natural Yogurt450g,£1.35,30p per 100g,
Longley Farm Gooseberry Yogurt ,Longley Farm Gooseberry Yogurt 150g,65p,43.3p per 100g,
Longley Farm Greek Style Yogurt Honey,Longley Farm Greek Style Yogurt Honey450g,£1.35,30p per 100g,
Longley Farm Hazelnut Yogurt,Longley Farm Hazelnut Yogurt150g,50p,33.3p per 100g,"Offer price 50p, was 65p"
Longley Farm Lemon Yogurt ,Longley Farm Lemon Yogurt 150g,65p,43.3p per 100g,
Longley Farm Mandarin Yogurt,Longley Farm Mandarin Yogurt150g,50p,33.3p per 100g,"Offer price 50p, was 65p"
Longley Farm Natural Cottage Cheese,Longley Farm Natural Cottage Cheese250g,£1.49,£5.96 per kg,
Longley Farm Natural Yogurt,Longley Farm Natural Yogurt150g,65p,43.3p per 100g,
Longley Farm Peach Melba Yogurt,Longley Farm Peach Melba Yogurt150g,65p,43.3p per 100g,
Longley Farm Pineapple Cottage Cheese,Longley Farm Pineapple Cottage Cheese250g,£1.49,£5.96 per kg,
Longley Farm Raspberry Yogurt,Longley Farm Raspberry Yogurt150g,50p,33.3p per 100g,"Offer price 50p, was 65p"
Longley Farm Rhubarb Yogurt,Longley Farm Rhubarb Yogurt150g,50p,33.3p per 100g,"Offer price 50p, was 65p"
Longley Farm Strawberry Yogurt,Longley Farm Strawberry Yogurt150g,50p,33.3p per 100g,"Offer price 50p, was 65p"
Longley Farm Vanilla Yogurt,Longley Farm Vanilla Yogurt150g,59p,39.3p per 100g,
Longley Farm Virtually Fat Free Cottage Cheese,Longley Farm Virtually Fat Free Cottage Cheese250g,£1.49,£5.96 per kg,
Longley Farm Virtually Fat Free Cottage Cheese Chives,Longley Farm Virtually Fat Fr…250g,£1.49,£5.96 per kg,
Lucozade Orange,Lucozade Orange,£1.70,,Buy 2 for £2.70
Lucozade Original,Lucozade Original,£1.70,,Buy 2 for £2.70
Lurpak Butter Lighter Salted ,Lurpak Butter Lighter Salted 250g,£2.40,£9.60 per kg,"Offer price £2.40, was £2.69"
Lurpak Butter Slightly Salted In A Reclosable Box ,Lurpak Butter Slightly Salt…225g,£2.40,£1.07 per 100g,"Offer price £2.40, was £2.69"
Lurpak Lighter Slightly Salted Spreadable,Lurpak Lighter Slightly Salted Spreadable500g,£4,£8.00 per kg,"Offer price £4, was £4.99"
Lurpak Lighter Slightly Salted Spreadable,Lurpak Lighter Slightly Salted Spreadable250g,£2.99,£11.96 per kg,
Lurpak Lighter Spreadable Blend Of Butter And Rapeseed Oil ,Lurpak Lighter Spreadable Blend O…750g,£7.49,£9.99 per kg,
Lurpak Slightly Salted Block Butter,Lurpak Slightly Salted Block Butter250g,£2.40,£9.60 per kg,"Offer price £2.40, was £2.69"
Lurpak Slightly Salted Spreadable,Lurpak Slightly Salted Spreadable250g,£2.99,£11.96 per kg,
Lurpak Slightly Salted Spreadable,Lurpak Slightly Salted Spreadable500g,£4,£8.00 per kg,"Offer price £4, was £4.99"
Lurpak Spread ,Lurpak Spread 750g,£7.49,£9.99 per kg,
Lurpak Spreadable Softest,Lurpak Spreadable Softest500g,£4,£8.00 per kg,"Offer price £4, was £4.99"
Lurpak Unsalted Block Butter,Lurpak Unsalted Block Butter250g,£2.40,£9.60 per kg,"Offer price £2.40, was £2.69"
Lurpak Unsalted Spreadable,Lurpak Unsalted Spreadable500g,£4,£8.00 per kg,"Offer price £4, was £4.99"
M 100%Fruit Apple/Mango 1L,M 100%Fruit Apple/Mango 1L1L,£1.69,16.9p per 100ml,
Maltesers Milk Drink,Maltesers Milk Drink400ml,£1.50,37.5p per 100ml,
Market Street Ardennes Pate ,Market Street Ardennes Pate 50g,75p,£1.50 per 100g,
Market Street Chocolate Cheesecake Wedges,Market Street Chocolate Cheesecake Wedges2 per pack,£2.59,£1.30 each,
Market Street Chocolate Eclairs ,Market Street Chocolate Eclairs 4 per pack,£1.89,47.3p each,
Market Street Deli Breaded Ham,Market Street Deli Breaded Ham125g,£2,£1.60 per 100g,
Market Street Deli British Topside Of Beef,Market Street Deli British Topside Of Beef80g,£2,£2.50 per 100g,
Market Street Deli Cheese & Onion Quiche ,Market Street Deli Cheese & Onion Quiche 200g,£2,£1.00 per 100g,
Market Street Deli Cooked Ham,Market Street Deli Cooked Ham125g,£2,£1.60 per 100g,
Market Street Deli Ham Hock Pea Quiche ,Market Street Deli Ham Hock Pea Quiche 200g,£2,£1.00 per 100g,
Market Street Deli Honey Roast Ham,Market Street Deli Honey Roast Ham125g,£2,£1.60 per 100g,
Market Street Deli Quiche Lorraine,Market Street Deli Quiche Lorraine,£2,,
Market Street Deli s Cheese & Onion Quiche ,Market Street Deli s Cheese & Onion Quiche 900g,£5,55.6p per 100g,
"Market Street Deli Sunblushed Tomato, Feta & Caramelised Onion Quiche ",Market Street Deli Sunblushed…200g,£2,£1.00 per 100g,
Market Street Deli Thickly Sliced Roast Pork,Market Street Deli Thickly Sliced Roast Pork125g,£2,£1.60 per 100g,
Market Street Deli Thickly Sliced Wiltshire Ham,Market Street Deli Thickly Sliced Wiltshire Ham125g,£2,£1.60 per 100g,
Market Street Deli Thickly Sliced Yorkshire Ham,Market Street Deli Thickly Sliced Yorkshire Ham125g,£2,£1.60 per 100g,
Market Street Egg Custard Tarts ,Market Street Egg Custard Tarts 2 per pack,95p,47.5p each,Buy 2 for £1.40
Market Street Large Chocolate Eclairs ,Market Street Large Chocolate Eclairs 2 per pack,£1.99,99.5p each,Buy 2 for £3.50
Market Street Lemon Cheesecake,Market Street Lemon Cheesecake500g,£3.59,71.8p per 100g,"Offer price £3.59, was £3.89"
Market Street Plain Tortilla,Market Street Plain Tortilla500g,£2.75,55p per 100g,
Market Street Raspberry Cheesecake Wedges,Market Street Raspberry Cheesecake Wedges2 per pack,£2.59,£1.30 each,
Market Street The Best Halkidiki Pimento Stuffed Olives With Iberico Cheese,Market Street The Best Halkidiki Pimento Stuf…130g,£2,£1.54 per 100g,
Market Street The Best Nocellara Olives,Market Street The Best Nocellara Olives130g,£2,£1.54 per 100g,
Market Street Tortilla With Chorizo,Market Street Tortilla With Chorizo450g,£2.75,61.1p per 100g,
Market Street Tortilla With Onion,Market Street Tortilla With Onion500g,£2.75,55p per 100g,
Market Street Vanilla Cheesecake,Market Street Vanilla Cheesecake500g,£3.59,71.8p per 100g,"Offer price £3.59, was £3.89"
Market Street Vanilla Cheesecake Wedges,Market Street Vanilla Cheesecake Wedges2 per pack,£2.59,£1.30 each,
Mars Milk No Added Sugar,Mars Milk No Added Sugar400ml,£1.50,£3.75 per litre,
Mash Direct Beer Battered Chips,Mash Direct Beer Battered Chips400g,£2.15,£5.38 per kg,
Mash Direct Beer Battered Onion Rings,Mash Direct Beer Battered Onion Rings200g,£2.15,£10.75 per kg,
Mash Direct Bubble & Squeak,Mash Direct Bubble & Squeak400g,£1.15,£2.88 per kg,"Offer price £1.15, was £1.65"
Mash Direct Carrot & Parsnip,Mash Direct Carrot & Parsnip400g,£1.15,£2.88 per kg,"Offer price £1.15, was £1.65"
Mash Direct Cheese and Onion Croquettes ,Mash Direct Cheese and Onion Croquettes 300g,£2.15,£7.17 per kg,
Mash Direct Chilly Baby Bakes,Mash Direct Chilly Baby Bakes370g,£2.15,£5.81 per kg,
Mash Direct Crispy Vegetable Bakes ,Mash Direct Crispy Vegetable Bakes 250g,£1.29,£5.16 per kg,"Offer price £1.29, was £1.79"
Mash Direct Curry Chips,Mash Direct Curry Chips400g,£2.15,£5.38 per kg,
Mash Direct Mashed Swede ,Mash Direct Mashed Swede 400g,£1.15,28.8p per 100g,"Offer price £1.15, was £1.65"
Mash Direct Red Cabbage & Beetroot,Mash Direct Red Cabbage & Beetroot350g,£1.65,£4.71 per kg,"Offer price £1.65, was £2.15"
Mash Direct Salt & Chilli Wedges ,Mash Direct Salt & Chilli Wedges 350g,£2.15,61.4p per 100g,
Mattessons Smoked Pork Sausage Garlic ,Mattessons Smoked Pork Sausage Garlic 160g,£2,£1.25 per 100g,
Mattessons Smoked Pork Sausage Original ,Mattessons Smoked Pork Sausage Original 160g,£2,£1.25 per 100g,
Mattessons Smoked Pork Sausage Original,Mattessons Smoked Pork Sausage Original260g,£2.50,£9.61 per kg,"Offer price £2.50, was £2.85"
Mattessons Smoked Pork Sausage Reduced Fat ,Mattessons Smoked Pork Sausage Reduced Fat 160g,£2,£1.25 per 100g,
McCain Shake Shake Sea Salt & Cracked Black Pepper Fries ,McCain Shake Shake Sea Salt & Cra…300g,£1.50,£5.00 per kg,"Offer price £1.50, was £2.25"
McCain Shake Shake Spanish Smoked Paprika Fries ,McCain Shake Shake Spanish…300g,£1.50,£5.00 per kg,"Offer price £1.50, was £2.25"
Meatless Farm Mince ,Meatless Farm Mince 350g,£2.50,71.4p per 100g,"Offer price £2.50, was £3"
Meatless Farm Plant-Based Burgers ,Meatless Farm Plant-Based Burgers 227g,£2,£8.81 per kg,"Offer price £2, was £2.50"
Meatless Farm Plant-Based Chicken Breasts,Meatless Farm Plant-Based Chicken Breasts210g,£3,£14.29 per kg,"Offer price £3, was £3.50"
Meatless Farm Plant Based 4 Burgers,Meatless Farm Plant Based 4 Burgers400g,£3.50,£8.75 per kg,
Meatless Farm Plant Based 4 Chicken Burgers,Meatless Farm Plant Based 4 Chicken Burgers360g,£3.50,£9.72 per kg,
Meatless Farm Plant Based 8 Sausages ,Meatless Farm Plant Based 8 Sausages 320g,£3,£9.38 per kg,
Meatless Farm Plant Based Chilli Non Carne,Meatless Farm Plant Based Chilli Non Carne400g,£3,£7.50 per kg,
Meatless Farm Plant Based Korean Chicken,Meatless Farm Plant Based Korean Chicken400g,£3,£7.50 per kg,
Meatless Farm Plant Based Meatballs,Meatless Farm Plant Based Meatballs270g,£3,£11.11 per kg,
Meatless Farm Plant Based Mighty Meatball Marinara,Meatless Farm Plant Based M…400g,£3,£7.50 per kg,
Meatless Farm Plant Based Mince,Meatless Farm Plant Based Mince400g,£3,£7.50 per kg,
Mexicana Original Hot Cheddar Slices,Mexicana Original Hot Cheddar Slices160g,£2.40,£15.00 per kg,
Milkybar Desserts ,Milkybar Desserts 4 x 65g,£1.75,67.3p per 100g,
Milkybar Little Treats ,Milkybar Little Treats 6 x 55g,£1.39,42.1p per 100g,
Milkybar Milk Slice,Milkybar Milk Slice4 x 26g,£1.39,£1.34 per 100g,
Milkybar White Chocolate Mousse,Milkybar White Chocolate Mousse4 x 55g,£1.99,90.5p per 100g,
Mini Babybel Light ,Mini Babybel Light 6 x 20g,£2.45,£20.42 per kg,
Mini Babybel Light Family Pack,Mini Babybel Light Family Pack12 x 20g,£3.55,£14.79 per kg,
Mini Babybel Original ,Mini Babybel Original 6 x 20g,£2.45,£20.42 per kg,
Mini Babybel Original Family Pack,Mini Babybel Original Family Pack12 x 20g,£3.55,£14.79 per kg,
Minor Figures Barista Organic Oat,Minor Figures Barista Organic Oat1L,£1.99,£1.99 per litre,
Minor Figures Everyday Light Oat Milk,Minor Figures Everyday Light Oat Milk1L,£1.99,£1.99 per litre,
Minor Figures Everyday Oat Milk,Minor Figures Everyday Oat Milk1L,£1.99,£1.99 per litre,
Minor Figures Oat Milk Barista (Light),Minor Figures Oat Milk Barista (Light)1000ml,£1.85,£1.85 per litre,
Minor Figures Oat Milk Barista Standard ,Minor Figures Oat Milk Barista Standard 1L,£1.89,£1.89 per litre,
Minor Figures Oat Mocha,Minor Figures Oat Mocha200ml,£1.79,£8.95 per litre,
Mlekovita Sokol Cheese,Mlekovita Sokol Cheese150g,£1.49,£9.93 per kg,
Mockingbird Raw Boost Smoothie,Mockingbird Raw Boost Smoothie750ml,£2.95,39.3p per 100ml,"Offer price £2.95, was £4.50"
Mockingbird Raw Defence Smoothie,Mockingbird Raw Defence Smoothie750ml,£2.95,39.3p per 100ml,"Offer price £2.95, was £4.50"
Mockingbird Raw Greens Smoothie,Mockingbird Raw Greens Smoothie750ml,£2.95,39.3p per 100ml,"Offer price £2.95, was £4.50"
Moma Barista Oat Drink,Moma Barista Oat Drink1L,£2.10,£2.10 per litre,
Moma Oat Drink Semi ,Moma Oat Drink Semi 1L,£2.10,£2.10 per litre,
Moma Oat Drink Whole,Moma Oat Drink Whole1L,£2.10,£2.10 per litre,
Moma Original Oat Drink,Moma Original Oat Drink1L,£1.80,£1.80 per litre,
M Organic British Semi Skimmed Milk 2 Pints,M Organic British Semi Skimmed Milk 2 Pints1.14L,£1.65,£1.45 per litre,
M Organic British Semi Skimmed Milk 4 Pints,M Organic British Semi Skimmed Milk 4 Pints2.27L,£2.15,94.7p per litre,
M Organic British Skimmed Milk 2 Pints,M Organic British Skimmed Milk 2 Pints1.136L,£1.65,£1.45 per litre,
 M Organic British Whole Milk 2 Pints  , M Organic British Whole Milk 2 Pints  1.136L,£1.65,£1.45 per litre,
Morliny Frankfurters,Morliny Frankfurters350g,£2.49,71.1p per 100g,
Morliny Krakowska,Morliny Krakowska80g,£1.29,£1.61 per 100g,
Morliny Polish Berlinki Z Kurczat,Morliny Polish Berlinki Z Kurczat250g,£1.59,63.6p per 100g,
Morliny Polish Roast Chicken Fillet,Morliny Polish Roast Chicken Fillet100g,£1.29,£1.29 per 100g,
Morliny Polish Smoked Farmer's Sausage Wiejska,Morliny Polish Smoked Farmer's Sausage Wiejska100g,£1.29,£1.29 per 100g,
Morliny Sliced Zywiecka Sausage ,Morliny Sliced Zywiecka Sausage 90g,£1.29,£1.43 per 100g,
Morrison Coronation Chicken Sandwich,Morrison Coronation Chicken Sandwich200g,£1.89,94.5p per 100g,
Morrison Immune Support Strawberry Yogurt Drinks,Morrison Immune Support Strawberry Yogurt Drinks8 x 100g,£1.65,20.6p per 100g,"Offer price £1.65, was £1.85"
Morrison Polony           ,Morrison Polony           150g,£1.09,72.7p per 100g,
Morrisons 0% Fat Greek Style Yogurt Coconut & Vanilla,Morrisons 0% Fat Greek Style…4 x 125g,£1.30,26p per 100g,"Offer price £1.30, was £1.45"
Morrisons 0% Fat Greek Style Yogurt Strawberry ,Morrisons 0% Fat Greek Style Yogurt Strawberry 4 x 125g,£1.30,26p per 100g,"Offer price £1.30, was £1.45"
Morrisons 100% Cloudy Apple Juice,Morrisons 100% Cloudy Apple Juice1L,£1.69,16.9p per 100ml,
Morrisons 100% Fruit Apple & Elderflower Juice,Morrisons 100% Fruit Apple & Elderflower Juice1L,£1.69,16.9p per 100ml,
Morrisons 100% Fruit Apple & Mango Juice ,Morrisons 100% Fruit Apple & Mango Juice 1.5L,£2.29,15.3p per 100ml,
Morrisons 100% Fruit Clementine Juice,Morrisons 100% Fruit Clementine Juice1L,£1.69,16.9p per 100ml,
Morrisons 100% Fruit Smooth Orange Juice,Morrisons 100% Fruit Smooth Orange Juice1L,£1.69,16.9p per 100ml,
Morrisons 100% Fruit Tropical Juice,Morrisons 100% Fruit Tropical Juice1L,£1.69,16.9p per 100ml,
Morrisons 100% Orange Juice with Bits,Morrisons 100% Orange Juice with Bits1L,£1.69,16.9p per 100ml,
Morrisons 100% Orange Juice With Bits,Morrisons 100% Orange Juice With Bits1.5L,£2.29,15.3p per 100ml,
Morrisons 100% Pineapple Juice  ,Morrisons 100% Pineapple Juice  1L,£1.69,16.9p per 100ml,
Morrisons 100%  Smooth Orange Fruit Juice ,Morrisons 100%  Smooth Orange Fruit Juice 1.5L,£2.29,15.3p per 100ml,
Morrisons 10 BBQ Chicken Skewers  ,Morrisons 10 BBQ Chicken Skewers  100g,£2.39,£2.39 per 100g,Buy 2 for £3.50
"Morrisons 10"" Italian Style Chicken Pizza","Morrisons 10"" Italian Style Chicken Pizza265g",£3.49,£1.32 per 100g,Buy 2 for £6
"Morrisons 10"" Mediterranean Style Vegetable Pizza","Morrisons 10"" Mediterranean…260g",£3.49,£1.34 per 100g,Buy 2 for £6
Morrisons 10 Mini Beef Pasties,Morrisons 10 Mini Beef Pasties300g,£2.39,79.7p per 100g,Buy 2 for £3.50
Morrisons 10 Sweet Chilli Chicken Satays ,Morrisons 10 Sweet Chilli Chicken Satays 100g,£2.39,£2.39 per 100g,Buy 2 for £3.50
Morrisons 10 White Cheesy Slices 200G,Morrisons 10 White Cheesy Slices 200G200g,£1.19,£5.95 per kg,
Morrisons 20 Mini Cheese & Onion Rolls ,Morrisons 20 Mini Cheese & Onion Rolls 200g,£2.39,£1.20 per 100g,Buy 2 for £3.50
Morrisons 20 Mini Pork Sausage Rolls,Morrisons 20 Mini Pork Sausage Rolls200g,£2.39,£1.20 per 100g,Buy 2 for £3.50
Morrisons 20 Southern Fried Chicken Bites ,Morrisons 20 Southern Fried Chicken Bites 100g,£2.39,£2.39 per 100g,Buy 2 for £3.50
Morrisons 2 Baked Potatoes with Cheddar,Morrisons 2 Baked Potatoes with Cheddar450g,£2.49,£5.53 per kg,
Morrisons 2 Bramley Apple Crumbles,Morrisons 2 Bramley Apple Crumbles135g,£2.25,£1.67 per 100g,
