name,Price Per Unit,Price Per Measure,Promotion
Morrisons Free From Trio Of Hearts,Morrisons Free From Trio Of Hearts75g,£1,£1.33 per 100g,"Offer price £1, was £3.09"
Morrisons Free From Vegetable Gravy Granules,Morrisons Free From Vegetable Gravy Granules170g,£1.49,87.6p per 100g,
Morrisons Free From White Loaf,Morrisons Free From White Loaf535g,£1.89,35.3p per 100g,
Morrisons Free From White Rolls,Morrisons Free From White Rolls4 per pack,£1.75,43.8p each,
Morrisons Gluten Free Fruited Hot Cross Buns ,Morrisons Gluten Free Fruited Hot Cross Buns 280g,£2,71.4p per 100g,
Morrisons Lactose Free Semi Skimmed Milk,Morrisons Lactose Free Semi Skimmed Milk1L,£1.35,£1.35 per litre,
Morrisons Lactose Free Skimmed Milk,Morrisons Lactose Free Skimmed Milk1L,£1.35,£1.35 per litre,
Morrisons Lactose Free Whole Milk ,Morrisons Lactose Free Whole Milk 1L,£1.35,£1.35 per litre,
Morrisons Oat Milk ,Morrisons Oat Milk 1L,£1.30,£1.30 per litre,
Morrisons Plant Revolution Vegan Chocolate Cupcakes,Morrisons Plant Revolution Ve…2 per pack,£1.79,89.5p each,"Offer price £1.79, was £1.99"
Morrisons Sweetened Almond Milk,Morrisons Sweetened Almond Milk1L,£1.19,11.9p per 100ml,
Morrisons The Best 12 Old English Chipolatas ,Morrisons The Best 12 Old English Chipolatas 375g,£3.25,86.7p per 100g,Buy 2 for £5
Morrisons The Best 6 Hot And Spicy Sausages,Morrisons The Best 6 Hot And Spicy Sausages400g,£3.25,£8.13 per kg,Buy 2 for £5
Morrisons The Best Cumberland Chipolata Sausages 12 Pack,Morrisons The Best Cumberland C…375g,£3.25,£8.67 per kg,Buy 2 for £5
Morrisons The Best Free From Chocolate Cake Bars,Morrisons The Best Free From Chocolate Cake Bars120g,£2.65,£2.21 per 100g,
Morrisons The Best Free From Millionaires ,Morrisons The Best Free From Millionaires 4 per pack,£3.29,82.3p each,
Morrisons The Best Free From Quad Choc Cookies,Morrisons The Best Free From Quad Choc Cookies150g,£2.25,£1.50 per 100g,
Morrisons The Best Free From Salted Caramel Honeycomb Egg,Morrisons The Best Free From Salt…150g,£5.99,£3.99 per 100g,
Morrisons The Best Free From Tagliatelle Corn & Rice,Morrisons The Best Free From…250g,£1.19,£4.76 per kg,
Morrisons The Best Pork Chipolatas 12 Pack,Morrisons The Best Pork Chipolatas 12 Pack375g,£3.25,£8.67 per kg,Buy 2 for £5
Morrisons The Best Thick Cumberland Sausages,Morrisons The Best Thick Cumberland Sausages400g,£3.25,£8.13 per kg,Buy 2 for £5
Morrisons The Best Thick Lincolnshire Sausages,Morrisons The Best Thick Lincolnshire Sausages400g,£3.25,£8.13 per kg,Buy 2 for £5
Morrisons The Best Thick Old English Sausages,Morrisons The Best Thick Old English Sausages400g,£3.25,£8.13 per kg,Buy 2 for £5
Morrisons The Best  Thick Pork & Bramley Apple Sausages,Morrisons The Best  Thick Pork…400g,£3.25,£8.13 per kg,Buy 2 for £5
Morrisons The Best Thick Pork Sausages,Morrisons The Best Thick Pork Sausages400g,£3.25,£8.13 per kg,Buy 2 for £5
Morrisons V Taste Cheddar Slices ,Morrisons V Taste Cheddar Slices 180g,£2.65,£1.47 per 100g,
Mrs Crimble's Gluten Free 4 Big Bakewell Slices 200g ,Mrs Crimble's Gluten Free 4 B…4 per pack,£1.59,39.8p each,
Mrs Crimble's Gluten Free 6 Big Chocolate Macaroons 180g,Mrs Crimble's Gluten Free 6 Big…6 per pack,£1,16.6p each,"Offer price £1, was £1.49"
Nain's Gluten Free Choc Chip Biscuits ,Nain's Gluten Free Choc Chip Biscuits 160g,£1.99,£1.24 per 100g,
Nairn's Gluten Free Apple & Cinnamon Oats Your Way,Nairn's Gluten Free Apple &…375g,£3.19,85.1p per 100g,
"Nairn's Gluten Free Biscuit Breaks Chunky Oats, Blueberry & Raspberry",Nairn's Gluten Free Biscuit Breaks Chunky…160g,£1.99,£1.24 per 100g,
"Nairn's Gluten Free Biscuit Breaks Chunky Oats, Dark Chocolate & Coconut",Nairn's Gluten Free Biscuit Breaks Chunky O…160g,£1.99,£1.24 per 100g,
Nairn's Gluten Free Cheese Oatcakes,Nairn's Gluten Free Cheese Oatcakes180g,£1.99,£1.11 per 100g,
Nairn's Gluten Free Cracked Black Pepper Crackers,Nairn's Gluten Free Cracked…137g,£1.99,£1.45 per 100g,
Nairn's Gluten Free Ginger Biscuit Breaks,Nairn's Gluten Free Ginger Biscuit Breaks160g,£1.99,£1.24 per 100g,
Nairns Gluten Free Maple Syrup Porridge,Nairns Gluten Free Maple Syrup Porridge400g,£2.80,70p per 100g,
Nairns Gluten Free Oat Cakes,Nairns Gluten Free Oat Cakes213g,£1.99,93.4p per 100g,
Nairn's Gluten Free Oat Muesli,Nairn's Gluten Free Oat Muesli450g,£3.19,70.9p per 100g,
Nairn's Gluten Free Scottish Porridge Oats,Nairn's Gluten Free Scottish Porridge Oats450g,£2.29,50.9p per 100g,
Nakd Blueberry Muffin 4 Raw Fruit & Nut Bars ,Nakd Blueberry Muffin 4 Raw Fruit & Nut Bars 4 x 35g,£2.99,£2.14 per 100g,
Nakd Cocoa Orange 4 Raw Fruit & Nut Bars ,Nakd Cocoa Orange 4 Raw Fruit & Nut Bars 4 x 35g,£2.99,£2.14 per 100g,
Napolina Gluten Free Fusilli,Napolina Gluten Free Fusilli400g,£2.29,£5.73 per kg,
Napolina Gluten Free Spaghetti,Napolina Gluten Free Spaghetti400g,£2.29,£5.73 per kg,
Nature's Path Gluten Free Mesa Sunrise Cereal,Nature's Path Gluten Free Mesa Sunrise Cereal355g,£3.49,98.3p per 100g,
Nestle Go Free Cornflakes Gluten Free Cereal,Nestle Go Free Cornflakes Gluten Free Cereal500g,£2.85,57p per 100g,
Nestle Go Free Honey Flakes Gluten Free Cereal,Nestle Go Free Honey Flakes Gluten Free Cereal500g,£2.85,57p per 100g,
Nestle Go Free Rice Pops Gluten Free Cereal,Nestle Go Free Rice Pops Gluten Free Cereal350g,£2.85,81.4p per 100g,
New York Bakery Co Gluten Free Original Bagels,New York Bakery Co Gluten…4 per pack,£2.69,67.3p each,
Nomo Caramel & Seasalt Chocolate Giant Buttons,Nomo Caramel & Seasalt Chocolate Giant Buttons110g,£2.20,£2.00 per 100g,"Offer price £2.20, was £2.75"
Nomo Caramel & Sea Salt Vegan & Free From Choc Bar ,Nomo Caramel & Sea Salt Vegan…38g,99p,£2.61 per 100g,
Nomo Caramel Filled Chocolate Bar,Nomo Caramel Filled Chocolate Bar38g,99p,£2.61 per 100g,
Nomo Cookie Dough Egg & Bunny,Nomo Cookie Dough Egg & Bunny160g,£6,£3.75 per 100g,
Nomo Creamy Choc Bar,Nomo Creamy Choc Bar85g,£1.80,£2.12 per 100g,"Offer price £1.80, was £2.25"
Nomo Fruit & Crunch Bar ,Nomo Fruit & Crunch Bar 32g,99p,£3.09 per 100g,
Nomo Monsters Crispie Egg & Lolly,Nomo Monsters Crispie Egg & Lolly92g,£3.25,£3.53 per 100g,
Nurishh Gran Vegiano Grated Vegan Parmesan Flavour,Nurishh Gran Vegiano Grated…150g,£3.50,£2.33 per 100g,
Nutribrex Gluten Free Cereal,Nutribrex Gluten Free Cereal375g,£4.35,£1.16 per 100g,
Oat-Ly Chocolate Oat Drink,Oat-Ly Chocolate Oat Drink1L,£2.19,£2.19 per litre,
Oatly! The Original Creamy Oat Fraiche,Oatly! The Original Creamy Oat Fraiche200ml,£1.70,85p per 100ml,
Oatly Chilled Organic Oat Drink,Oatly Chilled Organic Oat Drink1L,£2.09,20.9p per 100ml,
Oatly Oat Drink Barista Edition,Oatly Oat Drink Barista Edition500ml,£1.25,25p per 100ml,
Oatly Oat Drink Chilled No Sugars,Oatly Oat Drink Chilled No Sugars1L,£1.70,£1.70 per litre,"Offer price £1.70, was £2.20"
Oatly The Original Oat Drink Semi,Oatly The Original Oat Drink Semi1L,£1.70,£1.70 per litre,"Offer price £1.70, was £2.09"
Oatly The Original Oat Drink Skinny,Oatly The Original Oat Drink Skinny1L,£1.70,£1.70 per litre,"Offer price £1.70, was £2.09"
Oatly The Original Oat Drink Whole,Oatly The Original Oat Drink Whole1L,£1.70,£1.70 per litre,"Offer price £1.70, was £2.09"
Old El Paso Gluten Free Smoky BBQ Fajita Kit,Old El Paso Gluten Free Smoky BBQ Fajita Kit,£4.50,,
Old El Paso Gluten Free Tortilla Wraps,Old El Paso Gluten Free Tortilla Wraps216g,£3,£1.39 per 100g,
Over The Spoon Lemon Cheesecake,Over The Spoon Lemon Cheesecake2 x 90g,£2,£1.11 per 100g,
Paxo Gluten Free Sage & Onion Stuffing Mix ,Paxo Gluten Free Sage & Onion Stuffing Mix 150g,£3.09,£2.06 per 100g,
Perkier Cacao & Orange Protein Bars,Perkier Cacao & Orange Protein Bars3 x 35g,£2,£1.90 per 100g,
Perkier Crunchy Peanut Protein Bars,Perkier Crunchy Peanut Protein Bars3 x 35g,£2,£1.90 per 100g,
Perkier Madagascan Vanilla & Dark Chocolate Bars ,Perkier Madagascan Vanilla…3 x 37g,£2.75,£2.48 per 100g,
Perkier Nutty Toffee & Dark Choc Vitamin Bars,Perkier Nutty Toffee & Dark Choc Vitamin Bars3 x 37g,£2.75,£2.48 per 100g,
Perkier Salted Caramel & Dark Chocolate Vitamin Bars,Perkier Salted Caramel & Dark…3 x 37g,£2.75,£2.48 per 100g,
Philadelphia Lactose Free Soft Cheese,Philadelphia Lactose Free Soft Cheese150g,£1.25,83.5p per 100g,"Offer price £1.25, was £2.20"
Popworks Sweet & Salt Pop Crisps,Popworks Sweet & Salt Pop Crisps85g,£1.25,£1.47 per 100g,"Offer price £1.25, was £2"
Popworks Sweet & Salty Crisps,Popworks Sweet & Salty Crisps28g,95p,£3.39 per 100g,
Popworks Sweet Chipotle Chilli,Popworks Sweet Chipotle Chilli85g,£1.25,£1.47 per 100g,"Offer price £1.25, was £2"
Popworks Sweet Chipotle Chilli,Popworks Sweet Chipotle Chilli28g,95p,£3.39 per 100g,
Primula Perfectly Plant ,Primula Perfectly Plant 140g,£1.99,£14.21 per kg,
Properchips Barbecue Lentil Chips,Properchips Barbecue Lentil Chips85g,£2,£2.35 per 100g,
Properchips BBQ Lentil Chips ,Properchips BBQ Lentil Chips 5 x 14g,£1.80,£2.57 per 100g,
Properchips Salt And Vinegar Lentil Chips,Properchips Salt And Vinegar Lentil Chips5 x 14g,£1.80,£2.57 per 100g,
Propercorn Salted Caramel Popcorn ,Propercorn Salted Caramel Popcorn 90g,£1.35,£1.50 per 100g,"Offer price £1.35, was £1.60"
Pure Vegan Dairy Free Olive Spread,Pure Vegan Dairy Free Olive Spread500g,£1.99,£3.98 per kg,
Quaker Oat So Simple Gluten Free Porridge Sachets ,Quaker Oat So Simple Gluten…10 x 35g,£4.50,£1.29 per 100g,
Rude Health Long Life Organic Coconut Milk Alternative,Rude Health Long Life Organic C…1L,£1.80,£1.80 per litre,"Offer price £1.80, was £2.29"
Rude Health Organic Almond Drink,Rude Health Organic Almond Drink1L,£1.80,£1.80 per litre,"Offer price £1.80, was £2.29"
Sacla Vegan Basil Pesto,Sacla Vegan Basil Pesto190g,£3.29,£1.73 per 100g,
Sacla Vegan Tomato Pesto (Allergen Update),Sacla Vegan Tomato Pesto (Allergen Update)190g,£3.29,£1.73 per 100g,
San Miguel Gluten Free Lager Beer,San Miguel Gluten Free Lager Beer4 x 330ml,£6.25,£4.73 per litre,
Schar Bonta D'Italia Gluten Free Pizza Margherita Lactose Free ,Schar Bonta D'Italia Gluten Free Pizz…300g,£3.49,£11.63 per kg,
Schar Curvies Bbq ,Schar Curvies Bbq 170g,£2.69,£1.58 per 100g,
Schar Gluten-Free 3 Panini Rolls,Schar Gluten-Free 3 Panini Rolls225g,£2.39,£1.06 per 100g,
Schar Gluten-Free Brown Ciabatta Rolls,Schar Gluten-Free Brown Ciabatta Rolls200g,£2.39,£1.20 per 100g,
Schar Gluten-Free Mini Baguette ,Schar Gluten-Free Mini Baguette 2 x 75g,£2.29,£1.53 per 100g,
Schar Gluten-Free Pizza Base with Sourdough,Schar Gluten-Free Pizza Base with Sourdough300g,£3.29,£1.10 per 100g,
Schar Gluten-Free White Ciabatta Rolls,Schar Gluten-Free White Ciabatta Rolls200g,£2.39,£1.20 per 100g,
Schar Gluten Free Chocolate Fingers,Schar Gluten Free Chocolate Fingers150g,£2.15,£1.43 per 100g,
Schar Gluten Free Crispbread,Schar Gluten Free Crispbread220g,£1.59,72.3p per 100g,
Schar Gluten Free Crispbreads,Schar Gluten Free Crispbreads150g,£1.65,£1.10 per 100g,
Schar Gluten Free Curvies Original Crisps,Schar Gluten Free Curvies Original Crisps170g,£2.69,£1.58 per 100g,
Schar Gluten Free Custard Creams,Schar Gluten Free Custard Creams125g,£1.59,£1.27 per 100g,
Schar Gluten Free Digestive Biscuits,Schar Gluten Free Digestive Biscuits150g,£1.59,£1.06 per 100g,
Schar Gluten Free Grissini,Schar Gluten Free Grissini150g,£2.69,£1.79 per 100g,
Schar Gluten Free Jaffa Cakes ,Schar Gluten Free Jaffa Cakes 150g,£1.39,92.7p per 100g,
Schar Gluten Free Melto,Schar Gluten Free Melto30g,£1.05,£3.50 per 100g,
Schar Gluten Free Pizza Veggie Vegan,Schar Gluten Free Pizza Veggie Vegan390g,£3.19,£8.18 per kg,
Schar Gluten Free Pretzels,Schar Gluten Free Pretzels60g,£1.09,£1.82 per 100g,
Schar Gluten Free Rich Tea Biscuits,Schar Gluten Free Rich Tea Biscuits125g,£1.59,£1.27 per 100g,
Schar Gluten Free Wholesome Seeded Loaf,Schar Gluten Free Wholesome Seeded Loaf300g,£2.95,98.3p per 100g,
Schar Gluten Free Wholesome White Loaf,Schar Gluten Free Wholesome White Loaf300g,£2.95,98.3p per 100g,
Sheese Jalapeno And Chilli Bake,Sheese Jalapeno And Chilli Bake150g,£3.75,£2.50 per 100g,
Sheese Melting Sheesy Bake Spring Onion & Garlic,Sheese Melting Sheesy Bake…150g,£3.75,£2.50 per 100g,
Skinny Brands Lager,Skinny Brands Lager12 x 330ml,£15,£3.79 per litre,
Soulful One Pot Sweet Potato Tikka With Cauliflower & Brown Rice,Soulful One Pot Sweet Potato Tikka Wi…380g,£2.50,65.8p per 100g,
Swedish Glace Dairy Free Smooth Vanilla Vegan Ice Cream Tub,Swedish Glace Dairy Free Smooth V…750ml,£3.30,44p per 100ml,"Offer price £3.30, was £3.59"
Sweet Freedom Choc Pot Chocolate Spread,Sweet Freedom Choc Pot Chocolate Spread250g,£3,£1.20 per 100g,
Sweet Freedom Choc Shot,Sweet Freedom Choc Shot320g,£3.50,£1.09 per 100g,
The Coconut Collaborative Chocolate Orange Cups,The Coconut Collaborative Chocolate Orange Cups2 x 100g,£2.75,£1.38 per 100g,
The Coconut Collaborative Little Choc Pots,The Coconut Collaborative Little Choc Pots4 x 45g,£2.75,£1.53 per 100g,
The Coconut Collaborative Salted Caramel Choc Pots ,The Coconut Collaborative Salted Caramel Choc Pots 4 x 45g,£2.75,£1.53 per 100g,
The Real Yorkshire Pudding Company Gluten Free Yorkshire Puddings,The Real Yorkshire Pudding Company Gl…180g,£2.49,£1.38 per 100g,
Violife Creamy Original Flavour Vegan Alternative to Cheese ,Violife Creamy Original Flavour Veg…200g,£2.75,£1.38 per 100g,
Violife Epic Mature Cheddar Flavour Block ,Violife Epic Mature Cheddar Flavour Block 200g,£2.75,£13.75 per kg,
Violife Greek White Block Vegan Alternative to Cheese,Violife Greek White Block Veg…230g,£2.99,£13.00 per kg,
Violife Mozzarella 12 Flavour Slices ,Violife Mozzarella 12 Flavour Slices 160g,£2.75,£1.72 per 100g,
Violife Original Flavour Grated Vegan Alternative to Cheese,Violife Original Flavour Grated V…200g,£2.75,£13.75 per kg,
Violife Original Flavour Slices Vegan Alternative to Cheese ,Violife Original Flavour Slices Veg…200g,£2.75,£13.75 per kg,
Vitalite Dairy Free Spread,Vitalite Dairy Free Spread500g,£2,£4.00 per kg,"Offer price £2, was £2.25"
Warburtons Gluten Free Artisan White Sourdough Cob,Warburtons Gluten Free Arti…400g,£3.49,87.3p per 100g,
Warburtons Gluten Free High Protein Seeded Wraps,Warburtons Gluten Free High…,£2.59,,
Warburtons Gluten Free Multiseed Loaf,Warburtons Gluten Free Multiseed Loaf300g,£2.15,71.7p per 100g,
Warburtons Gluten Free  Soft Cinnamon & Raisin Fruity Buns,Warburtons Gluten Free  Soft Cinn…4 per pack,£2.89,72.3p each,
Warburtons Gluten Free Super Soft Sliced Square Rolls,Warburtons Gluten Free Super…4 per pack,£2.30,57.5p each,"Offer price £2.30, was £2.69"
Warburtons Gluten Free Tiger Bloomer,Warburtons Gluten Free Tiger Bloomer400g,£3.49,87.3p per 100g,
Warburtons Gluten Free White Loaf,Warburtons Gluten Free White Loaf300g,£2.15,71.7p per 100g,
Warburtons Gluten Free White Sandwich Thins,Warburtons Gluten Free White Sandwich Thins,£2.69,,
Warburtons Gluten Free White Wraps,Warburtons Gluten Free White Wraps,£2.69,,
We Love Cake Rip Roaring Raspberry Ripple Slices,We Love Cake Rip Roaring Raspberry Ripple Slices4 per pack,£1.99,49.8p each,
We Love Cake Totally Toffee Sticky Toffee Slices ,We Love Cake Totally Toffee Sticky Toffee Slices 4 per pack,£1.99,49.8p each,
Whitby Seafoods Gluten Free Scampi,Whitby Seafoods Gluten Free Scampi200g,£3.75,£1.88 per 100g,
White Rabbit Sourdough Doughballs With Garlic & Herb Dip,White Rabbit Sourdough Doughbal…12 per pack,£3.75,31.3p each,
Whole Earth Organic Corn Flakes,Whole Earth Organic Corn Flakes375g,£1.75,46.7p per 100g,
"Zest Tomato, Basil & Oregano Pasta Sauce","Zest Tomato, Basil & Oregano Pasta Sauce340g",£2.25,66.2p per 100g,
Zest Vegan Basil Pesto ,Zest Vegan Basil Pesto 165g,£2.25,£1.36 per 100g,
Zest Vegan Mushroom & Riccota Sauce,Zest Vegan Mushroom & Riccota Sauce340g,£2.50,73.5p per 100g,
Zest Vegan Red Pesto ,Zest Vegan Red Pesto 165g,£2.50,£1.52 per 100g,
Zest Vegan Tomato & Mascarpone Sauce,Zest Vegan Tomato & Mascarpone Sauce340g,£2.50,73.5p per 100g,
