name,Price Per Unit,Price Per Measure,Promotion
Morrisons Seedless Green Grapes,Morrisons Seedless Green Grapes400g,£1.99,£4.98 per kg,Buy 3 for the Price of 2
Morrisons Seedless Red Grapes,Morrisons Seedless Red Grapes400g,£1.99,49.8p per 100g,Buy 3 for the Price of 2
Morrisons Shallots ,Morrisons Shallots 300g,99p,£3.30 per kg,
Morrisons Shredded Iceberg Lettuce,Morrisons Shredded Iceberg Lettuce80g,59p,73.8p per 100g,
Morrisons Singapore Rice Noodles,Morrisons Singapore Rice Noodles275g,£1.49,54.2p per 100g,Buy 3 for £2.50
Morrisons Sliced Curly Kale,Morrisons Sliced Curly Kale150g,79p,52.7p per 100g,
Morrisons Sliced Greens ,Morrisons Sliced Greens 300g,£1.29,£4.30 per kg,
Morrisons Sliced Leeks,Morrisons Sliced Leeks175g,99p,56.6p per 100g,
Morrisons Sliced Mushrooms ,Morrisons Sliced Mushrooms 250g,£1.19,£4.76 per kg,
Morrisons Small Sweet Apples,Morrisons Small Sweet Apples8 per pack,£1.45,18.1p each,
Morrisons Snack Apple & Grape Bag,Morrisons Snack Apple & Grape Bag80g,49p,61.3p per 100g,Buy 3 for £1
Morrisons Snack Apple Bag ,Morrisons Snack Apple Bag 80g,49p,61.3p per 100g,Buy 3 for £1
Morrisons Snack Size Bananas,Morrisons Snack Size Bananas6 per pack,99p,16.5p each,
Morrisons Soft Figs ,Morrisons Soft Figs 200g,£1.99,99.5p per 100g,
Morrisons Spinach,Morrisons Spinach450g,£2.25,50p per 100g,
Morrisons Spinach,Morrisons Spinach450g,£2.25,50p per 100g,
"Morrisons Spinach, Rocket & Ruby Red Chard","Morrisons Spinach, Rocket & Ruby Red Chard100g",99p,99p per 100g,"Offer price 99p, was £1.19"
Morrisons Spring Greens ,Morrisons Spring Greens 500g,79p,£1.58 per kg,
Morrisons Strawberries,Morrisons Strawberries350g,£2.29,£6.54 per kg,Buy 3 for the Price of 2
Morrisons Strawberries ,Morrisons Strawberries 600g,£2.99,49.8p per 100g,
"Morrisons Strawberry Mango, Raspberry & Apple ",Morrisons Strawberry Mang…210g,£2.25,£1.07 per 100g,
Morrisons Stringless Beans ,Morrisons Stringless Beans 180g,£1.39,£7.72 per kg,Buy 2 for £2.50
Morrisons Sugar Snap Peas ,Morrisons Sugar Snap Peas 150g,£1.39,£9.27 per kg,Buy 2 for £2.50
Morrisons Sunflower Seeds ,Morrisons Sunflower Seeds 150g,99p,66p per 100g,
Morrisons Sweet & Crispy Salad Bowl ,Morrisons Sweet & Crispy Salad Bowl 190g,£1.19,62.6p per 100g,
Morrisons Sweet & Crunchy Salad,Morrisons Sweet & Crunchy Salad160g,69p,43.1p per 100g,
Morrisons Sweet And Sour Stir Fry Sauce,Morrisons Sweet And Sour Stir Fry Sauce170g,£1.09,64.1p per 100g,Buy 3 for £2.50
Morrisons Sweet Chilli Stir Fry Sauce,Morrisons Sweet Chilli Stir Fry Sauce170g,£1.09,64.1p per 100g,Buy 3 for £2.50
Morrisons Sweetclem Easy Peelers,Morrisons Sweetclem Easy Peelers600g,£1.49,£2.48 per kg,Buy 3 for the Price of 2
Morrisons Sweetheart Cabbage,Morrisons Sweetheart Cabbage,62p,,
Morrisons Sweet Pears ,Morrisons Sweet Pears 4 per pack,99p,24.8p each,
Morrisons Sweet Potatoes ,Morrisons Sweet Potatoes 1kg,£1.09,£1.09 per kg,"Offer price £1.09, was £1.19"
Morrisons Sweet Potato Mash,Morrisons Sweet Potato Mash300g,£1.99,£6.63 per kg,
Morrisons Tangerines ,Morrisons Tangerines 600g,£1.49,£2.48 per kg,
Morrisons Tango Box ,Morrisons Tango Box 1kg,£2.99,£2.99 per kg,
Morrisons Teriyaki Stir Fry Sauce,Morrisons Teriyaki Stir Fry Sauce170g,£1.09,64.1p per 100g,Buy 3 for £2.50
Morrisons The Best Asparagus Tips,Morrisons The Best Asparagus Tips125g,£1.99,£1.59 per 100g,
Morrisons The Best Baking Potatoes ,Morrisons The Best Baking Potatoes 700g,£1.49,£2.13 per kg,
Morrisons The Best Blood Oranges,Morrisons The Best Blood Oranges4 per pack,£1.99,49.8p each,
Morrisons The Best Bloom And Rose,Morrisons The Best Bloom And Rose,£15,,
Morrisons The Best Blueberries,Morrisons The Best Blueberries150g,£2.49,£16.60 per kg,Buy 2 for £4
Morrisons The Best Chocolate & Fruit Nut Mix,Morrisons The Best Chocolate & Fruit Nut Mix225g,£2.99,£1.33 per 100g,
Morrisons The Best Kalettes,Morrisons The Best Kalettes200g,£1.29,64.5p per 100g,
Morrisons The Best Large Vine Tomatoes,Morrisons The Best Large Vine Tomatoes420g,£1.89,£4.50 per kg,
Morrisons The Best Loose Passion Fruit,Morrisons The Best Loose Passion Fruit,79p,,Buy 3 for £2
Morrisons The Best Mash Potatoes ,Morrisons The Best Mash Potatoes 450g,£1.99,£4.42 per kg,
Morrisons The Best  Medjool Dates ,Morrisons The Best  Medjool Dates 165g,£2.65,£1.61 per 100g,
Morrisons The Best Pears ,Morrisons The Best Pears 4 per pack,£1.99,49.8p each,
Morrisons The Best Pea Shoots Purple Raddish & Garlic Chives,Morrisons The Best Pea Shoots Purpl…60g,£1.49,£2.48 per 100g,
Morrisons The Best Piccolo Tomatoes ,Morrisons The Best Piccolo Tomatoes 220g,£1.79,£8.14 per kg,
Morrisons The Best Plums,Morrisons The Best Plums4 per pack,£1.99,49.8p each,
Morrisons The Best Raspberries ,Morrisons The Best Raspberries 150g,£2.49,£16.60 per kg,Buy 2 for £4
Morrisons The Best Roasted Almonds,Morrisons The Best Roasted Almonds60g,£1.25,£2.08 per 100g,Buy 2 for £2
Morrisons The Best Roasted Cashews ,Morrisons The Best Roasted Cashews 60g,£1.25,£2.08 per 100g,Buy 2 for £2
Morrisons The Best Roasted Cashews,Morrisons The Best Roasted Cashews150g,£2.65,£1.77 per 100g,
Morrisons The Best Roasted Nut Mix ,Morrisons The Best Roasted Nut Mix 180g,£2.99,£1.66 per 100g,
Morrisons The Best Salad Potatoes,Morrisons The Best Salad Potatoes750g,£1.39,£1.85 per kg,
Morrisons The Best Seedless Sable Grapes,Morrisons The Best Seedless Sable Grapes400g,£1.99,£4.98 per kg,
Morrisons The Best Shallots ,Morrisons The Best Shallots 300g,99p,£3.30 per kg,
Morrisons The Best Smitten Apples,Morrisons The Best Smitten Apples6 per pack,£1.99,33.2p each,
Morrisons The Best Strawberries,Morrisons The Best Strawberries227g,£2.75,£1.21 per 100g,Buy 2 for £4
Morrisons The Best Sugardrop Tomatoes,Morrisons The Best Sugardrop Tomatoes220g,£1.79,£8.14 per kg,
Morrisons The Best Sweet Baby Peppers,Morrisons The Best Sweet Baby Peppers250g,£1.89,75.6p per 100g,
Morrisons The Best Sweetclems With Leaf ,Morrisons The Best Sweetclems With Leaf 750g,£1.99,£2.65 per kg,
Morrisons The Best Sweet Fiery Baby Beetroot ,Morrisons The Best Sweet Fiery Baby Beetroot 150g,£1.49,£9.93 per kg,
Morrisons The Best Sweet Gem Lettuce ,Morrisons The Best Sweet Gem Lettuce 2 per pack,£1.39,69.5p each,
Morrisons The Best Sweet Juniper And Black Pepper Beetroot,Morrisons The Best Sweet Juniper…150g,£1.49,99.3p per 100g,
Morrisons The Best  Sweet Pointed Peppers ,Morrisons The Best  Sweet Pointed Peppers ,£1.35,,
Morrisons The Best Tenderstem Broccoli,Morrisons The Best Tenderstem Broccoli200g,£1.99,£9.95 per kg,
Morrisons The Best White Potatoes,Morrisons The Best White Potatoes2kg,99p,49.5p per kg,"Offer price 99p, was £1.99"
Morrisons The Best Woodland Mushrooms,Morrisons The Best Woodland Mushrooms150g,£1.49,£9.93 per kg,
Morrisons Trail Mix,Morrisons Trail Mix200g,£1.49,74.5p per 100g,
Morrisons Trimmed Beans ,Morrisons Trimmed Beans 170g,£1.39,£8.18 per kg,Buy 2 for £2.50
Morrisons Trimmed Leeks ,Morrisons Trimmed Leeks 500g,£1.29,£2.58 per kg,"Offer price £1.29, was £1.49"
Morrisons Trimmed Mangetout ,Morrisons Trimmed Mangetout 155g,£1.39,£8.97 per kg,Buy 2 for £2.50
Morrisons Trimmed Salad Onions ,Morrisons Trimmed Salad Onions 125g,89p,£7.12 per kg,
Morrisons Unwaxed Lemons ,Morrisons Unwaxed Lemons 4 per pack,£1.15,28.8p each,
Morrisons Vegetable Selection With Babycorn,Morrisons Vegetable Selection With Babycorn225g,£1.49,66.2p per 100g,
Morrisons Vegetable Soup Kit,Morrisons Vegetable Soup Kit500g,99p,£1.98 per kg,
Morrisons Vegetable Stir Fry,Morrisons Vegetable Stir Fry570g,£1.49,26.1p per 100g,
Morrisons Vibrant Bouquet,Morrisons Vibrant Bouquet,£5.99,,
Morrisons Vine Ripe Cherry Tomatoes ,Morrisons Vine Ripe Cherry Tomatoes 225g,£1.35,£6.00 per kg,
Morrisons Vine Ripened Large Tomatoes,Morrisons Vine Ripened Large Tomatoes,£1.49,,
Morrisons Vine Ripened Medium Tomatoes Minimum 7 ,Morrisons Vine Ripened Medi…,£1.39,,
Morrisons Walnuts,Morrisons Walnuts180g,£2.49,£13.83 per kg,Buy 2 for £4
Morrisons Watercress,Morrisons Watercress70g,£1.19,£1.70 per 100g,
"Morrisons Watercress, Spinach & Rocket","Morrisons Watercress, Spinach & Rocket60g",99p,£1.65 per 100g,
Morrisons Watermelon ,Morrisons Watermelon 300g,£2.25,75p per 100g,
Morrisons Watermelon Fans,Morrisons Watermelon Fans95g,49p,51.6p per 100g,Buy 3 for £1
Morrisons Watermelon Portion,Morrisons Watermelon Portion,£1.49,,
Morrisons Watermelon Wedges,Morrisons Watermelon Wedges550g,£2.99,54.4p per 100g,
Morrisons White Cabbage,Morrisons White Cabbage,65p,,
Morrisons  White Potatoes,Morrisons  White Potatoes2.5kg,£1.25,50p per kg,"Offer price £1.25, was £1.29"
Morrisons Whole Cantaloupe Melon ,Morrisons Whole Cantaloupe Melon ,£1.89,,
Morrisons Wholefoods Pumpkin Seeds ,Morrisons Wholefoods Pumpkin Seeds 300g,£3.29,£1.10 per 100g,
Morrisons Whole Galia Melon ,Morrisons Whole Galia Melon ,£1.89,,
Morrisons Whole Honeydew Melon,Morrisons Whole Honeydew Melon,£1.79,,
Morrisons Whole Swede ,Morrisons Whole Swede ,79p,,
Morrisons Whole Watermelon ,Morrisons Whole Watermelon ,£3.49,,
Morrisons Wild Rocket ,Morrisons Wild Rocket 60g,99p,£16.50 per kg,
Morrisons Winter Broth With Pearl Barley,Morrisons Winter Broth With Pearl Barley600g,£1.59,£2.65 per kg,
Morrisons Winter Fruit Bowl,Morrisons Winter Fruit Bowl400g,£2.99,74.8p per 100g,
Morrisons Wonky Apples Minimum,Morrisons Wonky Apples Minimum5 per pack,75p,15p each,
Morrisons Wonky Asparagus ,Morrisons Wonky Asparagus 150g,89p,£5.93 per kg,
Morrisons Wonky Berry Mix,Morrisons Wonky Berry Mix1kg,£2.99,£2.99 per kg,
Morrisons  Wonky Blueberries,Morrisons  Wonky Blueberries125g,99p,79.2p per 100g,
Morrisons Wonky Carrots,Morrisons Wonky Carrots1kg,40p,40p per kg,
Morrisons Wonky Dates,Morrisons Wonky Dates500g,£2.49,49.8p per 100g,
Morrisons Wonky Green Grapes ,Morrisons Wonky Green Grapes 500g,£1.49,£2.98 per kg,
Morrisons Wonky Lemons ,Morrisons Wonky Lemons 4 per pack,55p,13.8p each,
Morrisons Wonky Mixed Nuts ,Morrisons Wonky Mixed Nuts 200g,99p,£4.95 per kg,
Morrisons Wonky Onions,Morrisons Wonky Onions1kg,55p,55p per kg,
Morrisons Wonky Parsnips,Morrisons Wonky Parsnips500g,50p,£1.00 per kg,
Morrisons Wonky Pears (min 4),Morrisons Wonky Pears (min 4),70p,,
Morrisons Wonky Potatoes,Morrisons Wonky Potatoes2.5kg,£1.19,47.6p per kg,
Morrisons Wonky Potatoes,Morrisons Wonky Potatoes1kg,95p,95p per kg,
Morrisons Wonky Raspberries,Morrisons Wonky Raspberries150g,£1.79,£1.19 per 100g,
Morrisons Wonky Red Grapes ,Morrisons Wonky Red Grapes 500g,£1.49,£2.98 per kg,
Morrisons Wonky Ripen At Home Mangos ,Morrisons Wonky Ripen At Home Mangos 1kg,£1.99,£1.99 per kg,
Morrisons Wonky Strawberries,Morrisons Wonky Strawberries227g,£1.49,£6.56 per kg,
Morrisons Wonky Sweet Potatoes,Morrisons Wonky Sweet Potatoes500g,69p,£1.38 per kg,
Morrisons Yellow Plums Punnet,Morrisons Yellow Plums Punnet400g,£1.99,£4.98 per kg,
Savers Cherry Tomatoes,Savers Cherry Tomatoes250g,65p,26p per 100g,
Savers Oranges,Savers Oranges5 per pack,80p,16p each,
Soft Pitted Dates,Soft Pitted Dates200g,£1.99,99.5p per 100g,
