name,Price Per Unit,Price Per Measure,Promotion
Chicago Town Takeaway Sauce Filled Crust Chicken & Bacon Pizza,Chicago Town Takeaway Sauce Filled…640g,£4.99,£7.80 per kg,
Chicago Town Takeaway Stuffed Crust Magnificent Meat Feast Large Pizza ,Chicago Town Takeaway Stuffed Crust Magni…690g,£4.99,£7.23 per kg,
Chicago Town Tiger Crust Cheese Medley,Chicago Town Tiger Crust Cheese Medley305g,£3.99,£13.08 per kg,
Chicago Town Tiger Crust Cheesy Ham & Bacon Pizza,Chicago Town Tiger Crust Ch…315g,£3.99,£12.67 per kg,
 Chicago Town Tiger Crust Double Pepperoni, Chicago Town Tiger Crust Double Pepperoni320g,£3.99,£12.47 per kg,
Chicago Town Tiger Crust Garlic Bread Cheesy ,Chicago Town Tiger Crust Garlic Bread Cheesy 258g,£3,£1.16 per 100g,
Chicago Town Tomato Stuffed Crust Takeaway Honey BBQ Salami ,Chicago Town Tomato Stuffed Crust T…635g,£4.99,78.6p per 100g,
Chicago Town Tomato Stuffed Crust Vegan Pizza,Chicago Town Tomato Stuffed Crust Vegan Pizza500g,£3.75,£7.50 per kg,
Chicago Town Triple Cheese & Tomato Pizza,Chicago Town Triple Cheese & Tomato Pizza250g,£1.99,79.6p per 100g,
Cooks Pie & Mash,Cooks Pie & Mash450g,£2.95,£6.56 per kg,
Cornetto Classico Ice cream Cone 6 Pack,Cornetto Classico Ice cream Cone 6 Pack540ml,£3.29,60.9p per 100ml,Buy 2 for £5
Cornetto Soft Cookie And Chocolate Ice Cream Sticks ,Cornetto Soft Cookie And Choc…560ml,£3,53.6p per 100ml,
Cornetto Soft Strawberry Ice Cream Cones,Cornetto Soft Strawberry Ice Cream Cones4 x 140ml,£3.50,62.5p per 100ml,
Cornetto Strawberry Ice cream cone,Cornetto Strawberry Ice cream cone540ml,£3.29,60.9p per 100ml,Buy 2 for £5
Crosta & Mollica Margherita Sour Dough Pizza,Crosta & Mollica Marghe…2 per pack,£4.75,£2.38 each,"Offer price £4.75, was £5.25"
Crosta & Mollica Stromboli Sour Dough Pizza,Crosta & Mollica Stromboli Sour Dough Pizza2 per pack,£4.75,£2.38 each,"Offer price £4.75, was £5.25"
Daim Chocolate Cake With Crunchy Caramel ,Daim Chocolate Cake With Crunchy Caramel 400g,£3.99,99.8p per 100g,
Del Monte 100% Orange Ice Lollies,Del Monte 100% Orange Ice Lollies3 x 75ml,£2.29,£1.02 per 100ml,Buy 2 for £4
Doughlicious Dough-Chi Chocolate Chip 6 Pieces,Doughlicious Dough-Chi Chocolate Chip 6 Pieces204g,£4.49,£2.20 per 100g,
Doughlicious Dough-Chi Chocolate Truffle,Doughlicious Dough-Chi Chocolate Truffle6 x 34g,£4.49,£2.20 per 100g,
Doughlicious Dough-Chi Dulce De Leche Pieces,Doughlicious Dough-Chi Dulce De Leche Pieces6 x 204g,£4.49,36.7p per 100g,
Doughlicious Dough-Chi Strawberry Eton Mess 6 Pieces,Doughlicious Dough-Chi Strawb…204g,£4.49,£2.20 per 100g,
Dr. Oetker Ristorante Gluten Free Mozzarella Pizza,Dr. Oetker Ristorante Glute…370g,£3.50,£9.46 per kg,"Offer price £3.50, was £3.80"
Dr. Oetker Ristorante Hawaii Pizza,Dr. Oetker Ristorante Hawaii Pizza355g,£2,£5.64 per kg,"Offer price £2, was £2.99"
Dr. Oetker Ristorante Margherita Pomodori Vegan Pizza,Dr. Oetker Ristorante Margher…340g,£3.25,£9.56 per kg,
Dr. Oetker Ristorante Mozzarella Pizza,Dr. Oetker Ristorante Mozzarella Pizza335g,£2,£5.97 per kg,"Offer price £2, was £2.99"
Dr. Oetker Ristorante Pepperoni-Salame Pizza,Dr. Oetker Ristorante Pepperoni-Salame Pizza320g,£2,£6.25 per kg,"Offer price £2, was £2.99"
Dr. Oetker Ristorante Pollo Pizza,Dr. Oetker Ristorante Pollo Pizza355g,£2,£5.64 per kg,"Offer price £2, was £2.99"
Dr. Oetker Ristorante Speciale Pizza,Dr. Oetker Ristorante Speciale Pizza330g,£2,£6.06 per kg,"Offer price £2, was £2.99"
Dr Oetker The Good Baker Meat Free Chicken Style ,Dr Oetker The Good Baker Meat Free Chicken Style 340g,£3.50,£1.03 per 100g,
Dr. Oetker The Good Baker Stonebaked Sourdough Vegetable Pizza,Dr. Oetker The Good Baker Stonebake…390g,£3.50,£8.97 per kg,
Easibake Gluten Free Garlic Bread Baguette With Garlic & Parsley,Easibake Gluten Free Garlic Bread Bag…170g,£2.29,£1.35 per 100g,
Equi's Lees' Snowball Ice Cream,Equi's Lees' Snowball Ice Cream500ml,£3.99,79.8p per 100ml,
Extreme Exotic Mango & Passionfruit Ice Cream Cones,Extreme Exotic Mango & Passio…4 x 118ml,£3.49,73.9p per 100ml,Buy 2 for £5
Extreme Salted Caramel & White Chocolate Ice Cream Cones,Extreme Salted Caramel & White…4 x 120ml,£3.49,72.7p per 100ml,Buy 2 for £5
Fab Strawberry Ice Lollies,Fab Strawberry Ice Lollies6 x 58ml,£2.29,65.8p per 100ml,Buy 2 for £4
Feast Chocolate Ice Cream ,Feast Chocolate Ice Cream 90ml,£1.20,£1.33 per 100ml,
Feast Original Ice Cream Sticks,Feast Original Ice Cream Sticks4 x 90ml,£2.99,83.1p per 100ml,Buy 2 for £5
Ferrero Raffaello Coconut Ice Cream Sticks Multipack,Ferrero Raffaello Coconut Ice Cream Sticks Multipack4 x 47g,£4.75,£2.53 per 100g,
Ferrero Rocher Classic Milk Chocolate & Hazelnut Ice Cream Sticks Multipack,Ferrero Rocher Classic Milk Chocolate & Hazel…4 x 50g,£4.75,£2.38 per 100g,
Ferrero Rocher Dark Chocolate & Hazelnut Ice Cream Sticks Multipack,Ferrero Rocher Dark Chocolate & Hazelnu…4 x 50g,£4.75,£2.38 per 100g,
Gastro 2 Lemon & Pepper Fish,Gastro 2 Lemon & Pepper Fish270g,£4.75,£17.59 per kg,
Genius Gluten Free Denby Dale Gluten Free Chicken Pie,Genius Gluten Free Denby Dale…320g,£3.79,£11.84 per kg,Buy 2 for £6.30
Genius Gluten Free Sausage Rolls ,Genius Gluten Free Sausage Rolls 2 x 100g,£2.69,£13.45 per kg,
Genius Roasted Vegetable Quiche 2 Pack,Genius Roasted Vegetable Quiche 2 Pack320g,£3.19,£9.97 per kg,
Gino's Battered Chicken Nuggets,Gino's Battered Chicken Nuggets500g,£2.25,£4.50 per kg,
Ginos Breaded Chicken Nuggets,Ginos Breaded Chicken Nuggets500g,£2.19,£4.38 per kg,
Gino's Southern Fried Chicken Popcorn,Gino's Southern Fried Chicken Popcorn500g,£2.25,£4.50 per kg,
Glenhaven Shredded Plain Chicken,Glenhaven Shredded Plain Chicken320g,£2.79,£8.72 per kg,"Offer price £2.79, was £3"
Glenhaven Shredded Salt & Chilli Chicken,Glenhaven Shredded Salt & Chilli Chicken320g,£2.79,£8.72 per kg,"Offer price £2.79, was £3"
Goodfella's 2 Triple Cheese Pizza Pockets,Goodfella's 2 Triple Cheese Pizza Pockets2 x 250g,£2.29,£4.58 per kg,
Goodfella's Deep Pan Baked Pepperoni Pizza,Goodfella's Deep Pan Baked Pepperoni Pizza411g,£2.50,60.8p per 100g,"Buy 3, Get 25% Off"
Goodfella's Deep Pan Cheese Pizza,Goodfella's Deep Pan Cheese Pizza421g,£2.50,£5.94 per kg,"Buy 3, Get 25% Off"
Goodfella's Gluten Free Margherita Pizza,Goodfella's Gluten Free Margherita Pizza328g,£4,£12.20 per kg,
Goodfella's Stonebaked Thin Cheese & Ham Pizza,Goodfella's Stonebaked Thin Cheese & Ham Pizza351g,£3.39,96.6p per 100g,
Goodfella's Stonebaked Thin Chicken Pizza,Goodfella's Stonebaked Thin Chicken Pizza365g,£3.39,£9.29 per kg,
Goodfella's Stonebaked Thin Italian Hot Pizza,Goodfella's Stonebaked Thin Italian Hot Pizza353g,£3,£8.50 per kg,
Goodfella's Stonebaked Thin Margherita Pizza,Goodfella's Stonebaked Thin Margherita Pizza345g,£3.39,£9.83 per kg,
Goodfella's Stonebaked Thin Pepperoni Pizza,Goodfella's Stonebaked Thin Pepperoni Pizza332g,£3.39,£1.02 per 100g,
Goodfella's Takeaway Meat Feast Pizza,Goodfella's Takeaway Meat Feast Pizza570g,£3.50,£6.14 per kg,"Offer price £3.50, was £4.99"
Goodfella's Takeaway Pepperoni Pizza,Goodfella's Takeaway Pepperoni Pizza524g,£3.50,66.8p per 100g,"Offer price £3.50, was £4.99"
GoodFella's Takeaway The Big Cheese Pizza,GoodFella's Takeaway The Big Cheese Pizza555g,£3.50,£6.31 per kg,"Offer price £3.50, was £4.99"
Griddle 6 Wholegrain Waffles Choc Chip,Griddle 6 Wholegrain Waffles Choc Chip200g,£2.79,£1.40 per 100g,
Haagen-Dazs Belgian Chocolate Ice Cream,Haagen-Dazs Belgian Chocolate Ice Cream460ml,£5.19,£1.13 per 100ml,
Haagen-Dazs Caramel Collection Ice Cream Mini Cups,Haagen-Dazs Caramel Collect…4 x 95ml,£3.50,92.1p per 100ml,"Offer price £3.50, was £4.79"
Haagen-Dazs Fruit Collection Ice Cream Mini Cups Ice Cream,Haagen-Dazs Fruit Collection Ice…4 x 95ml,£3.50,92.1p per 100ml,"Offer price £3.50, was £4.79"
Haagen-Dazs Gelato 150 Calories Caramel Swirl ,Haagen-Dazs Gelato 150 Calories Caramel Swirl 460ml,£3.50,75.8p per 100ml,"Offer price £3.50, was £4.99"
Haagen-Dazs Gelato 150 Calories Caramel Swirl Ice Cream,Haagen-Dazs Gelato 150 Calories…4 x 95ml,£5.39,£1.42 per 100ml,
Haagen-Dazs Gelato 150 Calories Chocolate Drizzle Ice Cream,Haagen-Dazs Gelato 150 Calories C…4 x 95ml,£5.39,£1.42 per 100ml,
Haagen-Dazs Gelato 170 Calories Creamy Fudge Brownie ,Haagen-Dazs Gelato 170 Calori…4 x 95ml,£3.50,91.9p per 100ml,"Offer price £3.50, was £4.99"
Haagen-Dazs Salted Caramel Ice Cream,Haagen-Dazs Salted Caramel Ice Cream460ml,£5.19,£1.13 per 100ml,
Haagen-Dazs Strawberry & Cream Ice Cream,Haagen-Dazs Strawberry & Cream Ice Cream460ml,£5.19,£1.13 per 100ml,
Haagen-Dazs Vanilla Collection Ice Cream Mini Cups,Haagen-Dazs Vanilla Collect…4 x 95ml,£3.50,92.1p per 100ml,"Offer price £3.50, was £4.79"
Haagen-Dazs Vanilla Ice Cream,Haagen-Dazs Vanilla Ice Cream460ml,£5.19,£1.13 per 100ml,
Haagen Dazs Macaron Double Choc Ganache,Haagen Dazs Macaron Double Choc Ganache420ml,£3.50,83.1p per 100ml,"Offer price £3.50, was £5.59"
Haagen Dazs Macaron Strawberry & Raspberry,Haagen Dazs Macaron Strawberry & Raspberry420ml,£3.50,83.1p per 100ml,"Offer price £3.50, was £5.59"
Haagen Dazs Mini Cups Macaron Collection,Haagen Dazs Mini Cups Macaron Collection4 x 95ml,£3.50,92.2p per 100ml,"Offer price £3.50, was £5.59"
Haagen Dazs Watermelon & Strawberry,Haagen Dazs Watermelon & Strawberry460g,£5.19,£1.13 per 100g,
Halo Top Gooey Brownie Ice Cream,Halo Top Gooey Brownie Ice Cream473ml,£5.25,£1.11 per 100ml,
Halo Top Sea Salt Caramel Ice Cream,Halo Top Sea Salt Caramel Ice Cream473ml,£5.25,£11.10 per litre,
Hank & Joes Chicken Fillets,Hank & Joes Chicken Fillets1kg,£5.50,£5.50 per kg,
Heinz Beanz Bowl Fragrant Coconut,Heinz Beanz Bowl Fragrant Coconut400g,£2.50,62.5p per 100g,Buy 2 for £4
Heinz Beanz Bowl Herby Tomato,Heinz Beanz Bowl Herby Tomato440g,£2.50,56.8p per 100g,Buy 2 for £4
Heinz Beanz Bowl Smoky Chilli,Heinz Beanz Bowl Smoky Chilli410g,£2.50,61p per 100g,Buy 2 for £4
Heinz Beanz Burgerz Italian Style,Heinz Beanz Burgerz Italian Style2 x 180g,£2.50,69.4p per 100g,Buy 2 for £4
Heinz Beanz Burgerz Original,Heinz Beanz Burgerz Original2 x 180g,£2.50,69.4p per 100g,Buy 2 for £4
Heinz Beanz Burgerz Texan Style,Heinz Beanz Burgerz Texan Style2 x 180g,£2.50,69.4p per 100g,Buy 2 for £4
Hershey's Cookies N Creme Stick,Hershey's Cookies N Creme Stick3 x 90ml,£3.79,£1.40 per 100ml,
Holland's 2 Chicken Balti Pies,Holland's 2 Chicken Balti Pies2 x 440g,£3.25,36.9p per 100g,
Holland's Cheddar Cheese & Onion Pie,Holland's Cheddar Cheese & Onion Pie650g,£3.75,£5.77 per kg,
Holland's Cheese & Onion Pies,Holland's Cheese & Onion Pies740g,£3,£4.06 per kg,"Offer price £3, was £4"
Holland's Meat Pies,Holland's Meat Pies4 per pack,£3,75p each,"Offer price £3, was £4"
Hollands Minced Beef & Onion Pie ,Hollands Minced Beef & Onion Pie 650g,£3.75,£5.77 per kg,
Holland's Potato & Meat Pies,Holland's Potato & Meat Pies4 x 184g,£3,£4.07 per kg,"Offer price £3, was £4"
Holland's Steak & Kidney Puddings,Holland's Steak & Kidney Puddings4 x 173g,£3,£4.34 per kg,"Offer price £3, was £4"
Hortex Carrot With Peas ,Hortex Carrot With Peas 400g,£1,£2.50 per kg,
Hortex Stir-Fry Vegetables With Herbs And Red Pepper ,Hortex Stir-Fry Vegetables Wi…400g,£1.50,£3.75 per kg,
Hortex Stir-Fry Vegetables With Italian Seasoning ,Hortex Stir-Fry Vegetables With Italian Seasoning 400g,£2,£5.00 per kg,
Hortex Stir-Fry Vegetables With Oriental Seasoning ,Hortex Stir-Fry Vegetables With Oriental Seasoning 400g,£2,£5.00 per kg,
Humza Chicken Samosa,Humza Chicken Samosa20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Humza Chicken Spring Roll,Humza Chicken Spring Roll20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Humza Meat Samosa,Humza Meat Samosa20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Humza Meat Spring Roll,Humza Meat Spring Roll20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Humza Veg Samosa,Humza Veg Samosa20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Humza Veg Spring Roll,Humza Veg Spring Roll20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
 Hungry Joe's BBQ Chicken Melt, Hungry Joe's BBQ Chicken Melt550g,£2.59,£4.71 per kg,
Hungry Joe's Mighty Meatball Pasta Feast ,Hungry Joe's Mighty Meatball Pasta Feast 550g,£2.59,47.1p per 100g,
Hungry Joe's Triple Cheese & Pepperoni Lasagne,Hungry Joe's Triple Cheese & Pepperoni Lasagne550g,£2.59,47.1p per 100g,
Ice Club Classic Ice Cubes,Ice Club Classic Ice Cubes1.8kg,£1.15,63.9p per kg,"Offer price £1.15, was £1.25"
Ice Club Crushed Ice,Ice Club Crushed Ice1.8kg,£1.15,63.9p per kg,"Offer price £1.15, was £1.25"
Itsu 6 Teriyaki Chicken Bao Buns,Itsu 6 Teriyaki Chicken Bao Buns270g,£3.95,£1.46 per 100g,
Itsu Chicken Gyoza Japanese Dumplings,Itsu Chicken Gyoza Japanese Dumplings240g,£4.25,£17.71 per kg,
Itsu Hoisin Duck 6 Bao Buns ,Itsu Hoisin Duck 6 Bao Buns 270g,£4.25,£15.74 per kg,
Itsu Korean BBQ Beef Gyoza,Itsu Korean BBQ Beef Gyoza240g,£4.25,£1.77 per 100g,
Itsu Prawn Gyoza Japanese Dumplings,Itsu Prawn Gyoza Japanese Dumplings240g,£4.25,£17.71 per kg,
Itsu Sizzling Pork Gyoza Japanese Dumplings,Itsu Sizzling Pork Gyoza Japanese Dumplings240g,£4.25,£1.77 per 100g,
Itsu Vegetable Fusion Gyoza,Itsu Vegetable Fusion Gyoza270g,£4.25,£1.57 per 100g,
Jude's Low Calorie Vanilla & Salted Caramel Mini Tubs ,Jude's Low Calorie Vanilla & Sa…4 x 95ml,£4.80,£1.26 per 100ml,
Jude's Mini's Assorted Belgian Chocolate Minis ,Jude's Mini's Assorted Belgian Chocolate Minis 6 x 50ml,£4,£1.33 per 100ml,
Jude's Salted Caramel Ice Cream,Jude's Salted Caramel Ice Cream460ml,£2.75,59.8p per 100ml,"Offer price £2.75, was £4.30"
Jude's Vanilla Clotted Cream ,Jude's Vanilla Clotted Cream 460ml,£2.75,59.8p per 100ml,"Offer price £2.75, was £4.30"
Jus-Rol Puff Pastry Block,Jus-Rol Puff Pastry Block500g,£1.59,£3.18 per kg,
Jus Rol Frozen Filo Pastry Ready Rollled Sheets x7,Jus Rol Frozen Filo Pastry Ready Rollled Sheets x7270g,£2,74.1p per 100g,
Jus Rol Puff Pastry Ready Rolled Sheet,Jus Rol Puff Pastry Ready Rolled Sheet320g,£1.25,£3.91 per kg,"Offer price £1.25, was £1.75"
Jus Rol Shortcrust Pastry Block,Jus Rol Shortcrust Pastry Block500g,£1.59,£3.18 per kg,
Jus Rol Shortcrust Pastry Ready Rolled Sheet,Jus Rol Shortcrust Pastry Ready Rolled Sheet320g,£1.25,£3.91 per kg,"Offer price £1.25, was £1.75"
Jus Rol Vol Au Vent 18 Medium,Jus Rol Vol Au Vent 18 Medium313g,£2.49,£7.96 per kg,
Kelly's Cornish Clotted Cream & British Raspberry Ripple Ice Cream ,Kelly's Cornish Clotted Cream & British…950ml,£3.50,36.8p per 100ml,"Offer price £3.50, was £3.99"
Kelly's Cornish Clotted Ice Cream,Kelly's Cornish Clotted Ice Cream950ml,£3.50,36.8p per 100ml,"Offer price £3.50, was £3.99"
Kelly's Cornish Honeycomb Crunch Ice Cream,Kelly's Cornish Honeyco…950ml,£3.50,36.8p per 100ml,"Offer price £3.50, was £3.99"
Kelly's Vanilla Cornish Dairy Ice Cream,Kelly's Vanilla Cornish Dairy Ice Cream2L,£4.99,25p per 100ml,
Kershaws Classic Fish & Chips,Kershaws Classic Fish & Chips400g,£2.49,£6.23 per kg,Buy 3 for £6
Kershaws Classic Steaklet & Chips,Kershaws Classic Steaklet & Chips360g,£2.49,£6.92 per kg,Buy 3 for £6
Kershaws Classic Steak Pie & Chips,Kershaws Classic Steak Pie & Chips400g,£2.49,£6.23 per kg,Buy 3 for £6
Kershaws Homestyle Beef Dinner,Kershaws Homestyle Beef Dinner400g,£2.49,£6.23 per kg,Buy 3 for £6
Kershaws Homestyle Chicken Dinner,Kershaws Homestyle Chicken Dinner400g,£2.49,£6.23 per kg,Buy 3 for £6
Kershaws Homestyle Lamb Dinner,Kershaws Homestyle Lamb Dinner400g,£2.49,£6.23 per kg,Buy 3 for £6
Kershaws Homestyle Liver & Onions,Kershaws Homestyle Liver & Onions400g,£2.49,£6.23 per kg,Buy 3 for £6
Kershaws Sausage & Chips,Kershaws Sausage & Chips400g,£2.49,£6.23 per kg,Buy 3 for £6
 Kershaw's The All Day Big Breakfast, Kershaw's The All Day Big Breakfast400g,£2.49,£6.23 per kg,Buy 3 for £6
Kiltie Scampi Bites,Kiltie Scampi Bites400g,£2.50,£6.25 per kg,"Offer price £2.50, was £2.95"
Lagoon King Prawn Tails,Lagoon King Prawn Tails170g,£1.60,94.1p per 100g,
Lakeland Whole Duck (Minimum 1.9Kg) Serves 4-6,Lakeland Whole Duck (Mini…1.9kg,£5,£2.63 per kg,
Linda McCartney Mince,Linda McCartney Mince500g,£3.29,£6.58 per kg,
Linda McCartney's 2 Meat-Free Country Pies,Linda McCartney's 2 Meat-Free Country Pies280g,£2.50,£8.93 per kg,
Linda McCartney's 2 Vegetarian Chicken & Mushroom Pies,Linda McCartney's 2 Vegetarian…380g,£2.50,65.8p per 100g,
Linda McCartney's 2 Vegetarian Chicken Pesto Burgers,Linda McCartney's 2 Vegetaria…227g,£2.50,£1.10 per 100g,
Linda McCartney's 6 Vegetarian Chorizo & Red Pepper Sausages ,Linda McCartney's 6 Vegetarian Chor…270g,£1.50,£5.56 per kg,"Offer price £1.50, was £2.50"
Linda McCartney's 6 Vegetarian Lincolnshire Sausages ,Linda McCartney's 6 Vegetaria…300g,£1.50,50p per 100g,"Offer price £1.50, was £2.50"
Linda McCartney's 6 Vegetarian Sausages ,Linda McCartney's 6 Vegetarian Sausages 270g,£1.50,£5.56 per kg,"Offer price £1.50, was £2.50"
Linda McCartney's Cheese Leek & Red Onion Plaits,Linda McCartney's Cheese Leek & Red Onion Plaits2 x 170g,£2.25,£6.62 per kg,
Linda McCartney's Family Value Vegetarian Burgers,Linda McCartney's Family Value Vegetarian Burgers400g,£3,£7.50 per kg,
Linda McCartney's Family Value Vegetarian Meatballs,Linda McCartney's Family Valu…399g,£3,£7.52 per kg,
Linda McCartney's Family Value Vegetarian Nuggets ,Linda McCartney's Family Value Vegetarian Nuggets 460g,£3,£6.52 per kg,
Linda McCartney's Family Value Vegetarian Sausages ,Linda McCartney's Family Valu…450g,£3,£6.67 per kg,
Linda McCartney's Mozzarella Quarter Pounder Burger,Linda McCartney's Mozzarella…2 x 113g,£2.50,£11.06 per kg,
Linda McCartney's Sausage Rolls    ,Linda McCartney's Sausage Rolls    342g,£2.50,£7.31 per kg,
Linda McCartney's Vegetable Chicken Pieces ,Linda McCartney's Vegetable Chicken Pieces 300g,£2.49,£8.30 per kg,
Linda McCartney's Vegetarian Fish Fingers,Linda McCartney's Vegetarian Fish Fingers320g,£3,£9.38 per kg,
Linda McCartney's Vegetarian Quarter Pounder,Linda McCartney's Veget…227g,£2.50,£11.01 per kg,
Linda McCartney's Vegetarian Tomato & Basil Meatballs,Linda McCartney's Vegetarian…292g,£2.50,£8.56 per kg,
Little Moons Coconut Mochi Ice Cream,Little Moons Coconut Mochi Ice Cream6 x 32g,£4.99,£2.60 per 100g,
Little Moons Himalayan Salted Caramel Ice Cream Mochi,Little Moons Himalayan Salted…6 x 32g,£4.99,£2.60 per 100g,
Little Moons Honey Roasted Pistachio Mochi Ice Cream,Little Moons Honey Roasted Pi…6 x 32g,£4.99,£2.60 per 100g,
Little Moons Mochi Ice Cream Golden Blond Chocolate ,Little Moons Mochi Ice Cream…192g,£4.99,£2.60 per 100g,
Little Moons Mochi Ice Cream Iced Latte,Little Moons Mochi Ice Cream Iced Latte6 x 32g,£4.99,£2.60 per 100g,
Little Moons Mochi Ice Cream Italian Hazelnut,Little Moons Mochi Ice Cream Italian Hazelnut192g,£4.99,£2.60 per 100g,
Little Moons Mochi Sorbet Pineapple And Mandarin Refresho's,Little Moons Mochi Sorbet Pineapp…6 x 32g,£3.50,£1.82 per 100g,"Offer price £3.50, was £4.99"
Little Moons Mochi Sorbet Very Berry Refresho's,Little Moons Mochi Sorbet Very Berry Refresho's6 x 32g,£3.50,£1.82 per 100g,"Offer price £3.50, was £4.99"
Little Moons Passionfruit & Mango Mochi Ice Cream,Little Moons Passionfruit & Mango Mochi Ice Cream6 x 32g,£4.99,£2.60 per 100g,
Little Moons Raspberry Ice Cream Mochi,Little Moons Raspberry Ice Cream Mochi6 x 32g,£4.99,£2.60 per 100g,
Lotus Biscoff Ice Cream Sticks x 3,Lotus Biscoff Ice Cream Sticks x 33 x 90ml,£3.99,£1.48 per 100ml,
Lotus Biscoff Ice Cream Tub ,Lotus Biscoff Ice Cream Tub 460ml,£3,65.2p per 100ml,"Offer price £3, was £3.99"
Lotus Biscoff Mini Ice Cream Sticks ,Lotus Biscoff Mini Ice Cream Sticks 6 x 60ml,£4,£1.11 per 100ml,
Lotus Biscoff White Chocolate Ice Cream Sticks ,Lotus Biscoff White Choco…3 x 90ml,£4,£1.48 per 100ml,
Mackie's Mini Collection Ice Cream Pack,Mackie's Mini Collection Ice Cream Pack4 x 120ml,£4,83.3p per 100ml,
Mackie's Strawberry Swirl Real Dairy Ice Cream,Mackie's Strawberry Swirl Real Dairy Ice Cream1L,£2.20,22p per 100ml,"Offer price £2.20, was £2.99"
Mackies Traditional Real Dairy Ice Cream,Mackies Traditional Real Dairy Ice Cream1L,£2.20,22p per 100ml,"Offer price £2.20, was £3.29"
Magnum Almond Ice Cream Sticks,Magnum Almond Ice Cream Sticks3 x 100ml,£3.29,£1.10 per 100ml,
Magnum Caramel Billion Ice Cream Sticks ,Magnum Caramel Billion Ice Cream Sticks 3 x 85ml,£3.99,£1.56 per 100ml,
Magnum Classic Chocolate Ice Cream Sticks,Magnum Classic Chocol…3 x 100ml,£3.29,£1.10 per 100ml,
Magnum Classic Chocolate Ice Cream Sticks,Magnum Classic Chocol…6 x 100ml,£4.50,75p per 100ml,"Offer price £4.50, was £5.99"
Magnum Double Caramel Ice Cream Sticks,Magnum Double Caramel Ice Cream Sticks3 x 100ml,£3.99,£1.33 per 100ml,
Magnum Double Raspberry Ice Cream Sticks,Magnum Double Raspber…3 x 100ml,£3.99,£1.33 per 100ml,
"Magnum Double Starchaser Chocolate, Caramel, Popcorn Flavour Ice Cream",Magnum Double Starchaser Choc…3 x 85ml,£3.99,£1.56 per 100ml,
"Magnum Double Sunlover White Chocolate, Mango, Coconut Ice Cream Sticks","Magnum Double Sunlover White Chocolate, M…3 x 85ml",£3.99,£1.56 per 100ml,
"Magnum Mini Classic, Almond & White Ice Cream ","Magnum Mini Classic, Almo…6 x 55ml",£4.25,£1.29 per 100ml,
Magnum Mini Classic Chocolate Ice Cream Sticks,Magnum Mini Classic Choco…6 x 55ml,£4.25,£1.29 per 100ml,
Magnum Mini Classic Mint,Magnum Mini Classic Mint330ml,£4.25,£1.29 per 100ml,
Magnum Mini Double Caramel Almond & Caramel Billionaire Ice Cream Sticks,Magnum Mini Double Caramel Almo…6 x 55ml,£4.99,£1.51 per 100ml,
Magnum Mint Ice Cream Sticks,Magnum Mint Ice Cream Sticks3 x 100ml,£3.29,£1.10 per 100ml,
Magnum Salted Caramel Ice Cream Sticks,Magnum Salted Caramel Ice Cream Sticks3 x 100ml,£3.29,£1.10 per 100ml,
Magnum Vegan Classic Chocolate Ice Cream Sticks ,Magnum Vegan Classic Chocol…3 x 90ml,£3,£1.11 per 100ml,"Offer price £3, was £3.99"
Magnum White Chocolate Ice Cream Sticks,Magnum White Chocolate Ice Cream Sticks3 x 100ml,£3.29,£1.10 per 100ml,
Magnum White Chocolate Ice Cream Sticks,Magnum White Chocolate Ice Cream Sticks6 x 100ml,£4.50,75p per 100ml,"Offer price £4.50, was £5.99"
Magnum White Ice Cream,Magnum White Ice Cream110ml,£1.60,£1.45 per 100ml,
Mars 4 pack Ice Cream Bars,Mars 4 pack Ice Cream Bars204ml,£2.49,£1.22 per 100ml,Buy 2 for £4
Mccain Baked Frozen Jacket Potatoes 8 Pack,Mccain Baked Frozen Jacket Potatoes 8 Pack1.6kg,£5.29,£3.31 per kg,
McCain Crispy French Fries ,McCain Crispy French Fries 1.4kg,£3,£2.14 per kg,"Offer price £3, was £3.99"
McCain Crispy French Fries ,McCain Crispy French Fries 900g,£3.19,£3.54 per kg,
Mccain Crispy Sweet Potato Fries,Mccain Crispy Sweet Potato Fries500g,£3.29,£6.58 per kg,Buy 2 for £5
McCain Flavour Maker Fries Salt & Pepper,McCain Flavour Maker Fries Salt & Pepper762g,£3.49,45.8p per 100g,
McCain Frozen Hash Browns,McCain Frozen Hash Browns625g,£2.69,£4.30 per kg,
McCain Frozen Potato Croquettes,McCain Frozen Potato Croquettes550g,£2.49,£4.53 per kg,
McCain Frozen Triple Cooked Gastro Chips,McCain Frozen Triple Cooked Gastro Chips700g,£3.49,£4.99 per kg,Buy 2 for £5
McCain Gastro Chips,McCain Gastro Chips1.2kg,£4.59,£3.83 per kg,
McCain Gluten Free Crispy Skin On Fries,McCain Gluten Free Crispy Skin On Fries800g,£3.49,£4.36 per kg,Buy 2 for £5
McCain Home Chips ,McCain Home Chips 2.1kg,£4.79,£2.28 per kg,
McCain Home Chips Chunky,McCain Home Chips Chunky1kg,£2,20p per 100g,"Offer price £2, was £2.99"
