name,Price Per Unit,Price Per Measure,Promotion
Hovis Soft White Medium Bread,Hovis Soft White Medium Bread800g,£1.45,18.1p per 100g,Buy 2 for £2.50
Hovis Soft White Thick Bread ,Hovis Soft White Thick Bread 800g,£1.45,18.1p per 100g,Buy 2 for £2.50
Hovis Tasty Wholemeal Bread ,Hovis Tasty Wholemeal Bread 400g,£1.29,32.3p per 100g,
Hovis Tasty Wholemeal Medium Bread,Hovis Tasty Wholemeal Medium Bread800g,£1.45,18.1p per 100g,Buy 2 for £2.50
Hovis Tasty Wholemeal Thick Bread,Hovis Tasty Wholemeal Thick Bread800g,£1.45,18.1p per 100g,Buy 2 for £2.50
Humza Chicken Charcoal Kebabs,Humza Chicken Charcoal Kebabs400g,£3.25,£8.13 per kg,
Humza Chicken Samosa,Humza Chicken Samosa20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Humza Chicken Spring Roll,Humza Chicken Spring Roll20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Humza Meat Charcoal Kebabs,Humza Meat Charcoal Kebabs400g,£3.25,£8.13 per kg,
Humza Meat Samosa,Humza Meat Samosa20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Humza Meat Spring Roll,Humza Meat Spring Roll20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Humza Veg Samosa,Humza Veg Samosa20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Humza Veg Spring Roll,Humza Veg Spring Roll20 x 650g,£4.50,3.5p per 100g,Buy 2 for £8
Indo Mie Mi Goreng Stir Fry Noodles ,Indo Mie Mi Goreng Stir Fry Noodles 80g,69p,£8.63 per kg,
Indus Achar Gosht ,Indus Achar Gosht 50g,£1,£2.00 per 100g,
Indus Biryani Masala ,Indus Biryani Masala 50g,£1,£2.00 per 100g,
Indus Bombay Biryani ,Indus Bombay Biryani 50g,£1,£2.00 per 100g,
Indus Chaat Masala ,Indus Chaat Masala 50g,£1,£2.00 per 100g,
Indus Chicken Tikka Spice ,Indus Chicken Tikka Spice 50g,£1,£2.00 per 100g,
Indus Chilli Sauce,Indus Chilli Sauce422g,£1.75,41.5p per 100g,
Indus Fish Masala ,Indus Fish Masala 50g,£1,£2.00 per 100g,
Indus Garlic Paste,Indus Garlic Paste750g,£2.50,33.3p per 100g,"Offer price £2.50, was £3"
Indus Ginger & Garlic Paste,Indus Ginger & Garlic Paste750g,£2.50,33.3p per 100g,"Offer price £2.50, was £3"
Indus Ginger & Garlic Paste,Indus Ginger & Garlic Paste340g,£1.60,47.1p per 100g,
Indus Ginger Paste,Indus Ginger Paste340g,£1.60,47.1p per 100g,
Indus Ginger Paste,Indus Ginger Paste750g,£2.50,33.3p per 100g,"Offer price £2.50, was £3"
Indus Gram Flour,Indus Gram Flour3kg,£4,£1.33 per kg,
Indus Himalayan Pink Salt,Indus Himalayan Pink Salt400g,£1.45,£3.63 per kg,
Indus Imlee Tamarind Sauce,Indus Imlee Tamarind Sauce442g,£1.75,39.6p per 100g,
Indus Karahi Fry Gosht ,Indus Karahi Fry Gosht 50g,£1,£2.00 per 100g,
Indus Kebab House Chilli Sauce,Indus Kebab House Chilli Sauce422ml,£1.75,41.5p per 100ml,
Indus Korma Masala ,Indus Korma Masala 50g,£1,£2.00 per 100g,
Indus Medium Chapatti Flour,Indus Medium Chapatti Flour10kg,£6.50,65p per kg,"Offer price £6.50, was £7.99"
Indus Qeema Masala ,Indus Qeema Masala 50g,£1,£2.00 per 100g,
Indus Sindhi Biryani ,Indus Sindhi Biryani 50g,£1,£2.00 per 100g,
Indus Spicy Mango Chutney,Indus Spicy Mango Chutney422g,£1.75,41.5p per 100g,
Indus Yoghurt & Mint Sauce,Indus Yoghurt & Mint Sauce422g,£1.75,41.5p per 100g,
Irwin's Together Fruit Loaf ,Irwin's Together Fruit Loaf 400g,£1.79,44.8p per 100g,
Irwin's Together Mini Soda Breads,Irwin's Together Mini Soda Breads4 per pack,£1.39,34.8p each,
Irwin's Together Potato Breads,Irwin's Together Potato Breads4 per pack,£1.49,37.3p each,
Island Delight Chicken Jamaican Spicy Pattie    ,Island Delight Chicken Jamaican Spicy Pattie    4 x 140g,£2.75,£4.91 per kg,
Island Delight Chilli Beef Jamaican Pattie,Island Delight Chilli Beef Jamaican Pattie140g,99p,70.7p per 100g,
Island Delight Curried Lamb Jamaican Pattie ,Island Delight Curried Lamb Jamaican Pattie 140g,99p,70.7p per 100g,
Island Delight Jamaican Brown Stew Lamb With Rice,Island Delight Jamaican Bro…400g,£3.75,93.8p per 100g,
Island Delight Jerk Chicken Pattie,Island Delight Jerk Chicken Pattie140g,99p,70.7p per 100g,
Island Delight Spicy Jerk Chicken With Rice,Island Delight Spicy Jerk Chicken With Rice400g,£3.75,93.8p per 100g,
Island Delight Spicy Mutton Curry With Rice,Island Delight Spicy Mutton Curry With Rice400g,£3.75,£9.38 per kg,
Island Delight Spicy Vegetable Jamaican Pattie,Island Delight Spicy Vegetable Jamaican Pattie140g,99p,70.7p per 100g,
Island Sun Coarse Semolina,Island Sun Coarse Semolina500g,£1,£2.00 per kg,
Island Sun       Coconut Milk     ,Island Sun       Coconut Milk     400ml,£1,£2.50 per litre,
Island Sun Cornmeal Coarse,Island Sun Cornmeal Coarse500g,85p,£1.70 per kg,
Island Sun Easy Cook Rice,Island Sun Easy Cook Rice5kg,£6.99,£1.40 per kg,
Island Sun Gari,Island Sun Gari500g,£1,£2.00 per kg,
Island Sun Long Grain Rice,Island Sun Long Grain Rice5kg,£6.15,£1.23 per kg,
Island Sun Mackerel In Brine ,Island Sun Mackerel In Brine 425g,£1.89,£4.45 per kg,
Iwisa Super Maize Meal ,Iwisa Super Maize Meal 5kg,£9,£1.80 per kg,
J-Basket Seaweed Crisps Pumpkin Sesame,J-Basket Seaweed Crisps Pumpkin Sesame35g,£1.50,£4.29 per 100g,
Jahan Breaded Chicken Strips ,Jahan Breaded Chicken Strips 500g,£2.50,£5.00 per kg,
Jahan Chicken Breast Fillets,Jahan Chicken Breast Fillets1kg,£5.25,£5.25 per kg,
Jahan Dinosaur Chicken Bites,Jahan Dinosaur Chicken Bites400g,£2.79,£6.98 per kg,
Jahan Doner Kebab,Jahan Doner Kebab600g,£2.25,£3.75 per kg,
Jahan Hot & Spicy Chicken Strips,Jahan Hot & Spicy Chicken Strips500g,£2.50,£5.00 per kg,
Jahan Peri Peri Chicken Strips,Jahan Peri Peri Chicken Strips500g,£2.85,£5.70 per kg,
Jahan Southern Fried Chicken Strips,Jahan Southern Fried Chicken Strips500g,£2.75,£5.50 per kg,
Jelly Belly American Classics,Jelly Belly American Classics70g,£1.75,£2.50 per 100g,
Jelly Belly Lemon Meringue Pie,Jelly Belly Lemon Meringue Pie70g,£1.75,£2.50 per 100g,
Jelly Belly Peanut Butter & Jelly,Jelly Belly Peanut Butter & Jelly70g,£1.75,£2.50 per 100g,
Juici Patties Beef Patties,Juici Patties Beef Patties540g,£3.75,69.4p per 100g,
Juici Patties Stew Peas Patties,Juici Patties Stew Peas Patties540g,£3.75,69.4p per 100g,
Jutrzenka Familijne Cocoa Wafers,Jutrzenka Familijne Cocoa Wafers180g,89p,49.4p per 100g,
Jutrzenka Family's Nut Wafers,Jutrzenka Family's Nut Wafers180g,89p,49.4p per 100g,
KA Sparkling Black Grape Juice Soft Drink,KA Sparkling Black Grape Juice Soft Drink2L,£1.50,7.5p per 100ml,"Offer price £1.50, was £1.69"
KA Sparkling Fruit Punch Soft Drink,KA Sparkling Fruit Punch Soft Drink2L,£1.50,7.5p per 100ml,"Offer price £1.50, was £1.69"
KA Sparkling Pineapple Juice Soft Drink,KA Sparkling Pineapple Juice Soft Drink2L,£1.50,7.5p per 100ml,"Offer price £1.50, was £1.69"
Kedem Concord Grape Juice      ,Kedem Concord Grape Juice      650ml,£3.25,50p per 100ml,
Kedem Light Concord Grape Juice,Kedem Light Concord Grape Juice650ml,£3.25,50p per 100ml,
Kedem Sparkling Concord Grape Juice,Kedem Sparkling Concord Grape Juice750ml,£4.99,66.5p per 100ml,
Kellogg's Just Right Flakes Cereal,Kellogg's Just Right Flakes Cereal500g,£3.50,70p per 100g,
Kellogg's Pop Tarts Frosted Chocotastic 380G,Kellogg's Pop Tarts Frosted Chocotastic 380G380g,£2.99,78.7p per 100g,
Kellogg's Pop Tarts Frosted Strawberry Sensation ,Kellogg's Pop Tarts Frosted…380g,£2.99,78.7p per 100g,
Kikkoman Naturally Brewed Soy ,Kikkoman Naturally Brewed Soy 150ml,£2.25,£1.50 per 100ml,"Offer price £2.25, was £2.99"
Kimura Ramune Original Flavour,Kimura Ramune Original Flavour200ml,£1.69,84.5p per 100ml,
Kinder Maxi King,Kinder Maxi King35g,80p,£2.29 per 100g,
Knoppers Milk & Hazelnut Wafers,Knoppers Milk & Hazelnut Wafers100g,£1.69,£1.69 per 100g,
Ko-Lee Go Mixed Vegetable Noodles,Ko-Lee Go Mixed Vegetable Noodles65g,£1,£15.38 per kg,
Ko-Lee Go Noodles Barbeque ,Ko-Lee Go Noodles Barbeque 65g,£1,£15.38 per kg,
Ko-Lee Instant Noodles Chicken Flavour,Ko-Lee Instant Noodles Chicken Flavour350g,£1.15,£3.29 per kg,
Ko-Lee Medium Egg Noodles,Ko-Lee Medium Egg Noodles375g,£1.50,£4.00 per kg,
Ko-Lee Thai Hot & Spicy Go Noodles ,Ko-Lee Thai Hot & Spicy Go Noodles 65g,£1,£15.38 per kg,
Ko-Lee Vermicelli Noodles,Ko-Lee Vermicelli Noodles200g,£1.39,£6.95 per kg,
Koikeya Original Premium Japanese Potato Chips Teriyaki,Koikeya Original Premium Japane…100g,£1.50,£1.50 per 100g,
Krakus Kabanos Smoked Pork Snack,Krakus Kabanos Smoked Pork Snack180g,£2.75,£1.53 per 100g,"Offer price £2.75, was £2.99"
Krakus Kabanosy,Krakus Kabanosy250g,£3.60,£1.44 per 100g,
Krakus Krakowska,Krakus Krakowska320g,£4.30,£1.34 per 100g,"Offer price £4.30, was £5"
Krakus Pickled Dill Cucumbers ,Krakus Pickled Dill Cucumbers 450g,£2.09,46.4p per 100g,
Krakus Sauerkraut       ,Krakus Sauerkraut       900g,£1.59,17.7p per 100g,
Krakus Zywiecka Polish Cooked And Dried Pork Sausage,Krakus Zywiecka Polish Cooked…286g,£3,£1.05 per 100g,
Krasnystaw Zsiadle Mleko,Krasnystaw Zsiadle Mleko500ml,£1.19,23.8p per 100ml,
KTC 100% Pure Castor Oil,KTC 100% Pure Castor Oil250ml,£2,80p per 100ml,
KTC 100% Pure Coconut Cooking Oil,KTC 100% Pure Coconut Cooking Oil650ml,£3.50,53.8p per 100ml,
KTC 100% Pure Coconut Oil,KTC 100% Pure Coconut Oil250ml,£2,80p per 100ml,
KTC 100% Pure Linseed Oil,KTC 100% Pure Linseed Oil250ml,£1.50,60p per 100ml,
KTC Alphonso Mango Pulp,KTC Alphonso Mango Pulp850g,£2.10,£2.47 per kg,"Offer price £2.10, was £2.50"
KTC Amla Hair Oil ,KTC Amla Hair Oil 165ml,£1.25,75.8p per 100ml,
KTC Blackeye Beans In Salted Water,KTC Blackeye Beans In Salted Water240g,65p,£2.71 per kg,
KTC Blended Pomace Oil,KTC Blended Pomace Oil1L,£3.20,32p per 100ml,"Offer price £3.20, was £3.25"
KTC Brown Chana In Salted Water,KTC Brown Chana In Salted Water240g,65p,£2.71 per kg,
KTC Brown Lentils ,KTC Brown Lentils 1kg,£2,£2.00 per kg,
KTC Butter Beans In Salted Water ,KTC Butter Beans In Salted Water 240g,65p,£2.71 per kg,
KTC Chambeli Hair Oil ,KTC Chambeli Hair Oil 165ml,£1.25,75.8p per 100ml,
KTC Chana Dal,KTC Chana Dal1kg,£2,£2.00 per kg,
KTC Chicken Fry Mix,KTC Chicken Fry Mix300g,£2.19,7.3p per 10g,
KTC Chick Peas,KTC Chick Peas1kg,£2,£2.00 per kg,
KTC Chick Peas In Salted Water ,KTC Chick Peas In Salted Water 240g,65p,£2.71 per kg,Buy 4 for £2
KTC Chilli Beans In Spicy Sauce ,KTC Chilli Beans In Spicy Sauce 240g,65p,£2.71 per kg,
KTC Chopped Tomatoes,KTC Chopped Tomatoes400g,65p,16.3p per 100g,Buy 4 for £2
KTC Coconut Oil      ,KTC Coconut Oil      500ml,£3.49,69.8p per 100ml,
KTC Crispy Fried Onions,KTC Crispy Fried Onions400g,£1.45,£3.63 per kg,"Offer price £1.45, was £1.49"
KTC Fine Cornmeal,KTC Fine Cornmeal375g,85p,£2.27 per kg,
KTC Fine Semolina,KTC Fine Semolina375g,80p,£2.13 per kg,"Offer price 80p, was 99p"
KTC Green Lentils,KTC Green Lentils1kg,£2,£2.00 per kg,
KTC Ground Rice,KTC Ground Rice500g,80p,£1.60 per kg,"Offer price 80p, was 89p"
KTC Hot & Spicy Chicken Mix,KTC Hot & Spicy Chicken Mix300g,£2,6.7p per 10g,"Offer price £2, was £2.09"
Ktc Hot & Spicy Chicken Mix ,Ktc Hot & Spicy Chicken Mix 700g,£3.50,50p per 100g,"Offer price £3.50, was £3.99"
KTC Jasmine Hair Oil,KTC Jasmine Hair Oil250ml,£2,80p per 100ml,
KTC Kesar Mango Pulp,KTC Kesar Mango Pulp850g,£2.25,£2.64 per kg,"Offer price £2.25, was £2.85"
KTC Kewra Water      ,KTC Kewra Water      190ml,90p,47.3p per 100ml,"Offer price 90p, was £1"
KTC Lemon Juice,KTC Lemon Juice250ml,70p,28p per 100ml,"Offer price 70p, was 75p"
KTC Lemon Juice,KTC Lemon Juice1L,£1.90,19p per 100ml,"Offer price £1.90, was £2"
KTC Lime Juice,KTC Lime Juice200ml,70p,35p per 100ml,"Offer price 70p, was 75p"
KTC Minced Garlic Paste,KTC Minced Garlic Paste210g,£1.35,64.3p per 100g,
KTC Minced Ginger & Garlic Paste ,KTC Minced Ginger & Garlic Paste 210g,£1.35,64.3p per 100g,
KTC Minced Ginger Paste,KTC Minced Ginger Paste210g,£1.45,69p per 100g,
KTC Mung Beans,KTC Mung Beans1kg,£2,£2.00 per kg,
KTC Mung Dal Yellow,KTC Mung Dal Yellow1kg,£2,£2.00 per kg,
KTC Original Chicken Mix,KTC Original Chicken Mix700g,£3.50,50p per 100g,"Offer price £3.50, was £3.99"
KTC Peri Peri Chicken Fry Mix,KTC Peri Peri Chicken Fry Mix700g,£3.50,50p per 100g,"Offer price £3.50, was £3.99"
KTC Plum Peeled Tomatoes,KTC Plum Peeled Tomatoes400g,65p,16.3p per 100g,Buy 4 for £2
KTC Pure Butter Ghee,KTC Pure Butter Ghee500g,£4.50,£9.00 per kg,"Offer price £4.50, was £5"
KTC Pure Corn Oil    ,KTC Pure Corn Oil    1L,£2.95,29.5p per 100ml,"Offer price £2.95, was £2.99"
KTC Rapeseed Oil,KTC Rapeseed Oil1L,£3.45,34.5p per 100ml,"Offer price £3.45, was £3.50"
Ktc Rapeseed Oil,Ktc Rapeseed Oil3L,£8.45,£2.81 per litre,"Offer price £8.45, was £8.50"
KTC Red Kidney Beans,KTC Red Kidney Beans1kg,£2,£2.00 per kg,
KTC Red Lentils,KTC Red Lentils1kg,£2,£2.00 per kg,
KTC Rice Flour,KTC Rice Flour500g,80p,£1.60 per kg,"Offer price 80p, was 89p"
KTC Rosecoco Beans In Salted Water,KTC Rosecoco Beans In Salted Water240g,65p,£2.71 per kg,
KTC Rose Water,KTC Rose Water190ml,£1.25,65.8p per 100ml,"Offer price £1.25, was £1.35"
KTC Spinach Puree In Salted Water,KTC Spinach Puree In Salted Water795g,£1.35,£1.70 per kg,
KTC Superfine Gram Flour,KTC Superfine Gram Flour2kg,£2.50,£1.25 per kg,"Offer price £2.50, was £2.99"
KTC Superfine Gram Flour       ,KTC Superfine Gram Flour       1kg,£1.35,£1.35 per kg,
KTC Taj Mahal Best Ghee,KTC Taj Mahal Best Ghee1kg,£2.85,28.5p per 100g,"Offer price £2.85, was £2.90"
KTC Vermicelli,KTC Vermicelli200g,69p,£3.45 per kg,
KTC White Kidney Beans In Salted Water,KTC White Kidney Beans In Salted Water240g,65p,£2.71 per kg,
Kubus Banana & Apple Mousse,Kubus Banana & Apple Mousse100g,75p,75p per 100g,
Kubus Banana & Apple Mousse,Kubus Banana & Apple Mousse100g,85p,85p per 100g,
Kucharek Vegetable Seasoning,Kucharek Vegetable Seasoning200g,70p,3.5p per 10g,"Offer price 70p, was 85p"
Kuchnia Polska Pickled Cucumbers,Kuchnia Polska Pickled Cucumbers700g,£1.95,27.9p per 100g,"Offer price £1.95, was £2.45"
Kvuzat Yavne Cucumbers In Brine,Kvuzat Yavne Cucumbers In Brine560g,£1.35,24.1p per 100g,
Kvuzat Yavne Cucumbers In Brine ,Kvuzat Yavne Cucumbers In Brine 560g,£1.99,35.5p per 100g,
La Festa Cappachino,La Festa Cappachino100g,95p,95p per 100g,
Laila Basmati Gluten Free Rice,Laila Basmati Gluten Free Rice10kg,£16.25,£1.63 per kg,
Laila Basmati Rice ,Laila Basmati Rice 5kg,£8.49,£1.70 per kg,
Laila Brown Basmati Rice,Laila Brown Basmati Rice2kg,£5.25,£2.63 per kg,
Laila Chilli & Garlic Sauce,Laila Chilli & Garlic Sauce1L,£1.70,17p per 100ml,Buy 2 for £3
Laila Easy Cook Long Grain Rice,Laila Easy Cook Long Grain Rice2kg,£3,£1.50 per kg,
Laila Gold Basmati Rice,Laila Gold Basmati Rice10kg,£14.50,£1.45 per kg,
Laila Piri Piri Sauce,Laila Piri Piri Sauce1L,£1.70,£1.70 per litre,Buy 2 for £3
Laila Pudding Rice,Laila Pudding Rice2kg,£3,£1.50 per kg,
Laila Sweet Chilli Sauce,Laila Sweet Chilli Sauce1000ml,£1.70,17p per 100ml,Buy 2 for £3
Lajkonik Paluszki Salty Sticks ,Lajkonik Paluszki Salty Sticks 200g,99p,49.5p per 100g,
Lajkonik Precelki Chrupkie,Lajkonik Precelki Chrupkie130g,£1,76.9p per 100g,
Lancashire Farm Greek Style Natural Yogurt ,Lancashire Farm Greek Style Natural Yogurt 1kg,£2.50,25p per 100g,"Offer price £2.50, was £2.75"
Lancashire Farm Natural Bio Yogurt,Lancashire Farm Natural Bio Yogurt1kg,£2.15,21.5p per 100g,
Landana Extra Mature Gouda ,Landana Extra Mature Gouda 180g,£3.75,£2.08 per 100g,
Lays Barbeque Crisps,Lays Barbeque Crisps150g,£1.95,£1.30 per 100g,
Lays Mushroom and Sour Cream ,Lays Mushroom and Sour Cream 150g,£1.95,£1.30 per 100g,
Lazzat Gajar Halva Mix,Lazzat Gajar Halva Mix150g,£1.15,76.7p per 100g,
Lee Kum Kee Black Bean Garlic Sauce,Lee Kum Kee Black Bean Garlic Sauce205g,£1.90,92.7p per 100g,
Lee Kum Kee Char Siu Sauce,Lee Kum Kee Char Siu Sauce225g,£1.90,84.4p per 100g,
Lee Kum Kee Chilli Bean Sauce,Lee Kum Kee Chilli Bean Sauce195g,£1.90,97.4p per 100g,
Lee Kum Kee Chilli Garlic Sauce,Lee Kum Kee Chilli Garlic Sauce190g,£1.90,£1.00 per 100g,
Lee Kum Kee Chiu Chow Chilli Oil,Lee Kum Kee Chiu Chow Chilli Oil170g,£3,£1.76 per 100g,
Lee Kum Kee Hoisin Sauce,Lee Kum Kee Hoisin Sauce210g,£2.09,99.5p per 100g,
Lee Kum Kee Plum Sauce,Lee Kum Kee Plum Sauce220g,£1.90,86.4p per 100g,
Lee Kum Kee Premium Dark Soy Sauce,Lee Kum Kee Premium Dark Soy Sauce150ml,£1.49,99.3p per 100ml,
Lee Kum Kee Premium Light Soy Sauce,Lee Kum Kee Premium Light Soy Sauce150ml,£1.49,99.3p per 100ml,
Lee Kum Kee Premium Light Soy Sauce,Lee Kum Kee Premium Light Soy Sauce250ml,£1.75,70p per 100ml,
Lee Kum Kee Teriyaki Sauce,Lee Kum Kee Teriyaki Sauce200g,£1.90,95p per 100g,
Le Phare Du Cap Harissa Chilli Paste ,Le Phare Du Cap Harissa Chilli Paste 70g,99p,£1.41 per 100g,
Liebers Rice Cakes With Sea Salt,Liebers Rice Cakes With Sea Salt90g,£1.59,£1.77 per 100g,
Lisner Herrings In Cream Sauce   ,Lisner Herrings In Cream Sauce   280g,£1.85,£6.61 per kg,
Love Corn Sea Salt Crunchy Corn Snack ,Love Corn Sea Salt Crunchy Corn Snack 115g,£1.60,£1.39 per 100g,
Love Corn Smoked BBQ Crunchy Corn Snack,Love Corn Smoked BBQ Crunchy Corn Snack115g,£1.60,£1.39 per 100g,
Lowicz Raspberry Syrup,Lowicz Raspberry Syrup400ml,£1.65,41.3p per 100ml,
Lowicz Strawberry Syrup,Lowicz Strawberry Syrup400ml,£1.60,40p per 100ml,
Lowicz Twarog Half Fat Curd Cheese ,Lowicz Twarog Half Fat Curd Cheese 250g,£1.25,£5.00 per kg,"Offer price £1.25, was £1.35"
Lubella Baking Flour,Lubella Baking Flour1kg,£1.20,£1.20 per kg,"Offer price £1.20, was £1.50"
Lubella Domowa Jajeczna Krajaneczka,Lubella Domowa Jajeczna Krajaneczka250g,99p,£3.96 per kg,
Lubella Poznanska Flour ,Lubella Poznanska Flour 1kg,£1.20,£1.20 per kg,"Offer price £1.20, was £1.50"
Lurpak Lighter Slightly Salted Spreadable,Lurpak Lighter Slightly Salted Spreadable500g,£4,£8.00 per kg,"Offer price £4, was £4.99"
Lurpak Lighter Slightly Salted Spreadable,Lurpak Lighter Slightly Salted Spreadable250g,£2.99,£11.96 per kg,
Lurpak Slightly Salted Spreadable,Lurpak Slightly Salted Spreadable250g,£2.99,£11.96 per kg,
Lurpak Unsalted Spreadable,Lurpak Unsalted Spreadable500g,£4,£8.00 per kg,"Offer price £4, was £4.99"
Lyle's Black Treacle,Lyle's Black Treacle454g,£1.75,38.5p per 100g,
Lyle's Golden Syrup,Lyle's Golden Syrup454g,£1.75,38.5p per 100g,
Lyle's Golden Syrup,Lyle's Golden Syrup907g,£2.50,27.6p per 100g,
Mackays Three Fruit Marmalade,Mackays Three Fruit Marmalade340g,£1.30,38.2p per 100g,
Mackerel Fillets in Tomato Sauce,Mackerel Fillets in Tomato Sauce170g,£1.55,91.2p per 100g,
Madej Sausage From Barrel,Madej Sausage From Barrel500g,£4,80p per 100g,
Madina Ajwa Dates ,Madina Ajwa Dates 200g,£3,£1.50 per 100g,
Madina Ajwa Dates Jumbo Gift Box,Madina Ajwa Dates Jumbo Gift Box300g,£6.50,£21.67 per kg,
Madina Palestine Medjoul Dates,Madina Palestine Medjoul Dates,£4.50,,
Madina Safawy Dates ,Madina Safawy Dates 400g,£3,75p per 100g,
Madina Suquey Dates ,Madina Suquey Dates 400g,£3.50,87.5p per 100g,
Maggi 2 Minute Chicken Flavour Noodles ,Maggi 2 Minute Chicken Flavour Noodles 75g,55p,73.3p per 100g,Buy 3 for £1.20
Maggi 2 Minute Curry Noodles,Maggi 2 Minute Curry Noodles79g,55p,£6.96 per kg,Buy 3 for £1.20
Maggi 2 Minute Spicy Masala Noodles,Maggi 2 Minute Spicy Masala Noodles70g,55p,£7.86 per kg,Buy 3 for £1.20
Maggi Authentic Indian Hot & Sweet Sauce ,Maggi Authentic Indian Hot & Sweet Sauce 400g,£1.75,43.8p per 100g,"Offer price £1.75, was £2.25"
Maggi Authentic Indian Tamarind Sauce,Maggi Authentic Indian Tamarind Sauce425g,£1.75,41.1p per 100g,"Offer price £1.75, was £2.25"
Maggi Authentic Malaysian Chilli Sauce With Garlic ,Maggi Authentic Malaysian Chi…305g,£1.75,57.4p per 100g,"Offer price £1.75, was £2.25"
Maggi Chilli Extra Hot Sauce,Maggi Chilli Extra Hot Sauce320g,£1.75,54.7p per 100g,"Offer price £1.75, was £2"
Maggi Coconut Milk Powder Mix,Maggi Coconut Milk Powder Mix150g,£2,£1.33 per 100g,
Maggi Hot & Sweet Sauce,Maggi Hot & Sweet Sauce400g,£1,25p per 100g,"Offer price £1, was £1.25"
Maggi Hot Liquid Seasoning,Maggi Hot Liquid Seasoning100ml,£1.20,£1.20 per 100ml,
Malay Nasi Goreng Kit ,Malay Nasi Goreng Kit 165g,£2,£1.21 per 100g,
Malay Taste Laksa Kit ,Malay Taste Laksa Kit 220g,£2,90.9p per 100g,
Mama Hot & Spicy Noodles,Mama Hot & Spicy Noodles90g,99p,£1.10 per 100g,
Mama Mi Goreng Noodles ,Mama Mi Goreng Noodles 80g,99p,£1.24 per 100g,
McCain Microwave Quick Chips Straight Cut,McCain Microwave Quick Chips Straight Cut4 x 100g,£2.79,£6.98 per kg,Buy 2 for £4
McCain Potato Smiles,McCain Potato Smiles454g,£1.50,£3.31 per kg,"Offer price £1.50, was £2.25"
McCain Quick Cook French Fries,McCain Quick Cook French Fries750g,£3.19,£4.25 per kg,
McCain Slow Baked Jacket Potatoes,McCain Slow Baked Jacket Potatoes4 x 200g,£2.69,£3.36 per kg,
McCann's Irish Rich Barm Brack  ,McCann's Irish Rich Barm Brack  553g,£3.25,58.8p per 100g,
McDonnells The Original Curry Sauce,McDonnells The Original Curry Sauce250g,£3.50,£1.40 per 100g,
Mekong Rice Vermicelli,Mekong Rice Vermicelli400g,£2.19,£5.48 per kg,
Melis Hot Pepper Pickle (720ml),Melis Hot Pepper Pickle (720ml)400ml,£2.50,62.5p per 100ml,
Melis Pickled Gherkins (720ml),Melis Pickled Gherkins (720ml)680g,£1.59,23.4p per 100g,
Mentos Fruit Sweets,Mentos Fruit Sweets37.5g,89p,£2.37 per 100g,
Mentos Strawberry Sweets,Mentos Strawberry Sweets37.5g,75p,£2.00 per 100g,
Merchant Gourmet Dried Porcini Mushrooms,Merchant Gourmet Dried Porcini Mushrooms30g,£2.50,83.3p per 10g,
Merchant Gourmet Mixed Mushrooms Simply Dried,Merchant Gourmet Mixed Mushrooms Simply Dried30g,£2.50,83.3p per 10g,
Mighty Sesame Co. Fine Sesame Tahini 310G,Mighty Sesame Co. Fine Sesame Tahini 310G310g,£3.99,£1.29 per 100g,
Milka Bubbly White Chocolate Bar ,Milka Bubbly White Chocolate Bar 95g,£1.09,£1.15 per 100g,
Miracle Peanut Punch Flavoured Milk Drink ,Miracle Peanut Punch Flavoured Milk Drink 240ml,£1.29,53.8p per 100ml,
Mlekovita Butter,Mlekovita Butter200g,£2.75,£13.75 per kg,
Mlekovita Gouda Natural Slices,Mlekovita Gouda Natural Slices150g,£1.45,96.7p per 100g,
Mlekovita Sokol Cheese,Mlekovita Sokol Cheese150g,£1.49,£9.93 per kg,
Mlekpol Gouda Slices,Mlekpol Gouda Slices150g,£1.49,£9.93 per kg,
Mlekpol Maslanka Buttermilk ,Mlekpol Maslanka Buttermilk 1L,£1.69,£1.69 per litre,
Mlekpol Mazurski Smak Full - Fat Curd Cheese,Mlekpol Mazurski Smak Full - Fat Curd Cheese275g,£1.49,£5.42 per kg,
Mlekpol Mazurski Smak Twarog Semi-Fat Curd Cheese,Mlekpol Mazurski Smak Twaro…275g,£1.49,£5.42 per kg,
Morliny Berlinki,Morliny Berlinki250g,£1.59,63.6p per 100g,
Morliny Berlinki Classic Hotdogs,Morliny Berlinki Classic Hotdogs250g,£1.59,63.6p per 100g,
Morliny Berlinki Jalapeno,Morliny Berlinki Jalapeno250g,£1.29,51.6p per 100g,
Morliny Berlinki Pepperoni,Morliny Berlinki Pepperoni250g,£1.29,51.6p per 100g,
Morliny Cooked and Coarse Poultry Sausage,Morliny Cooked and Coarse Poultry Sausage360g,£2.75,76.4p per 100g,
Morliny Frankfurters,Morliny Frankfurters350g,£2.49,71.1p per 100g,
Morliny Polish Bacon,Morliny Polish Bacon400g,£3.99,99.8p per 100g,
Morliny Polish Berlinki Z Kurczat,Morliny Polish Berlinki Z Kurczat250g,£1.59,63.6p per 100g,
Morliny Polish Roast Chicken Fillet,Morliny Polish Roast Chicken Fillet100g,£1.29,£1.29 per 100g,
