name,Price Per Unit,Price Per Measure,Promotion
Always Discreet Incontinence Pads Small for Sensitive Bladder 20 pack,Always Discreet Incontinence…20 per pack,£2.75,13.8p each,Buy 2 for £5
Always Discreet Underwear Incontinence Pants Normal Large 10 pack,Always Discreet Underwear I…10 per pack,£9,90p each,
Always Discreet Underwear Incontinence Pants Normal Medium 12 pack,Always Discreet Underwear I…12 per pack,£9,75p each,
Always Discreet Underwear Incontinence Pants Plus Large 8 pack,Always Discreet Underwear Incontine…8 per pack,£9,£1.13 each,
Always Discreet Underwear Incontinence Pants Plus M 9 pack,Always Discreet Underwear Inconti…9 per pack,£9,£1.00 each,
Always Sensitive Normal Ultra (Size 1) Sanitary Towels Wings 14 pads,Always Sensitive Normal Ultra (Size 1)…14 per pack,£1,7.1p each,
Always Ultra Normal (Size 1) Sanitary Towels Wings 26 pads,Always Ultra Normal (Size 1) Sani…2 x 13 per pack,£3.40,13.1p each,Buy 2 for £5.50
Angelcare Nappy Disposal Bin System,Angelcare Nappy Disposal Bin System,£20,£20.00 each,
Angelcare Refill Cassettes,Angelcare Refill Cassettes3 per pack,£20,£6.67 each,
"Angelcare Refill Cassettes, Multipack","Angelcare Refill Cassettes, Multipack6 per pack",£30,£5.00 each,
"Angelcare Soft Touch Baby Bath Support, Aqua","Angelcare Soft Touch Baby Bath Support, Aqua",£28,£28.00 each,
"Annabel Karmel Chicken,Tomato & Mascarpone Pasta ","Annabel Karmel Chicken,Toma…200g",£1.79,89.5p per 100g,"Offer price £1.79, was £2"
Annabel Karmel Scrummy Cottage Pie with Hidden Veggies ,Annabel Karmel Scrummy Cottage…200g,£1.79,£8.95 per kg,"Offer price £1.79, was £2"
Annabel Karmel Tasty Spaghetti Bolognese with Hidden Veggies ,Annabel Karmel Tasty Spaghetti Bolo…200g,£1.79,£8.95 per kg,"Offer price £1.79, was £2"
Aptamil 1 First Baby Milk Formula From Birth,Aptamil 1 First Baby Milk Formula From Birth1L,£5.25,52.5p per 100ml,
Aptamil 1 First Baby Milk Formula From Birth ,Aptamil 1 First Baby Milk Formula From Birth 800g,£14.50,£1.81 per 100g,
Aptamil 1 First Baby Milk Formula Starter Pack From Birth,Aptamil 1 First Baby Milk Formula…6 x 70ml,£9,£2.14 per 100ml,
Aptamil 1 First Infant Milk Ready To Feed ,Aptamil 1 First Infant Milk Ready To Feed 200ml,£1.20,60p per 100ml,
Aptamil 2 Follow On Baby Milk Formula  ,Aptamil 2 Follow On Baby Milk Formula  800g,£14.50,£1.81 per 100g,
Aptamil 2 Follow On Milk Ready to Feed ,Aptamil 2 Follow On Milk Ready to Feed 200ml,£1.20,60p per 100ml,
Aptamil 6-12 Months Follow On Milk Bag-In-Box,Aptamil 6-12 Months Follo…1.2kg,£16,£1.33 per 100g,
Aptamil Advanced 1 From Birth First Infant Milk Formula,Aptamil Advanced 1 From Birth F…800g,£19,£2.38 per 100g,
Aptamil Advanced 2 6-12 Months Follow On Milk Formula,Aptamil Advanced 2 6-12 Month…800ml,£19,£2.38 per 100ml,
Aptamil Advanced 3 1-3 Years Toddler Milk Formula,Aptamil Advanced 3 1-3 Year…800g,£19,£2.38 per 100g,
Aptamil Anti - Reflux Baby Formula From Birth,Aptamil Anti - Reflux Baby Formula From Birth800g,£18,£2.25 per 100g,
Aptamil Apple & Plum Muesli ,Aptamil Apple & Plum Muesli 275g,£3.80,£1.38 per 100g,
Aptamil Comfort Baby Milk Formula From Birth ,Aptamil Comfort Baby Milk Formula From Birth 800g,£18,£2.25 per 100g,
Aptamil Creamed Banana Porridge,Aptamil Creamed Banana Porridge125g,£3,£2.40 per 100g,
 Aptamil Creamed Porridge Cereals , Aptamil Creamed Porridge Cereals 125g,£3,£2.40 per 100g,
Aptamil Growing Up Milk,Aptamil Growing Up Milk15 x 200ml,£11.09,37p per 100ml,
Aptamil Hungry Baby Milk Formula From Birth ,Aptamil Hungry Baby Milk Formula From Birth 800g,£14.50,£1.81 per 100g,
 Aptamil Multigrain Banana & Berry Cereals, Aptamil Multigrain Banana & Berry Cereals200g,£3.75,£1.88 per 100g,
Aptamil Multigrain Cereals,Aptamil Multigrain Cereals200g,£3.75,£1.88 per 100g,
Aptamil Organic 1 0-6 Months Infant Milk,Aptamil Organic 1 0-6 Months Infant Milk200ml,£1.05,52.5p per 100ml,
Aptamil Organic Baby Rice,Aptamil Organic Baby Rice100g,£2.50,£2.50 per 100g,
Aptamil Organic Banana & Strawberry Porridge 6 Months+ ,Aptamil Organic Banana & Strawb…180g,£3.75,£2.08 per 100g,
Aptamil Organic First Infant Milk,Aptamil Organic First Infant Milk800g,£15.75,£1.97 per 100g,
Aptamil Organic Follow On Milk,Aptamil Organic Follow On Milk800g,£15.75,£1.97 per 100g,
Aptamil Organic Growing Up Milk,Aptamil Organic Growing Up Milk800g,£15.75,£1.97 per 100g,
Aptamil Organic Seven Grain Cereal 7 Months+ ,Aptamil Organic Seven Grain Cereal 7 Months+ 180g,£3.50,£1.94 per 100g,
Aptamil Pre-Measured Tabs 1 First Infant Milk 24 Sachets ,Aptamil Pre-Measured Tabs 1 First…552g,£14.50,£2.63 per 100g,
Aptamil Pre-Measured Tabs 2 Follow On Milk 6-12 Months 24 Sachets,Aptamil Pre-Measured Tabs 2 Follow On…576g,£14.50,£2.52 per 100g,
Aptamil ProFutura 1 First Baby Milk Formula From Birth,Aptamil ProFutura 1 First Baby…200ml,£1.45,72.5p per 100ml,
Aptamil ProFutura 2 Follow On Baby Milk Formula,Aptamil ProFutura 2 Follo…200ml,£1.45,72.5p per 100ml,
Aptamil Profutura First Infant Milk Starter Pack  ,Aptamil Profutura First Infant Milk Starter Pack  6 x 70ml,£12,£2.86 per 100ml,
Aptamil Ready To Drink 2 6-12 Months Follow On Milk ,Aptamil Ready To Drink 2 6-12…6 x 200ml,£6.75,56.3p per 100ml,
Aptamil Ready To Feed 1 From Birth First Infant Milk,Aptamil Ready To Feed 1 From Birth First Infant Milk6 x 200ml,£6.75,56.3p per 100ml,
Aptamil Toddler Milk ,Aptamil Toddler Milk 800g,£14.50,£1.81 per 100g,
 Aptamil Toddler Milk 1-2 Yrs, Aptamil Toddler Milk 1-2 Yrs200ml,£1.05,52.5p per 100ml,
Aptamil Toddler Milk 1 Yr ,Aptamil Toddler Milk 1 Yr 1L,£4.25,42.5p per 100ml,
Aptamil Toddler Milk 3 1-2 Years,Aptamil Toddler Milk 3 1-2 Years800g,£14.50,£1.81 per 100g,
"Aquafresh Baby Toothpaste Milk Teeth 0-2 Years,",Aquafresh Baby Toothpaste…50ml,£1.70,£3.40 per 100ml,
Aquafresh Kids Big Teeth Mouthwash Fruity Flavour 6-8 Years,Aquafresh Kids Big Teeth Mouthwas…300ml,£1.20,40p per 100ml,"Offer price £1.20, was £2"
Aquafresh Kids Big Teeth Toothbrush 6-8 Years,Aquafresh Kids Big Teeth Toothbrush 6-8 Years,£1.50,,"Offer price £1.50, was £2"
Aquafresh Little Teeth 3-5 years Soft Bristles Kids Toothbrush,Aquafresh Little Teeth 3-5 years So…,£1.50,,"Offer price £1.50, was £2"
Ashton & Parsons Teething Gel 3+ Months 10Ml,Ashton & Parsons Teethi…10ml,£5.75,£57.50 per 100ml,
Ashton & Parsons Teething Powders For Teething Pain Relief ,Ashton & Parsons Teething Powders…20 per pack,£6,30p each,
Aveeno Baby Bath & Wash ,Aveeno Baby Bath & Wash 400ml,£5,£1.25 per 100ml,
Aveeno Baby Daily Care 2-In-1,Aveeno Baby Daily Care 2-In-1250ml,£4.30,£1.72 per 100ml,
Aveeno Baby Daily Care Baby Wipes,Aveeno Baby Daily Care Baby Wipes72 per pack,£1.60,2.2p each,
Aveeno Baby Daily Lotion ,Aveeno Baby Daily Lotion 150ml,£4.30,£2.87 per 100ml,
Aveeno Baby Dermexa Cream,Aveeno Baby Dermexa Cream150ml,£6,40p per 10ml,
Aveeno Baby Emolient Wash,Aveeno Baby Emolient Wash250ml,£5,£2.00 per 100ml,
Aveeno Baby Hair & Body Wash,Aveeno Baby Hair & Body Wash250ml,£4.30,£1.72 per 100ml,
Aveeno Baby Hair & Body Wash,Aveeno Baby Hair & Body Wash400ml,£6,£1.50 per 100ml,
Aveeno Baby Moisturising Lotion,Aveeno Baby Moisturising Lotion250ml,£6,£2.40 per 100ml,
Aveeno Baby Soothing Cream ,Aveeno Baby Soothing Cream 150ml,£5,£3.33 per 100ml,
Baby Mild All-One Magic Soap,Baby Mild All-One Magic Soap945ml,£20.49,£2.17 per 100ml,
Bambino Mio Reusable Nappy,Bambino Mio Reusable Nappy,£10,,"Offer price £10, was £14"
Bassetts 3-6 Multi Vitamins & Omega 3 Blackcurrant & Apple,Bassetts 3-6 Multi Vitamins & Ome…30 per pack,£5.75,19.2p each,
Bassetts 3-6 Multivitamin Strawberry ,Bassetts 3-6 Multivitamin Strawberry 30 per pack,£4.49,15p each,
Bassetts 7-11 Multivitamin Raspberry,Bassetts 7-11 Multivitamin Raspberry30 per pack,£5.75,19.2p each,
BEAR Paws Mango & Carrot +12 Months,BEAR Paws Mango & Carrot +12 Months5 x 20g,£2.50,25p per 10g,Buy 2 for £4.50
Bear Paws Pure Fruit & Veg Mango Carrot 12+ Months,Bear Paws Pure Fruit & Veg…20g,55p,£2.75 per 100g,
BEAR Paws Raspberry & Blueberry +12 Months,BEAR Paws Raspberry & Blueberry +12 Months5 x 20g,£2.50,£2.50 per 100g,Buy 2 for £4.50
BEAR Paws Raspberry & Blueberry +12 Months,BEAR Paws Raspberry & Blueberry +12 Months20g,60p,£3.00 per 100g,
BEAR Paws Strawberry & Apple +12 Months,BEAR Paws Strawberry & Apple +12 Months5 x 20g,£2.50,£2.50 per 100g,Buy 2 for £4.50
BEAR Paws Strawberry & Apple +12 Months,BEAR Paws Strawberry & Apple +12 Months20g,60p,£3.00 per 100g,
Benylin Childrens Cough Syrup Apple,Benylin Childrens Cough Syrup Apple125ml,£4,£3.20 per 100ml,
Bepanthen Nappy Care Ointment,Bepanthen Nappy Care Ointment30g,£3.30,£11.00 per 100g,
Bepanthen Nappy Care Ointment,Bepanthen Nappy Care Ointment100g,£7.50,£7.50 per 100g,
Bickiepegs Finger Toothbrush & Gum Massager,Bickiepegs Finger Tooth…2 per pack,£4.25,£2.13 each,
Bio-Oil Skincare Oil  Helps Improve the Appearance of Scars & Stretch Marks,Bio-Oil Skincare Oil  Helps Improve the Appea…60ml,£10,£16.67 per 100ml,
Bodyform So Slim Panty Liners,Bodyform So Slim Panty Liners34 per pack,£1.55,4.6p each,
Bodyform Ultra Long Sanitary Towels with wings,Bodyform Ultra Long Sanit…12 per pack,£1,8.3p each,"Offer price £1, was £1.55"
Bodyform Ultra Normal Sanitary Towels with wings,Bodyform Ultra Normal Sanit…14 per pack,£1,7.2p each,"Offer price £1, was £1.55"
Bonjela Junior Oral Gel,Bonjela Junior Oral Gel15g,£4,£26.67 per 100g,
Bonjela Soothing Teething Gel,Bonjela Soothing Teething Gel15ml,£4,£26.67 per 100ml,
Bonjela Soothing Teething Gel ,Bonjela Soothing Teething Gel 15ml,£3.60,£2.40 per 10ml,
Brica Baby - In Sight Mirror,Brica Baby - In Sight Mirror,£9.99,,
Brica Dual Sight Mirror,Brica Dual Sight Mirror,£4.99,,
Brush-Baby Baby Sonic Electric Toothbrush 0-3 Years,Brush-Baby Baby Sonic Electri…,£10,,
Brush-Baby Dental Wipes 0-16 Months,Brush-Baby Dental Wipes 0-16 Months,£5,,
Brush-Baby My First Brush And Teether Set 0-18 Months,Brush-Baby My First Brush And…,£6.75,,
Brush-Baby Soft Chewable Toothbrush 10-36 Months,Brush-Baby Soft Chewable To…,£5.50,,
Calcough Childrens Syrup  Blackcurrant,Calcough Childrens Syrup  Blackcurrant125ml,£4.50,£3.60 per 100ml,
Calpol 2+ Months Infant Strawberry Liquid Paracetamol,Calpol 2+ Months Infant Straw…100ml,£3.50,£3.50 per 100ml,
Calpol 6+ Sugar Free Strawberry Liquid Paracetamol,Calpol 6+ Sugar Free Strawb…80ml,£3.50,£4.38 per 100ml,
Calpol 6+ Years Sugar Free Strawberry Fastmelts Paracetamol,Calpol 6+ Years Sugar Free Strawb…12 per pack,£4,33.3p each,
Calpol 6+ Years Sugar Free Strawberry Paracetamol Sachets,Calpol 6+ Years Sugar Free Strawb…12 x 5ml,£4,£6.67 per 100ml,
Calpol Infant 2+ Months Sugar Free Strawberry Liquid,Calpol Infant 2+ Months Sugar…100ml,£3.50,£3.50 per 100ml,
Calpol Infant Sugar Free Colour Free Strawberry Liquid +2 Months,Calpol Infant Sugar Free Colour Free…100ml,£3.50,£3.50 per 100ml,
Calpol Nasal Drops      ,Calpol Nasal Drops      10ml,£3.50,£35.00 per 100ml,
Calpol Saline Nasal Spray,Calpol Saline Nasal Spray15ml,£4.25,£28.33 per 100ml,
Calpol Sugar Free Infant Sachets,Calpol Sugar Free Infant Sachets12 x 5ml,£4,£6.67 per 100ml,
Calpol Vapour Plug Refill Pads,Calpol Vapour Plug Refill Pads5 per pack,£7,£1.40 each,
Care Colactase Lactase Infant Drops ,Care Colactase Lactase Infant Drops 10ml,£10.50,£105.00 per 100ml,
Carefree Breathable Pantyliners with Aloe,Carefree Breathable Pantyliners with Aloe20 per pack,85p,4.3p each,
Carefree Cotton Breathable Pantyliners,Carefree Cotton Breathable Pantyliners20 per pack,85p,4.3p each,
Carefree Cotton Fresh Scented Breathable Pantyliners,Carefree Cotton Fresh Scented…20 per pack,85p,4.3p each,
Cerelac Honey    Key Stage 4      ,Cerelac Honey    Key Stage 4      400g,£4.20,£1.05 per 100g,
Cerelac Mixed Fruits & Wheat Cereal,Cerelac Mixed Fruits & Wheat Cereal400g,£4.20,£1.05 per 100g,
Cerelac Wheat Cereal,Cerelac Wheat Cereal400g,£4.20,£1.05 per 100g,
Childs Farm 3 In 1 Swim Strawberry & Organic Mint,Childs Farm 3 In 1 Swim Strawberry & Organic Mint250ml,£4.25,£1.70 per 100ml,
Childs Farm Baby Bedtime Bubbles Organic Tangerine,Childs Farm Baby Bedtime Bu…250ml,£4.25,£1.70 per 100ml,
 Childs Farm Baby Bedtime Pillow Spray Organic Tangerine, Childs Farm Baby Bedtime Pillo…100ml,£8,£8.00 per 100ml,
 Childs Farm Baby Moisturiser Mildly Fragranced, Childs Farm Baby Moistur…250ml,£4.25,£1.70 per 100ml,
Childs Farm Baby Oaty Bubbles,Childs Farm Baby Oaty Bubbles250ml,£4.25,£1.70 per 100ml,
Childs Farm Baby Shampoo ,Childs Farm Baby Shampoo 250ml,£4.25,£1.70 per 100ml,
 Childs Farm Baby Wash Unfragranced, Childs Farm Baby Wash Unfragranced250ml,£4.25,£1.70 per 100ml,
Childs Farm Blackberry & Organic Apple Hair & Body Wash ,Childs Farm Blackberry & Organi…250ml,£4.25,£1.70 per 100ml,
Childs Farm Bubble Bath Organic Tangerine,Childs Farm Bubble Bath Organic Tangerine250ml,£4.25,£1.70 per 100ml,
Childs Farm Conditioner Strawberry & Organic Mint,Childs Farm Conditioner Strawberry & Organic Mint250ml,£4.25,£1.70 per 100ml,
Childs Farm Hair & Body Wash Watermelon & Organic Pineapple ,Childs Farm Hair & Body Wash Waterm…250ml,£4.25,£1.70 per 100ml,
Childs Farm Moisturiser Unfragranced ,Childs Farm Moisturiser Unfragranced 250ml,£4.25,£1.70 per 100ml,
Childs Farm Nappy Cream,Childs Farm Nappy Cream100ml,£4.25,£4.25 per 100ml,
Childs Farm Organic Raspberry Extract Bubble Bath,Childs Farm Organic Raspber…250ml,£4.25,£1.70 per 100ml,
Childs Farm Organic Rhubarb & Custard,Childs Farm Organic Rhubarb & Custard250ml,£4.25,£1.70 per 100ml,
Childs Farm Organic Sweet Orange Hair & Body Wash,Childs Farm Organic Sweet O…250ml,£4.25,£1.70 per 100ml,
Childs Farm Strawberry & Organic Mint Shampoo,Childs Farm Strawberry & Organic Mint Shampoo250ml,£4.25,£1.70 per 100ml,
Colgate Kids Barbie Extra Soft Battery Toothbrush 3+ Years,Colgate Kids Barbie Extra Soft Ba…,£4,,"Offer price £4, was £8"
Colgate Maximum Cavity Protection Kids Toothpaste 3+ Years ,Colgate Maximum Cavity Protection…50ml,£2,£4.00 per 100ml,
Cow & Gate 1 First Baby Milk Formula From Birth,Cow & Gate 1 First Baby Milk Formula From Birth800g,£10.50,£1.31 per 100g,
Cow & Gate 1 First Baby Milk Formula Starter Pack From Birth,Cow & Gate 1 First Baby Milk Formul…6 x 70ml,£7.50,£1.79 per 100ml,
Cow & Gate 2 Follow On Baby Milk Formula,Cow & Gate 2 Follow On Baby Milk Formula800g,£10.50,£1.31 per 100g,
Cow & Gate 3 Growing Up Milk Formula,Cow & Gate 3 Growing Up Milk Formula800g,£10.50,£1.31 per 100g,
Cow & Gate 3 Growing Up Milk Formula Multipack,Cow & Gate 3 Growing Up Milk Formula Multipack15 x 200ml,£8.55,28.5p per 100ml,
Cow & Gate Anti-Reflux Baby Milk Formula From Birth,Cow & Gate Anti-Reflux Baby M…800g,£14,£1.75 per 100g,
Cow & Gate Baby Rice From 4 - 6M Onwards ,Cow & Gate Baby Rice From 4 - 6M Onwards 100g,£2.10,£2.10 per 100g,
Cow & Gate Banana Porridge From 4 - 6M Onwards ,Cow & Gate Banana Porridg…125g,£2.40,19.2p per 10g,
Cow & Gate Banana Wholegrain Porridge With Buckwheat From 7M Onwards,Cow & Gate Banana Wholegrain…200g,£2.75,£1.38 per 100g,
Cow & Gate Berry Multigrain Porridge With Oat & Rye 4-6M Onwards,Cow & Gate Berry Multigrain Porridge…125g,£2.25,18p per 10g,
Cow & Gate Comfort Baby Milk Formula From Birth,Cow & Gate Comfort Baby Milk Formula From Birth800g,£14,£1.75 per 100g,
Cow & Gate Creamy Porridge From 4 - 6M Onwards ,Cow & Gate Creamy Porridg…125g,£2.40,£1.92 per 100g,
Cow & Gate First Infant Milk,Cow & Gate First Infant Milk2 x 600g,£12.50,£1.04 per 100g,
Cow & Gate First Infant Milk From Birth ,Cow & Gate First Infant Milk From Birth 1L,£4.30,43p per 100ml,
 Cow & Gate First Infant Milk From Birth Ready To Feed , Cow & Gate First Infant Milk F…200ml,£1,50p per 100ml,
Cow & Gate Follow On Milk,Cow & Gate Follow On Milk2 x 600g,£12.50,£1.04 per 100g,
Cow & Gate Follow On Milk From 6-12 Months Ready To Feed,Cow & Gate Follow On Milk From…200ml,£1,50p per 100ml,
Cow & Gate Fruity Porridge From 4 - 6M Onwards ,Cow & Gate Fruity Porridg…125g,£2.40,£1.92 per 100g,
Cow & Gate Growing Up Milk From 2-3 Years ,Cow & Gate Growing Up Milk From 2-3 Years 800g,£10.50,£1.31 per 100g,
 Cow & Gate Hungry Infant Milk From Birth , Cow & Gate Hungry Infant Milk From Birth 800g,£10.50,£1.31 per 100g,
Cow & Gate My First Muesli Baby Cereal,Cow & Gate My First Muesli Baby Cereal330g,£2.79,84.5p per 100g,
Cow & Gate Ready To Use 1 First Infant Milk From Birth,Cow & Gate Ready To Use 1 First…6 x 200ml,£5.75,47.9p per 100ml,
Cow & Gate Ready To Use 2 Follow On Milk From 6 Months,Cow & Gate Ready To Use 2 Follo…6 x 200ml,£5.75,47.9p per 100ml,
 Cow & Gate Red Berry Wholegrain Porridge With Spelt From 7M Onwards , Cow & Gate Red Berry Wholegrain Porridge…200g,£2.75,£1.38 per 100g,
Cow & Gate Toddler Milk 1-3 Years ,Cow & Gate Toddler Milk 1-3 Years 1L,£3.40,34p per 100ml,
 Cow & Gate Toddler Milk 1-3 Years, Cow & Gate Toddler Milk 1-3 Years200ml,90p,45p per 100ml,
Dentinox Cradle Cap Shampoo ,Dentinox Cradle Cap Shampoo 125ml,£4,£3.20 per 100ml,
Dr. Bronner's Unscented Organic Baby Soap Bar ,Dr. Bronner's Unscented Organic Baby Soap Bar 140g,£5.35,£3.82 per 100g,
Dr. Bronner's Unscented Organic Baby Sugar Pump Soap ,Dr. Bronner's Unscented Organ…355ml,£11.50,£3.24 per 100ml,
Elastoplast Disney Frozen Plasters,Elastoplast Disney Frozen Plasters,£3,,
Ella's Kitchen 2 Weaning Spoons,Ella's Kitchen 2 Weaning Spoons,£3.50,,
Ella's Kitchen 7 Mths+ Organic Rice Pudding with Mangoes & Apples,Ella's Kitchen 7 Mths+ Organic Rice P…80g,£1.60,£2.00 per 100g,
" Ella's Kitchen Apple, Sweet Potato & Peppers 4+ Months"," Ella's Kitchen Apple, Sweet Po…120g",£1.30,£1.08 per 100g,Buy 5 for £6
Ella's Kitchen Apple and Ginger Baby Biscuits Multipack Snack 10+ Months,Ella's Kitchen Apple and Ginger…108g,£2.25,£2.08 per 100g,
Ella's Kitchen Apples 4+ Months,Ella's Kitchen Apples 4+ Months70g,99p,£1.41 per 100g,Buy 6 for £5.50
"Ella's Kitchen Banana, Apple and Bluberry Baby Rice Baby Pouch 4+ Months","Ella's Kitchen Banana, Apple an…120g",£1.30,£1.08 per 100g,Buy 5 for £6
Ella's Kitchen Banana and Cinnamon Dry Museli Baby Breakfast 10+ Months,Ella's Kitchen Banana and Cin…215g,£2.70,£1.26 per 100g,
Ella's Kitchen Banana and Vanilla Bread Pudding Baby Dessert Pot 7+ Months,Ella's Kitchen Banana and Vanil…320g,£2.25,70.3p per 100g,
Ella's Kitchen Bananas 4+ Months,Ella's Kitchen Bananas 4+ Months70g,99p,£1.41 per 100g,Buy 6 for £5.50
Ella's Kitchen Beef Stew With Spuds 7+ Months,Ella's Kitchen Beef Stew With Spuds 7+ Months130g,£1.70,£1.31 per 100g,Buy 4 for £6
"Ella's Kitchen Bluberries, Apples, Bananas and Vanilla Baby Pouch 4+ Months","Ella's Kitchen Bluberries, Appl…120g",£1.30,£1.08 per 100g,Buy 5 for £6
"Ella's Kitchen Butternut Squash, Carrots, Apples and Prunes Pouch 4+ Months",Ella's Kitchen Butternut Squash…120g,£1.30,£1.08 per 100g,Buy 5 for £6
Ella's Kitchen Cheese+Pickle Flavour Butterfly Pops 12+ Months ,Ella's Kitchen Cheese+Pickle Flavour…5 x 12g,£2.75,45.8p per 10g,Buy 2 for £4.50
"Ella's Kitchen Cheese, Tomato & Basil Mini Puffs","Ella's Kitchen Cheese, Tomato & Basil Mini Puffs32g",£2.25,70.3p per 10g,
 Ella's Kitchen Cheesy Pie With Veggies 7+ Months, Ella's Kitchen Cheesy Pie With Veggies 7+ Months130g,£1.70,£1.31 per 100g,Buy 4 for £6
Ella's Kitchen Cherry Pie Butterfly Pops 12+ Months,Ella's Kitchen Cherry Pie Butterfly Pops 12+ Months5 x 12g,£2.75,45.8p per 10g,Buy 2 for £4.50
